ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,X,Notes,Accepted
1916A0001,agnes101,1916,BOS,D,C,DP,,3,4,,,,DPs not shown on Official sheets,
1916A0002,barrj104,1916,BOS,D,2B,DP,,32,30,,,,DPs not shown on Official sheets,
1916A0003,cadyh101,1916,BOS,O,,AB,NYA191609042,0,1,1916A0007,,,,
1916A0004,cadyh101,1916,BOS,D,C,G,NYA191609042,1,0,,,,No C in game at end,
1916A0005,cadyh101,1916,BOS,D,C,DP,,3,4,,,,DPs not shown on Official sheets,
1916A0006,fostr103,1916,BOS,D,OF,LFG,,1,0,,,,Official sheets shows 1 LFG,Y
1916A0007,gaind101,1916,BOS,O,,G,NYA191609042,1,0,1916A0008,,,,
1916A0008,gaind101,1916,BOS,O,,AB,NYA191609042,1,0,1916A0003,,,,
1916A0009,gaind101,1916,BOS,D,1B,DP,,17,18,,,,DPs not shown on Official sheets,
1916A0010,gaind101,1916,BOS,D,2B,DP,,1,0,,,,DPs not shown on Official sheets,
1916A0011,gardl101,1916,BOS,O,,G,DET191608010,1,0,1916A0013,SWAP,,,
1916A0012,gardl101,1916,BOS,O,,G,DET191608020,1,0,1916A0014,SWAP,,,
1916A0013,gardl101,1916,BOS,O,,AB,DET191608010,4,0,1916A0015,SWAP,,,
1916A0014,gardl101,1916,BOS,O,,AB,DET191608020,2,0,1916A0016,SWAP,,,
1916A0015,gardl101,1916,BOS,O,,R,DET191608010,1,0,1916A0017,SWAP,,,
1916A0016,gardl101,1916,BOS,O,,R,DET191608020,1,0,1916A0018,SWAP,,,
1916A0017,gardl101,1916,BOS,O,,H,DET191608010,2,0,1916A0022,SWAP,,,
1916A0018,gardl101,1916,BOS,O,,H,DET191608020,1,0,1916A0019,SWAP,,,
1916A0019,gardl101,1916,BOS,O,,2B,DET191608020,1,0,1916A0020,SWAP,,,
1916A0020,gardl101,1916,BOS,O,,BB,DET191608020,2,0,1916A0024,SWAP,,,
1916A0021,gardl101,1916,BOS,O,,BB,BOS191608260,1,0,1916A0762,PAA,,,
1916A0022,gardl101,1916,BOS,O,,SB,DET191608010,2,0,1916A0832,SWAP,,,
1916A0023,gardl101,1916,BOS,O,,SH,SLA191606100,1,0,,PAA,,,
1916A0832,gardl101,1916,BOS,D,3B,G,DET191608010,1,0,1916A0086,SWAP,,,
1916A0024,gardl101,1916,BOS,D,3B,G,DET191608020,1,0,1916A0087,SWAP,,,
1916A0026,gardl101,1916,BOS,D,3B,DP,,26,24,,,,DPs not shown on Official sheets,
1916A0027,henro101,1916,BOS,O,,G,NYA191604250,1,0,1916A0029,,,,
1916A0028,henro101,1916,BOS,O,,G,NYA191605270,1,0,1916A0031,,,,
1916A0029,henro101,1916,BOS,O,,AB,NYA191604250,5,0,1916A0032,,,,
1916A0030,henro101,1916,BOS,O,,AB,WS1191605020,1,2,1916A0062,PAA,,,
1916A0031,henro101,1916,BOS,O,,AB,NYA191605270,1,0,1916A0036,,,,
1916A0032,henro101,1916,BOS,O,,R,NYA191604250,2,0,1916A0034,OPP,,,
1916A0033,henro101,1916,BOS,O,,R,WS1191605020,0,1,1916A0080,SWAP,,,
1916A0034,henro101,1916,BOS,O,,H,NYA191604250,3,0,1916A0035,OPP,,,
1916A0035,henro101,1916,BOS,O,,2B,NYA191604250,1,0,1916A0037,,,,
1916A0036,henro101,1916,BOS,O,,SO,NYA191605270,1,0,1916A0046,,,,
1916A0037,henro101,1916,BOS,D,OF,LFG,NYA191604250,1,0,1916A0027,,,Officially no LF in game,Y
1916A0038,hobld101,1916,BOS,O,,HBP,,4,3,,,,HBPs not shown on Official sheets,
1916A0039,hobld101,1916,BOS,D,1B,DP,,67,64,,,,DPs not shown on Official sheets,
1916A0040,hooph101,1916,BOS,O,,AB,NYA191605290,5,4,,PAA,,,
1916A0042,hooph101,1916,BOS,D,OF,DP,,4,5,,,,DPs not shown on Official sheets,
1916A0043,janvh101,1916,BOS,O,,G,,114,117,,,,Official sheets shows 114 G,
1916A0044,janvh101,1916,BOS,O,,G,CLE191609230,1,0,1916A0047,,,,
1916A0045,janvh101,1916,BOS,O,,AB,PHA191604210,0,1,,PAA,,,
1916A0046,janvh101,1916,BOS,O,,AB,NYA191605270,3,4,1916A0049,,,,
1916A0047,janvh101,1916,BOS,O,,AB,CLE191609230,3,0,1916A0048,,,,
1916A0048,janvh101,1916,BOS,O,,H,CLE191609230,1,0,1916A0050,OPP,,,
1916A0049,janvh101,1916,BOS,O,,SO,NYA191605270,1,2,1916A0028,,,,
1916A0050,janvh101,1916,BOS,O,,SH,CLE191609230,2,0,1916A0053,,,,
1916A0051,janvh101,1916,BOS,D,1B,G,WS1191605010,1,0,1916A0833,DUP,,,
1916A0052,janvh101,1916,BOS,D,1B,DP,,1,0,,,,DPs not shown on Official sheets,
1916A0053,janvh101,1916,BOS,D,2B,G,CLE191609230,1,0,1916A0044,,,Officially no 2B in game,
1916A0054,janvh101,1916,BOS,D,2B,DP,,14,15,,,,DPs not shown on Official sheets,
1916A0833,janvh101,1916,BOS,D,SS,G,WS1191605010,0,1,1916A0051,DUP,,,
1916A0834,janvh101,1916,BOS,D,SS,G,BOS191605080,1,0,,,,No SS in game at start,
1916A0055,janvh101,1916,BOS,D,SS,DP,,20,22,,,,DPs not shown on Official sheets,
1916A0056,leond102,1916,BOS,O,,AB,DET191608010,1,2,1916A0069,,,,
1916A0057,lewid101,1916,BOS,O,,BB,BOS191607191,2,1,1916A0756,PAA,,,
1916A0058,lewid101,1916,BOS,O,,HBP,,5,4,,,,HBPs not shown on Official sheets,
