Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"19570415","0","Mon","BAL","AL",1,"WS1","AL",1,"D","",""
"19570416","0","Tue","BOS","AL",1,"BAL","AL",2,"D","",""
"19570416","0","Tue","MLN","NL",1,"CHN","NL",1,"D","",""
"19570416","0","Tue","SLN","NL",1,"CIN","NL",1,"D","",""
"19570416","0","Tue","CHA","AL",1,"CLE","AL",1,"D","",""
"19570416","0","Tue","DET","AL",1,"KC1","AL",1,"D","",""
"19570416","0","Tue","WS1","AL",2,"NYA","AL",1,"D","",""
"19570416","0","Tue","BRO","NL",1,"PHI","NL",1,"N","",""
"19570416","0","Tue","NY1","NL",1,"PIT","NL",1,"D","",""
"19570417","0","Wed","SLN","NL",2,"CIN","NL",2,"D","Rain","19570523"
"19570417","0","Wed","DET","AL",2,"KC1","AL",2,"D","",""
"19570417","0","Wed","NY1","NL",2,"PIT","NL",2,"D","Rain","19570603"
"19570418","0","Thu","NYA","AL",2,"BOS","AL",2,"D","",""
"19570418","0","Thu","PIT","NL",3,"BRO","NL",2,"D","",""
"19570418","0","Thu","KC1","AL",3,"CHA","AL",2,"D","",""
"19570418","0","Thu","CLE","AL",2,"DET","AL",3,"D","",""
"19570418","0","Thu","CIN","NL",3,"MLN","NL",2,"D","",""
"19570418","0","Thu","PHI","NL",2,"NY1","NL",3,"D","",""
"19570418","0","Thu","CHN","NL",2,"SLN","NL",3,"N","",""
"19570418","0","Thu","BAL","AL",3,"WS1","AL",3,"N","",""
"19570420","0","Sat","NYA","AL",3,"BOS","AL",3,"D","",""
"19570420","0","Sat","PIT","NL",4,"BRO","NL",3,"D","",""
"19570420","0","Sat","KC1","AL",4,"CHA","AL",3,"D","",""
"19570420","0","Sat","CLE","AL",3,"DET","AL",4,"D","",""
"19570420","0","Sat","CIN","NL",4,"MLN","NL",3,"D","",""
"19570420","0","Sat","PHI","NL",3,"NY1","NL",4,"D","",""
"19570420","0","Sat","CHN","NL",3,"SLN","NL",4,"D","Rain","19570808"
"19570420","0","Sat","BAL","AL",4,"WS1","AL",4,"D","",""
"19570421","0","Sun","NYA","AL",4,"BOS","AL",4,"D","",""
"19570421","1","Sun","PIT","NL",5,"BRO","NL",4,"D","",""
"19570421","2","Sun","PIT","NL",6,"BRO","NL",5,"D","",""
"19570421","0","Sun","KC1","AL",5,"CHA","AL",4,"D","",""
"19570421","0","Sun","CLE","AL",4,"DET","AL",5,"D","",""
"19570421","0","Sun","CIN","NL",5,"MLN","NL",4,"D","",""
"19570421","1","Sun","PHI","NL",4,"NY1","NL",5,"D","",""
"19570421","2","Sun","PHI","NL",5,"NY1","NL",6,"D","",""
"19570421","1","Sun","CHN","NL",4,"SLN","NL",5,"D","",""
"19570421","2","Sun","CHN","NL",5,"SLN","NL",6,"D","",""
"19570421","1","Sun","BAL","AL",5,"WS1","AL",5,"D","",""
"19570421","2","Sun","BAL","AL",6,"WS1","AL",6,"D","",""
"19570422","0","Mon","BAL","AL",7,"BOS","AL",5,"D","",""
"19570422","0","Mon","PHI","NL",6,"BRO","NL",6,"D","",""
"19570422","0","Mon","CLE","AL",5,"CHA","AL",5,"D","Rain","19570707"
"19570422","0","Mon","KC1","AL",6,"DET","AL",6,"D","",""
"19570422","0","Mon","CHN","NL",6,"MLN","NL",5,"D","",""
"19570422","0","Mon","PIT","NL",7,"NY1","NL",7,"D","",""
"19570422","0","Mon","CIN","NL",6,"SLN","NL",7,"N","",""
"19570422","0","Mon","NYA","AL",5,"WS1","AL",7,"N","",""
"19570423","0","Tue","BAL","AL",8,"BOS","AL",6,"D","",""
"19570423","0","Tue","CLE","AL",6,"CHA","AL",6,"D","",""
"19570423","0","Tue","KC1","AL",7,"DET","AL",7,"D","",""
"19570423","0","Tue","CHN","NL",7,"MLN","NL",6,"D","",""
"19570423","0","Tue","PIT","NL",8,"NY1","NL",8,"D","",""
"19570423","0","Tue","CIN","NL",7,"SLN","NL",8,"N","",""
"19570423","0","Tue","NYA","AL",6,"WS1","AL",8,"D","",""
