ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1962A0001","adaij101",1962,"BAL","O",,"RBI","KC1196204280",0,1,,,,
"1962A0002","adaij101",1962,"BAL","O",,"BB","BAL196204140",0,1,,,,
"1962A0003","branj101",1962,"BAL","O",,"R","MIN196207220",3,2,"1962A0007","SWAP",,
"1962A0004","breem101",1962,"BAL","O",,"G","KC1196204270",1,0,,,,
"1962A0005","gentj101",1962,"BAL","O",,"R","CHA196207041",0,1,"1962A0012","SWAP",,
"1962A0006","herzw101",1962,"BAL","O",,"CS","KC1196207170",1,0,"1962A0010","SWAP",,
"1962A0007","landh101",1962,"BAL","O",,"R","MIN196207220",1,2,"1962A0003","SWAP",,
"1962A0008","landh101",1962,"BAL","O",,"GDP","NYA196206101",1,0,,,,
"1962A0009","pappm101",1962,"BAL","O",,"GDP","MIN196209280",0,1,,,,
"1962A0010","poweb101",1962,"BAL","O",,"SO","KC1196207170",0,1,"1962A0006","SWAP",,
"1962A0011","rober102",1962,"BAL","O",,"BB","NYA196206110",1,0,,,,
"1962A0012","robib104",1962,"BAL","O",,"R","CHA196207041",1,0,"1962A0005","SWAP",,
"1962A0013","robib104",1962,"BAL","O",,"SO","BOS196208112",2,0,,,,
"1962A0014","snydr102",1962,"BAL","O",,"GDP","BAL196208251",1,0,,,,
"1962A0015","tempj101",1962,"BAL","O",,"RBI","CHA196207041",2,1,,,,
"1962A0016","tempj101",1962,"BAL","O",,"SO","NYA196206102",0,1,,,,
"1962A0017","tempj101",1962,"BAL","O",,"SO","NYA196206110",0,1,"1962A0019","SWAP",,
"1962A0018","triag101",1962,"BAL","O",,"GDP","CHA196205180",1,0,,,,
"1962A0019","willd104",1962,"BAL","O",,"SO","NYA196206110",1,0,"1962A0017","SWAP",,
"1962A0020","willd104",1962,"BAL","O",,"GDP","WS2196208280",0,1,,,,
"1962A0021","brese101",1962,"BOS","O",,"GDP","LAA196208150",2,1,,,,
"1962A0022","conlg101",1962,"BOS","O",,"RBI","KC1196208230",1,0,,,,
"1962A0024","conlg101",1962,"BOS","O",,"SO","BOS196207042",1,0,"1962A0316",,,
"1962A0025","deloi101",1962,"BOS","O",,"SO","BOS196207020",0,1,,,,
"1962A0028","geigg101",1962,"BOS","O",,"GDP","NYA196209091",1,0,"1962A0043","SWAP",,
"1962A0029","giled101",1962,"BOS","O",,"RBI","MIN196208192",0,1,,,,
"1962A0030","giled101",1962,"BOS","O",,"RBI","WS2196207272",1,0,,"SWAP",,
"1962A0031","hardc101",1962,"BOS","O",,"BB",,53,54,,"ADD",,
"1962A0032","hardc101",1962,"BOS","O",,"GDP","KC1196207130",0,1,"1962A0048","SWAP",,
"1962A0033","malzf101",1962,"BOS","O",,"SO","MIN196208171",1,0,,,,
"1962A0034","malzf101",1962,"BOS","O",,"GDP","LAA196208142",1,0,,,,
"1962A0035","malzf101",1962,"BOS","O",,"GDP","WS2196209220",1,0,,,,
"1962A0036","nixor101",1962,"BOS","O",,"GDP","BOS196209050",1,0,,,,
"1962A0037","paglj101",1962,"BOS","O",,"SO","BOS196207041",1,0,,,,
"1962A0039","runnp101",1962,"BOS","O",,"RBI","WS2196207272",0,1,,"SWAP",,
"1962A0040","runnp101",1962,"BOS","O",,"SO","BOS196207041",1,0,,,,
"1962A0041","runnp101",1962,"BOS","O",,"GDP","KC1196207130",0,1,,,,
"1962A0042","schic101",1962,"BOS","O",,"RBI",,36,35,,"ADD",,
"1962A0043","schic101",1962,"BOS","O",,"GDP","NYA196209091",0,1,"1962A0028","SWAP",,
"1962A0044","tillb101",1962,"BOS","O",,"BB","BOS196206270",1,0,,,,
"1962A0045","tillb101",1962,"BOS","O",,"SO","BOS196205260",2,0,,,,
"1962A0046","tillb101",1962,"BOS","O",,"SO","BOS196206070",1,2,,,,
"1962A0047","yastc101",1962,"BOS","O",,"CS","BOS196209150",0,1,,,,
"1962A0048","yastc101",1962,"BOS","O",,"GDP","KC1196207130",1,0,"1962A0032","SWAP",,
"1962A0049","aparl101",1962,"CHA","O",,"GDP","NYA196207292",1,0,,,,
"1962A0050","herbr101",1962,"CHA","O",,"GDP","CHA196208070",1,0,,,,
"1962A0051","landj103",1962,"CHA","O",,"BB",,79,80,,"ADD",,
"1962A0052","landj103",1962,"CHA","O",,"GDP","LAA196205130",0,1,,,,
"1962A0053","pizaj101",1962,"CHA","O",,"BB",,5,4,,"ADD",,
"1962A0054","smita102",1962,"CHA","O",,"CS","CLE196208151",1,0,,,,
"1962A0055","smita102",1962,"CHA","O",,"GDP","CHA196207172",1,0,,,,
"1962A0056","clint101",1962,"CLE","O",,"CS","CLE196207151",1,0,,,,
"1962A0057","delam101",1962,"CLE","O",,"GDP","CLE196205280",1,0,,,,
"1962A0058","dilld101",1962,"CLE","O",,"SO","KC1196207240",1,2,,,,
"1962A0059","dilld101",1962,"CLE","O",,"CS","CLE196205131",1,0,,,,
"1962A0060","dilld101",1962,"CLE","O",,"GDP","CLE196208261",1,0,,,,
"1962A0061","essec101",1962,"CLE","O",,"SO","CLE196205201",0,1,,,,
"1962A0062","heldw101",1962,"CLE","O",,"SO","CLE196204280",1,0,,,,
"1962A0063","heldw101",1962,"CLE","O",,"CS","CLE196206220",1,0,,,,
"1962A0064","heldw101",1962,"CLE","O",,"GDP","BAL196207130",1,0,,,,
"1962A0065","kirkw101",1962,"CLE","O",,"SO","CLE196204291",1,0,,,,
"1962A0066","romaj101",1962,"CLE","O",,"GDP","CLE196205220",1,0,,,,
"1962A0067","boros101",1962,"DET","O",,"BB","BOS196204220",0,1,"1962A0068","SWAP",,,
"1962A0068","browd102",1962,"DET","O",,"BB","BOS196204220",1,0,"1962A0067","SWAP",,
"1962A0069","browd102",1962,"DET","O",,"GDP","LAA196205080",1,0,,,,
"1962A0070","browd102",1962,"DET","O",,"SO","KC1196207200",0,1,,,,
"1962A0071","cashn101",1962,"DET","O",,"CS","MIN196207230",1,0,,,,
"1962A0072","cashn101",1962,"DET","O",,"CS","DET196208240",1,0,,,,
"1962A0073","fernc102",1962,"DET","O",,"CS","DET196206232",1,0,,,,
"1962A0075","mortb101",1962,"DET","O",,"SO","DET196207030",0,1,"1962A0077","SWAP",,
"1962A0076","mortb101",1962,"DET","O",,"SB","BAL196207010",1,0,,,,
"1962A0077","roarm101",1962,"DET","O",,"SO","DET196207030",1,0,"1962A0075","SWAP",,
"1962A0078","woodj107",1962,"DET","O",,"CS","CLE196207041",1,0,,,,
"1962A0079","azcuj101",1962,"KC1","O",,"GDP","KC1196206180",1,0,,,,
"1962A0080","bryab101",1962,"KC1","O",,"SO","MIN196208250",0,1,,,,
"1962A0081","causw101",1962,"KC1","O",,"GDP","KC1196208170",1,0,,,,
"1962A0082","chare101",1962,"KC1","O",,"CS","KC1196206010",1,0,,,,
"1962A0083","chare101",1962,"KC1","O",,"SO","KC1196207140",0,1,,,,
"1962A0084","chare101",1962,"KC1","O",,"GDP","KC1196207250",1,0,"1962A0096","SWAP",,
"1962A0085","cimog101",1962,"KC1","O",,"BB","KC1196207190",1,0,"1962A0093","SWAP",,
"1962A0086","cimog101",1962,"KC1","O",,"CS","LAA196204180",1,0,,,,
"1962A0087","cimog101",1962,"KC1","O",,"CS","KC1196209180",1,0,,,,
"1962A0089","delgb101",1962,"KC1","O",,"GDP","LAA196209130",1,0,"1962A0098","SWAP",,
"1962A0090","howsd101",1962,"KC1","O",,"CS","BOS196205220",1,0,,,,
"1962A0091","jimem101",1962,"KC1","O",,"GDP","MIN196206060",1,2,,,,
"1962A0092","johnd103",1962,"KC1","O",,"SO","MIN196208240",1,0,,,,
"1962A0093","lumpj101",1962,"KC1","O",,"BB","KC1196207190",0,1,"1962A0085","SWAP",,
"1962A0095","lumpj101",1962,"KC1","O",,"GDP","KC1196207140",0,1,,,,
"1962A0096","lumpj101",1962,"KC1","O",,"GDP","KC1196207250",0,1,"1962A0084","SWAP",,
"1962A0097","penao101",1962,"KC1","O",,"GDP","KC1196208290",0,1,,,,
"1962A0098","pfisd101",1962,"KC1","O",,"GDP","LAA196209130",0,1,"1962A0089","SWAP",,
"1962A0099","rakoe101",1962,"KC1","O",,"SO","LAA196206102",1,2,,,,
"1962A0100","siebn101",1962,"KC1","O",,"SO","KC1196207190",0,1,"1962A0103","SWAP",,
"1962A0101","siebn101",1962,"KC1","O",,"GDP","KC1196207130",0,1,,,,
"1962A0102","sullh101",1962,"KC1","O",,"SO","CHA196206220",1,0,,,,
"1962A0103","tartj101",1962,"KC1","O",,"SO","KC1196207190",1,0,"1962A0100","SWAP",,
"1962A0104","tartj101",1962,"KC1","O",,"CS","WS2196206280",1,0,,,,
"1962A0105","tartj101",1962,"KC1","O",,"CS","LAA196209130",1,0,,,,
"1962A0106","tartj101",1962,"KC1","O",,"CS","KC1196207180",1,0,,,,
"1962A0107","walkj104",1962,"KC1","O",,"SF","KC1196207130",0,1,"1962A0235",,,
"1962A0108","wickd101",1962,"KC1","O",,"RBI","BOS196205220",1,0,,,,
"1962A0109","avere102",1962,"LAA","O",,"RBI","WS2196207041",1,0,,,,
"1962A0110","avere102",1962,"LAA","O",,"BB","LAA196206080",2,1,"1962A0151","SWAP",,
"1962A0111","avere102",1962,"LAA","O",,"SO","LAA196207241",1,0,,,,
"1962A0112","bilks101",1962,"LAA","O",,"BB","BAL196205170",1,0,,,,
"1962A0113","bilks101",1962,"LAA","O",,"SO","DET196204270",0,1,,,,
"1962A0114","bilks101",1962,"LAA","O",,"SO","BOS196205180",2,0,,,,
"1962A0115","bilks101",1962,"LAA","O",,"GDP","DET196204270",1,0,,,,
"1962A0116","bowst101",1962,"LAA","O",,"SO","MIN196206242",1,0,,,,
"1962A0117","chand102",1962,"LAA","O",,"GDP","CHA196206171",0,1,"1962A0130","SWAP",,
"1962A0118","consb101",1962,"LAA","O",,"BB","LAA196205120",0,1,"1962A0153","SWAP",,
"1962A0119","consb101",1962,"LAA","O",,"GDP","LAA196205120",0,1,,"SWAP",,
"1962A0120","fowla101",1962,"LAA","O",,"BB","DET196207292",1,0,,,,
"1962A0121","huntk102",1962,"LAA","O",,"SO","CLE196209292",1,2,"1962A0136","SWAP",,
"1962A0122","koppj101",1962,"LAA","O",,"GDP","LAA196205120",1,0,"1962A0126","SWAP",,
"1962A0123","koppj101",1962,"LAA","O",,"GDP","LAA196207170",1,0,,,,
"1962A0124","lee-d102",1962,"LAA","O",,"AB","LAA196208172",2,3,"1962A0137","SWAP",,
"1962A0125","mcbrk101",1962,"LAA","O",,"SB","LAA196207170",1,0,,,,
"1962A0126","morab101",1962,"LAA","O",,"GDP","LAA196205120",1,0,"1962A0122","SWAP",,
"1962A0128","peara102",1962,"LAA","O",,"CS","LAA196204220",1,0,,,,
"1962A0129","peara102",1962,"LAA","O",,"CS","BAL196205170",1,0,,,,
"1962A0130","peara102",1962,"LAA","O",,"GDP","CHA196206171",1,0,"1962A0117","SWAP",,
"1962A0131","rodgb102",1962,"LAA","O",,"BB",,44,45,,"ADD",,
"1962A0132","rodgb102",1962,"LAA","O",,"SO","LAA196204240",0,1,,,,
"1962A0133","rodgb102",1962,"LAA","O",,"GDP","LAA196204240",1,0,,,,
"1962A0134","rodgb102",1962,"LAA","O",,"GDP","LAA196206020",1,0,,,,
"1962A0135","simpd102",1962,"LAA","O",,"BB","CLE196209292",1,0,,,,
"1962A0136","simpd102",1962,"LAA","O",,"SO","CLE196209292",2,1,"1962A0121","SWAP",,
"1962A0137","sprij102",1962,"LAA","O",,"AB","LAA196208172",1,0,"1962A0124","SWAP",,
"1962A0138","thomg102",1962,"LAA","O",,"GDP","LAA196209150",0,1,,,,
"1962A0139","thoml103",1962,"LAA","O",,"GDP","LAA196206102",0,1,,,,
"1962A0140","torrf101",1962,"LAA","O",,"SO",,69,73,,"ADD",,
"1962A0141","torrf101",1962,"LAA","O",,"SO","BAL196205150",1,0,,,,
"1962A0142","torrf101",1962,"LAA","O",,"GDP","LAA196205120",1,0,,,,
"1962A0143","torrf101",1962,"LAA","O",,"GDP","BAL196205150",0,1,,,,
"1962A0144","torrf101",1962,"LAA","O",,"GDP","LAA196206101",0,1,,,,
"1962A0145","torrf101",1962,"LAA","O",,"GDP","LAA196207070",1,0,,,,
"1962A0146","torrf101",1962,"LAA","O",,"GDP","LAA196207130",0,1,,,,
"1962A0147","wagnl101",1962,"LAA","O",,"RBI","BOS196205180",0,1,,,,
"1962A0148","wagnl101",1962,"LAA","O",,"BB",,49,50,,"ADD",,
"1962A0149","wagnl101",1962,"LAA","O",,"CS","LAA196207140",1,0,,,,
"1962A0150","wagnl101",1962,"LAA","O",,"CS","LAA196208130",1,0,,,,
"1962A0151","windg101",1962,"LAA","O",,"BB","LAA196206080",0,1,"1962A0110","SWAP",,
"1962A0152","windg101",1962,"LAA","O",,"BB","LAA196206101",0,1,,,,
"1962A0153","yoste101",1962,"LAA","O",,"BB","LAA196205120",1,0,"1962A0118","SWAP",,
"1962A0154","alleb105",1962,"MIN","O",,"SO","BAL196204250",0,1,"1962A0164","SWAP",,
"1962A0155","alleb105",1962,"MIN","O",,"CS","BOS196208310",1,0,,,,
"1962A0156","allib103",1962,"MIN","O",,"GDP","BOS196209010",1,0,,,,
"1962A0157","allib103",1962,"MIN","O",,"GDP","LAA196208120",1,0,,,,
"1962A0158","allib103",1962,"MIN","O",,"GDP","LAA196208100",1,0,"1962A0160","SWAP",,
"1962A0159","batte101",1962,"MIN","O",,"2B","CHA196206210",0,1,,,,
"1962A0160","batte101",1962,"MIN","O",,"GDP","LAA196208100",0,1,"1962A0158","SWAP",,
"1962A0161","powev101",1962,"MIN","O",,"CS","MIN196206030",1,0,,,,
"1962A0162","rollr101",1962,"MIN","O",,"CS","MIN196208200",1,0,,,,
"1962A0163","rollr101",1962,"MIN","O",,"CS","LAA196204210",1,0,,,,
"1962A0164","snydj103",1962,"MIN","O",,"SO","BAL196204250",1,0,"1962A0154","SWAP",,
"1962A0165","boyec102",1962,"NYA","O",,"RBI","KC1196207160",1,0,"1962A0171","SWAP",,
"1962A0166","kubet101",1962,"NYA","O",,"SO",,16,17,,"ADD",,
"1962A0167","kubet101",1962,"NYA","O",,"GDP","NYA196209010",1,0,,,,
"1962A0168","longd101",1962,"NYA","O",,"BB",,17,18,"1962A0204","ADD",,
"1962A0169","longd101",1962,"NYA","O",,"SO","WS2196208012",1,0,"1962A0334",,,
"1962A0170","longd101",1962,"NYA","O",,"GDP","BAL196208251",1,0,,,,
"1962A0171","lopeh101",1962,"NYA","O",,"RBI","KC1196207160",0,1,"1962A0165","SWAP",,
"1962A0172","lopeh101",1962,"NYA","O",,"BB","MIN196208160",1,0,,,,
"1962A0173","marir101",1962,"NYA","O",,"SO","MIN196205302",1,0,"1962A0177","SWAP",,
"1962A0174","richb102",1962,"NYA","O",,"RBI","KC1196207152",0,1,,,,
"1962A0175","richb102",1962,"NYA","O",,"SO","WS2196207310",1,0,"1962A0179","SWAP",,
"1962A0176","richb102",1962,"NYA","O",,"GDP","NYA196209031",0,1,,,,
"1962A0177","shelr101",1962,"NYA","O",,"SO","MIN196205302",0,1,"1962A0173","SWAP",,
"1962A0178","skowb101",1962,"NYA","O",,"SO","BOS196207190",2,0,,,,
"1962A0179","skowb101",1962,"NYA","O",,"SO","WS2196207310",1,2,"1962A0175","SWAP",,
"1962A0180","skowb101",1962,"NYA","O",,"SO","NYA196208081",1,0,"1962A0183","SWAP",,
"1962A0181","skowb101",1962,"NYA","O",,"SO","WS2196209180",3,2,"1962A0326",,,
"1962A0182","skowb101",1962,"NYA","O",,"GDP","BOS196207180",1,0,,,,
"1962A0183","stafb101",1962,"NYA","O",,"SO","NYA196208081",0,1,"1962A0180","SWAP",,
"1962A0184","terrr101",1962,"NYA","O",,"SO","NYA196206060",2,3,"1962A0187","SWAP",,
"1962A0185","terrr101",1962,"NYA","O",,"SO","NYA196205271",0,1,,,,
"1962A0186","terrr101",1962,"NYA","O",,"GDP","NYA196206101",1,0,,,,
"1962A0187","trest101",1962,"NYA","O",,"SO","NYA196206060",1,0,"1962A0184","SWAP",,
"1962A0188","trest101",1962,"NYA","O",,"SO","NYA196205230",1,0,,,,
"1962A0189","trest101",1962,"NYA","O",,"GDP","NYA196209031",1,0,,,,
"1962A0190","brigh101",1962,"WS2","O",,"GDP","WS2196207272",0,1,,,,
"1962A0191","brine101",1962,"WS2","O",,"SO","LAA196208180",0,1,"1962A0208","SWAP",,
"1962A0192","cottc101",1962,"WS2","O",,"CS","KC1196207080",1,0,,,,
"1962A0193","cottc101",1962,"WS2","O",,"CS","WS2196207272",1,0,,,,
"1962A0194","hamlk101",1962,"WS2","O",,"BB","CLE196208132",1,2,,,,
"1962A0195","hickj101",1962,"WS2","O",,"CS","KC1196205310",1,0,,,,
"1962A0196","hintc101",1962,"WS2","O",,"GDP","WS2196208280",1,0,,,,
"1962A0197","hobae101",1962,"WS2","O",,"SO","WS2196207310",1,0,"1962A0210","SWAP",,
"1962A0198","kingj101",1962,"WS2","O",,"R","CHA196209092",1,0,"1962A0209","SWAP",,
"1962A0199","kingj101",1962,"WS2","O",,"CS","KC1196207060",1,0,,,,
"1962A0200","kingj101",1962,"WS2","O",,"CS","WS2196208082",1,0,,,,
"1962A0201","lockd101",1962,"WS2","O",,"SO","LAA196208190",0,1,,,,
"1962A0202","lockd101",1962,"WS2","O",,"SO","WS2196208311",2,0,,,,
"1962A0203","lockd101",1962,"WS2","O",,"GDP","WS2196207271",1,0,,,,
"1962A0204","longd101",1962,"WS2","O",,"BB",,19,18,"1962A0168","ADD",,
"1962A0205","rudod103",1962,"WS2","O",,"BB","DET196206210",1,0,,,,
"1962A0206","schmb101",1962,"WS2","O",,"BB","WS2196205260",0,1,,,,
"1962A0208","schmb101",1962,"WS2","O",,"SO","LAA196208180",1,0,"1962A0191","SWAP",,
"1962A0209","zipfb101",1962,"WS2","O",,"R","CHA196209092",0,1,"1962A0198","SWAP",,
"1962A0210","zipfb101",1962,"WS2","O",,"SO","WS2196207310",0,1,"1962A0197","SWAP",,
"1962A0211","zipfb101",1962,"WS2","O",,"SO","WS2196208100",0,1,,,,
"1962A0212","zipfb101",1962,"WS2","O",,"CS","WS2196206260",0,1,,,,
"1962A0214","barbs102",1962,"BAL","P",,"IBB","KC1196209151",0,1,"1962A0222","SWAP",,
"1962A0215","barbs102",1962,"BAL","P",,"ER","KC1196204280",1,2,,,,
"1962A0218","luebd101",1962,"BAL","P",,"WP","BAL196208220",1,0,,,,
"1962A0222","wilhh101",1962,"BAL","P",,"IBB","KC1196209151",1,0,"1962A0214","SWAP",,
"1962A0224","ciscg101",1962,"BOS","P",,"HBP","KC1196206010",0,1,"1962A0242","SWAP",,
"1962A0225","ciscg101",1962,"BOS","P",,"WP","BAL196204152",0,1,,,,
"1962A0228","conlg101",1962,"BOS","P",,"WP","BOS196205260",0,1,,,,
"1962A0229","conlg101",1962,"BOS","P",,"SH","BOS196209020",1,0,,,,
"1962A0231","earla101",1962,"BOS","P",,"SH","KC1196207140",0,1,"1962A0246","SWAP",,
"1962A0235","monbb101",1962,"BOS","P",,"SF","KC1196207130",0,1,"1962A0107",,,
"1962A0239","radad101",1962,"BOS","P",,"WP","KC1196206020",0,1,,,,
"1962A0240","radad101",1962,"BOS","P",,"SH","KC1196206020",0,1,,,,
"1962A0242","schwd101",1962,"BOS","P",,"HBP","KC1196206010",2,1,"1962A0224","SWAP",,
"1962A0243","schwd101",1962,"BOS","P",,"WP","BAL196204151",1,2,,,,
"1962A0244","schwd101",1962,"BOS","P",,"WP","BOS196204210",0,1,,,,
"1962A0246","wilse102",1962,"BOS","P",,"SH","KC1196207140",1,0,"1962A0231","SWAP",,
"1962A0248","baumf102",1962,"CHA","P",,"SH","LAA196208260",0,1,"1962A0258","SWAP",,
"1962A0249","baumf102",1962,"CHA","P",,"SF","CHA196204221",1,0,"1962A0252","SWAP",,
"1962A0251","fishe102",1962,"CHA","P",,"SH","CHA196206210",0,1,,,,
"1962A0252","herbr101",1962,"CHA","P",,"SF","CHA196204221",0,1,"1962A0249","SWAP",,
"1962A0253","horlj101",1962,"CHA","P",,"SO","BOS196205062",4,3,,,,
"1962A0256","pizaj101",1962,"CHA","P",,"SF","CHA196206190",0,1,"1962A0261","SWAP",,
"1962A0258","stond102",1962,"CHA","P",,"SH","LAA196208260",1,0,"1962A0248","SWAP",,
"1962A0259","wynne101",1962,"CHA","P",,"SO","CHA196209230",6,5,,,,
"1962A0261","zannd101",1962,"CHA","P",,"SF","CHA196206190",1,0,"1962A0256","SWAP",,
"1962A0265","gomer101",1962,"CLE","P",,"SH","CLE196207292",1,0,,,,
"1962A0271","koplh101",1962,"DET","P",,"WP","WS2196208090",0,1,,,,
"1962A0272","mossd101",1962,"DET","P",,"SO","BAL196209031",4,5,,,,
"1962A0278","joneg101",1962,"KC1","P",,"SO","KC1196207122",3,2,,,,
"1962A0281","mcded101",1962,"KC1","P",,"WP","KC1196207250",0,2,,,,
"1962A0283","pfisd101",1962,"KC1","P",,"SO","BOS196209032",4,3,,,,
"1962A0610","rakoe101",1962,"KC1","P",,"SO","KC1196207170",4,3,,,,
"1962A0289","walkj104",1962,"KC1","P",,"IBB","KC1196207130",0,1,"1962A0293","SWAP",,
"1962A0290","wickd101",1962,"KC1","P",,"SO","DET196204260",2,3,,,,
"1962A0293","wyatj102",1962,"KC1","P",,"IBB","KC1196207130",1,0,,,,
"1962A0297","bowst101",1962,"LAA","P",,"SH","LAA196205090",0,1,"1962A0302","SWAP",,
"1962A0298","bowst101",1962,"LAA","P",,"SH","LAA196207120",0,1,"1962A0300","SWAP",,
"1962A0300","chand102",1962,"LAA","P",,"SH","LAA196207120",1,0,"1962A0298","SWAP",,
"1962A0302","durer101",1962,"LAA","P",,"SH","LAA196205090",1,0,"1962A0297","SWAP",,
"1962A0306","mcbrk101",1962,"LAA","P",,"WP","LAA196207130",1,0,,,,
"1962A0310","arrig101",1962,"MIN","P",,"ER","MIN196209110",3,2,"1962A0314","SWAP",10.18,,
"1962A0311","kralj101",1962,"MIN","P",,"HR","MIN196207250",1,0,"1962A0313","SWAP",,,"Y"
"1962A0312","marag101",1962,"MIN","P",,"R","KC1196208090",1,2,"1962A0317","10.18",,
"1962A0313","marag101",1962,"MIN","P",,"HR","MIN196207250",0,1,"1962A0311","SWAP",,,"Y"
"1962A0314","moorr101",1962,"MIN","P",,"ER","MIN196209110",1,2,,"SWAP",10.18,,
"1962A0315","sadot101",1962,"MIN","P",,"IP",,33.0,34.0,,"ADD",,
"1962A0316","stanl101",1962,"MIN","P",,"SO","BOS196207042",1,0,"1962A0024",,,
"1962A0317","stanl101",1962,"MIN","P",,"R","KC1196208090",7,6,"1962A0318","10.18",,
"1962A0318","stanl101",1962,"MIN","P",,"ER","KC1196208090",7,6,"1962A0312","10.18",,
"1962A0319","stanl101",1962,"MIN","P",,"ER","MIN196208150",1,2,,,,
