id1,relation,id2
riplw101,Father,ripla101
rivem002,Cousin,river002
roacm102,Brother,roacj101
robec002,Brother,robed002
robib102,Brother,robid102
robib103,Brother-in-Law,stras101
robif101,Brother,robiw101
robin102,Brother,robif104
robst101,Uncle,mousm001
rodnf001,Cousin,figaa001
rodra001,Uncle,dunaj001
rodri001,Father,rodrd001
roeng001,Brother,roenr001
roeng001,Father,roenj001
roenj001,Brother-in-Law,desmi001
roenr001,Uncle,roenj001
roeto101,Brother,roetw101
rogem901,Brother,rogef101
roget001,Brother,roget002
romaj001,Cousin,cruzn001
romia001,Brother,romia002
romik001,Father,romia001
romik001,Father,romia002
romoe101,Brother,romov101
roofg101,Brother,roofp101
rookg101,Grandfather,possl101
roseh101,Brother,rosel102
rosep001,Father,rosep002
rosst001,Brother,rossj002
rothf101,Brother,rothb102
rowaa001,Cousin,shiej002
rowed102,Brother,rowej101
roysj001,Cousin,vaugg001
ruckn101,Uncle,ruckj101
ruffb001,Father,ruffc001
runge901,Father,rungp901
runge901,Grandfather,rungb901
rungp001,Half Brother,ausaj001
rungp901,Father,rungb901
russa101,Brother,russl101
russj001,Father,russj003
ryalm001,Father,ryalr001
ryanr002,Brother,ryanr003
sadob102,Brother,sadot101
sadob102,Uncle,sadoj101
sadoe101,Brother,sadob102
sadoe101,Brother,sadot101
sadoe101,Uncle,sadoj101
sadot101,Uncle,sadoj101
salkb101,Grandfather,salkr001
sandb101,Uncle,browf102
sandr001,Uncle,sandj001
sardd001,Brother,sardb001
sauee101,Brother,saueh101
savir101,Father,savid101
sax-d001,Brother,sax-s001
say-j101,Brother,say-l101
sborj001,Brother,sborj002
scalg101,Father,scalj103
scanf101,Brother,scand101
schaa103,Brother,schag102
schab101,Brother,schaw101
schmb102,Brother,schmw102
schod001,Uncle,wertj001
schod101,Father,schod001
schod101,Grandfather,wertj001
schuh104,Brother,schul101
schuj101,Father,schuj103
seagk001,Brother,seagc001
searz901,Father,seark101
segrj101,Brother,segrs101
segud101,Father,segud001
sellj001,Father,sellj002
sewej101,Brother,sewet101
sewel101,Brother,sewej101
sewel101,Brother,sewet101
shafo101,Brother,shaft101
shanb102,Brother,shanb101
shanj102,Brother,shanr101
shawj001,Father,shawt001
sheea001,Cousin,sheeb001
sheee101,Father,sheeb101
sheel001,Father,sheeg001
shefj001,Brother,shefj002
shelf101,Uncle,shelj101
shelj001,Uncle,harrj002
sherl101,Brother,shern102
sherm101,Brother,sherv101
shumt001,Uncle,bettm001
siebd102,Father,siebp101
silvl101,Father-in-Law,berra001
sisld102,Brother,sisld101
sislg101,Father,sisld101
sislg101,Father,sisld102
skinb101,Father,skinj001
smalr101,Father,smalr001
smitd003,Father,smitd007
smitg101,Brother,smitq101
smith106,Uncle,flant001
snitb801,Father,snitt801
snydb001,Cousin,younm005
snydb001,Father,snydb003
snydb003,Cousin,younm005
sodes001,Father,sodet001
solad001,Brother,solaj002
soria001,Cousin,sorig001
sosaj101,Cousin,aloum001
sosaj101,Related To,rojam001
soutb102,Cousin,soutb101
sowdj101,Brother,sowdb101
sowdj101,Brother,sowdl101
sowdl101,Brother,sowdb101
sparj801,Father,sparg801
speac101,Brother,speac102
speac101,Brother,speac103
speac101,Brother,speah101
speac101,Father,speaf101
speac102,Brother,speac103
speac102,Brother,speah101
speac102,Uncle,speaf101
speac103,Uncle,speaf101
speah101,Brother,speac103
speah101,Uncle,speaf101
speat101,Uncle,jeant101
speaw101,Brother,speac101
speaw101,Brother,speac102
speaw101,Brother,speac103
speaw101,Brother,speah101
speaw101,Uncle,speaf101
speic001,Father,speij001
spenb101,Grandfather,spenj101
spieb001,Uncle,spiec001
spiee101,Father,spies001
spilh001,Cousin,walkg001
sprae101,Father,sprae001
stafg101,Brother,stafj101
stanb102,Half Brother,stanj103
stanp001,Brother,stans001
stasm001,Brother,stasb001
stcle101,Father,stclr001
stend101,Father,stenm001
stepf101,Brother,stepj105
stepj101,Father,stepj103
stilr101,Father,stilk001
stong102,Cousin,upshc101
stotm101,Father,stotm001
stotm101,Father,stott001
stott001,Brother,stotm001
stovg101,Brother,stovj101
suara001,Brother,suarr002
sukec101,Uncle,osgoc101
sullb102,Father,sullb103
sullh101,Father,sullm001
sullm102,Brother-in-Law,stafg101
sullm102,Brother-in-Law,stafj101
sulsb001,Brother,sulsc001
surhb001,Uncle,morab001
surhb001,Uncle,morac001
surhr001,Brother,surhb001
surhr001,Uncle,morab001
surhr001,Uncle,morac001
suscg102,Father,suscg101
suthd102,Brother,suthg101
swiss101,Father,swisn001
sykem101,Brother,syked101
tannc101,Father,tannb001
tannj101,Brother,tannl101
taplj101,Brother,taplt101
tarat001,Cousin,rollj001
tartj101,Father,tartd001
tatif001,Father,tatif002
taylb106,Uncle,taylh102
taylb108,Brother,taylc104
taylb108,Brother,taylj104
taylb108,Brother,taylj105
taylc104,Brother,taylj104
taylc104,Brother,taylj105
taylj104,Brother,taylj105
tebeg101,Brother,tebep101
tehej001,Cousin,maris001
thieh101,Brother,thiej102
thobj001,Brother,thobt001
thomd105,Brother,thomw103
thomr101,Brother,thomb101
thomt104,Brother,thomh101
throm101,Brother,throf101
tianl102,Father,tianl101
tobij103,Brother,tobit101
tollw001,Father,tolls001
torrf102,Brother,torrj101
torrp101,Father,torrs002
torrr102,Father,torrg101
trafj101,Brother,trafb101
treaf101,Brother,treap101
tresm101,Father,trest101
treva001,Brother,trevb101
trosh101,Father,trosh102
troud101,Father,trous001
tuckk001,Brother,tuckp001
turab001,Father,turab002
twomb101,Brother,twomg101
tylef101,Brother,tylel101
tyroj101,Brother,tyrow101
undep101,Brother,undet001
unsea101,Father,unsed101
uptob001,Brother,uptoj001
uptot101,Brother,uptob101
urial001,Brother,uriar001
uribj001,Uncle,uribj002
valac001,Brother,valap001
valej003,Brother,valej004
valej003,Father,valej006
valej004,Uncle,valej006
vancc101,Brother,vancj101
vansa001,Father,vanss001
varlg001,Brother,varll001
varsg001,Father,varsd001
vaugg001,Cousin,vaugm001
vaugh101,Uncle,vaugr101
venam001,Father,venaw001
victs001,Cousin,texek001
virgo101,Father,virgo001
wadeb101,Brother,wadej101
wagnb001,Father,wagnw001
wagnb103,Brother,wagnh101
wakeh101,Father,waked101
walkd101,Brother,walkh102
walkd102,Father,walkd101
walkd102,Father,walkh102
walke101,Brother,walkd102
walke101,Uncle,walkd101
walke101,Uncle,walkh102
walkf101,Brother,walkw101
walkg101,Brother,walkh101
walkj102,Cousin,walkj101
walkt103,Father,walkn001
walkt103,Father-in-Law,kelld001
walkv801,Brother,walkr101
wallt001,Father,wallc001
walse101,Father,walse102
wanel101,Brother,wanep101
wardg001,Father,wardd002
wathj001,Father,wathd001
watkg102,Brother,watkm101
watta101,Brother,wattf101
weafh901,Brother,weafk101
weatd001,Father,weatr001
weavj002,Brother,weavj003
webbh101,Father,webbr001
weekr001,Brother,weekj001
welkt901,Brother,welkb901
wellw101,Father,wellw102
wendh901,Father,wendh902
wertd101,Step Father,wertj001
westj101,Brother,westw102
weyhg101,Brother,weyhj101
wheam101,Brother,wheaz101
wheer001,Brother,wheej001
whita102,Brother,whitf102
whitd102,Brother,whitw103
white101,Uncle,whitj103
white104,Cousin,whitd102
white104,Cousin,whitw103
whitj104,Father,whitm103
willd104,Father,willr801
willg103,Brother,willh103
willj107,Father,willb801
willm102,Father,willb101
willw103,Grandfather,willm007
willw103,Great Uncle,willm007
wilse104,Brother,wilsd103
wilsj002,Father,wilsj006
wilsm001,Uncle and Step Father,wilsp002
wilth102,Brother,wilts101
wineb101,Father,winer001
winga101,Brother,wingi101
wiseh101,Father,wisec101
wittb001,Father,wittb002
wittb001,Father-in-Law,nealz001
wittb001,Father-in-Law,russj003
wittb001,Father-in-Law,thomc003
wittb002,Brother-in-Law,nealz001
wittb002,Brother-in-Law,russj003
wittb002,Brother-in-Law,thomc003
wolfj901,Brother,wolfr001
wongk001,Brother,wongk002
woodf101,Brother,woodp101
woodj108,Father,woodj104
worrt001,Brother,worrt002
wrigc102,Father,wrigj002
wrigg101,Brother,wrigh101
wrigg101,Brother,wrigs101
wrigs101,Brother,wrigh101
yastc101,Grandfather,yastm001
yatet001,Brother,yatek001
yingj101,Brother,yingc101
yochl101,Brother,yochr101
yound001,Brother,yound003
yound104,Father,yound105
youne001,Father,youne003
younl101,Brother,younr001
younm101,Brother,yount101
zaucn101,Grandfather,smitc007
zimmd101,Father,zimmt801
zimmj001,Brother,zimmj002
zimmk001,Brother,zimmb001
