ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,X,Notes,Accepted
1907N0007,alpew101,1907,BRO,D,SS,G,,14,12,,,,Sheets show 14 G at SS,
1907N0011,batce101,1907,BRO,O,,G,CHN190708010,1,0,1907N0019,,,,
1907N0013,batce101,1907,BRO,O,,G,PIT190708130,1,0,1907N0021,,,,
1907N0015,batce101,1907,BRO,O,,AB,NY1190705310,4,3,,,,,
1907N0016,batce101,1907,BRO,O,,AB,BRO190708160,1,0,1907N0068,,,,
1907N0018,batce101,1907,BRO,O,,SH,BSN190705282,1,0,,,,,
1907N0019,batce101,1907,BRO,D,OF,G,CHN190708010,1,0,1907N0011,,,,
1907N0021,batce101,1907,BRO,D,OF,G,PIT190708130,1,0,1907N0013,,,,
1907N0025,bergb102,1907,BRO,O,,AB,CIN190708111,2,3,,,,,
1907N0029,burca101,1907,BRO,D,OF,G,,35,36,,,,Sheets show 35 G in OF,
1907N0030,burca101,1907,BRO,D,OF,LFG,,25,27,,,,Games by outfield position not kept officially,
1907N0031,burca101,1907,BRO,D,OF,RFG,,6,5,,,,Games by outfield position not kept officially,
1907N0035,henlw101,1907,BRO,O,,AB,SLN190706190,2,1,,,,,
1907N0037,hummj101,1907,BRO,O,,AB,,340,342,,,,Sheets show 340 AB,
1907N0041,hummj101,1907,BRO,D,2B,G,,45,44,,,,Sheets show 45 G at 2B,
1907N0046,hummj101,1907,BRO,D,OF,G,BRO190709141,1,0,,,,,
1907N0047,hummj101,1907,BRO,D,OF,G,BSN190710040,1,0,,,,,
1907N0049,hummj101,1907,BRO,D,OF,LFG,,23,22,,,,Games by outfield position not kept officially,
1907N0050,jordt101,1907,BRO,O,,AB,SLN190709240,2,3,,,,,
1907N0053,lewip101,1907,BRO,O,,AB,BSN190705301,3,2,,,,,
1907N0060,batce101,1907,BRO,O,,AB,BRO190709130,2,3,,,,,
1907N0062,mccaj105,1907,BRO,O,,AB,BRO190705080,4,5,,PAA,,,
1907N0065,mclae101,1907,BRO,D,OF,LFG,,1,0,,,,Games by outfield position not kept officially,
1907N0066,mclae101,1907,BRO,D,OF,RFG,,0,1,,,,Games by outfield position not kept officially,
1907N0068,rittl101,1907,BRO,O,,AB,BRO190708160,2,3,1907N0016,,,,
1907N0070,rittl101,1907,BRO,O,,SH,BSN190710040,1,0,,,,,
1907N0071,rittl101,1907,BRO,D,C,G,BRO190708171,1,0,,,,,
1907N0078,batej101,1907,BSN,O,,G,,125,126,,,,Sheets show 125 G,
1907N0079,batej101,1907,BSN,O,,AB,BSN190704230,5,4,,,,,
1907N0080,batej101,1907,BSN,O,,AB,BSN190705130,6,5,,,,,
1907N0081,batej101,1907,BSN,O,,AB,BSN190705150,4,5,,,,,
1907N0082,batej101,1907,BSN,O,,AB,BSN190708210,3,2,,,,,
1907N0084,batej101,1907,BSN,O,,SH,BSN190705180,1,0,,,,,
1907N0085,batej101,1907,BSN,D,OF,G,BSN190708200,0,1,,,,,
1907N0087,beaug101,1907,BSN,O,,H,BSN190707060,1,2,,OPP,,,
1907N0089,beaug101,1907,BSN,O,,SH,BSN190705180,1,0,,,,,
1907N0090,beaug101,1907,BSN,O,,SH,BSN190707160,1,0,,,,,
1907N0092,braid101,1907,BSN,O,,AB,BSN190709180,4,5,,,,,
1907N0095,brida101,1907,BSN,O,,AB,BSN190708130,5,4,,,,,
1907N0096,brida101,1907,BSN,O,,AB,BSN190708311,6,5,,,,,
1907N0097,brida101,1907,BSN,O,,AB,BSN190709141,4,3,,,,,
1907N0099,brows103,1907,BSN,O,,G,,69,70,,,,Sheets show 69 G,
1907N0101,brows103,1907,BSN,O,,SH,BSN190708311,1,0,,,,,
1907N0103,brows103,1907,BSN,D,C,G,,62,63,,,,Sheets show 62 G at C,
1907N0106,burkf101,1907,BSN,O,,G,BSN190705210,1,0,1907N0108,,,,
1907N0108,burkf101,1907,BSN,D,OF,G,BSN190705210,1,0,1907N0106,,,,
1907N0109,burkf101,1907,BSN,D,OF,CFG,,2,4,,,,Games by outfield position not kept officially,
1907N0110,burkf101,1907,BSN,D,OF,RFG,,4,1,,,,Games by outfield position not kept officially,
1907N0112,dorng101,1907,BSN,O,,AB,BSN190705170,0,1,,,,,
1907N0113,flahp101,1907,BSN,O,,AB,BSN190708311,1,0,,,,,
1907N0117,howad102,1907,BSN,O,,G,,51,50,,,,Sheets show 51 G,
1907N0118,howad102,1907,BSN,O,,AB,BSN190705301,3,2,,,,,
1907N0120,howad102,1907,BSN,O,,SH,,6,5,,,,Sheets show 6 SH,
1907N0121,howad102,1907,BSN,D,OF,G,,46,45,,,,Sheets show 46 G in OF,
1907N0122,howad102,1907,BSN,D,OF,LFG,,46,45,,,,Games by outfield position not kept officially,
1907N0124,lindv101,1907,BSN,O,,AB,BSN190708230,1,0,,,,,
1907N0125,lindv101,1907,BSN,O,,R,BSN190705100,0,1,,OPP,,,
1907N0129,needt101,1907,BSN,O,,SH,BSN190709131,1,0,,,,,
1907N0131,needt101,1907,BSN,D,C,G,BSN190708311,1,0,,,,,
1907N0132,needt101,1907,BSN,D,C,ERR,BSN190709142,1,2,,,,,
1907N0136,randn101,1907,BSN,D,OF,CFG,,2,3,,,,Games by outfield position not kept officially,
1907N0137,randn101,1907,BSN,D,OF,RFG,,13,12,,,,Games by outfield position not kept officially,
1907N0139,ritcc101,1907,BSN,O,,SH,PHI190706031,1,0,,,,,
1907N0142,sweeb102,1907,BSN,O,,G,,57,58,,,,Sheets show 57 G,
1907N0144,sweeb102,1907,BSN,O,,AB,BSN190708210,4,3,,,,,
1907N0145,sweeb102,1907,BSN,O,,AB,BSN190708270,1,0,,,,,
1907N0149,sweeb102,1907,BSN,D,SS,G,BSN190708210,1,0,,,,,
1907N0152,sweeb102,1907,BSN,D,OF,LFG,,8,9,,,,Games by outfield position not kept officially,
1907N0153,sweeb102,1907,BSN,D,OF,RFG,,2,1,,,,Games by outfield position not kept officially,
1907N0154,tennf102,1907,BSN,O,,AB,BSN190705130,6,5,,,,,
1907N0155,tennf102,1907,BSN,O,,AB,BSN190705282,4,3,,,,,
1907N0159,browm102,1907,CHN,O,,G,BRO190705111,1,0,,,,,
1907N0160,chanf101,1907,CHN,O,,AB,BRO190707061,5,4,,,,,
1907N0161,chanf101,1907,CHN,O,,R,,60,58,,,,Sheets show 60 R,
1907N0164,everj102,1907,CHN,O,,AB,CHN190706080,3,4,,,,,
1907N0165,everj102,1907,CHN,O,,R,BSN190705200,1,0,,OPP,,,
1907N0168,hofms101,1907,CHN,O,,AB,BSN190708220,5,4,,,,,
1907N0170,hofms101,1907,CHN,D,1B,G,,19,18,,,,Sheets show 19 G at 1B,
1907N0175,hofms101,1907,CHN,D,OF,LFG,,11,12,,,,Games by outfield position not kept officially,
1907N0176,hofms101,1907,CHN,D,OF,CFG,,24,23,,,,Games by outfield position not kept officially,
1907N0177,hofms101,1907,CHN,D,OF,RFG,,34,35,,,,Games by outfield position not kept officially,
1907N0180,howad102,1907,CHN,D,OF,G,,9,8,,,,Sheets show 9 G in OF,
1907N0182,klinj101,1907,CHN,O,,G,,105,104,,,,Sheets show 105 G,
1907N0184,klinj101,1907,CHN,D,C,G,CHN190707300,1,0,,,,,
1907N0189,pfiej101,1907,CHN,O,,AB,CHN190704220,3,2,,,,,
1907N0190,randn101,1907,CHN,O,,G,,24,22,,,,Sheets show 24 G,
1907N0191,randn101,1907,CHN,D,OF,G,,23,21,,,,Sheets show 23 G in OF,
1907N0197,shecj101,1907,CHN,O,,SH,BSN190705180,1,0,,,,,
1907N0198,shecj101,1907,CHN,D,OF,LFG,,141,142,,,,Games by outfield position not kept officially,
1907N0199,shecj101,1907,CHN,D,OF,RFG,,1,0,,,,Games by outfield position not kept officially,
1907N0201,slagj102,1907,CHN,D,OF,ERR,,11,10,,,,Sheets show 11 ERR in OF,
1907N0203,slagj102,1907,CHN,D,OF,LFG,,5,4,,,,Games by outfield position not kept officially,
1907N0204,slagj102,1907,CHN,D,OF,CFG,,131,132,,,,Games by outfield position not kept officially,
1907N0207,taylj101,1907,CHN,O,,AB,CHN190706302,6,5,,,,,
1907N0209,tinkj101,1907,CHN,O,,SH,CHN190709140,1,0,,,,,
1907N0210,tinkj101,1907,CHN,O,,SH,CHN190710020,1,0,,,,,
1907N0212,coaka101,1907,CIN,O,,AB,BSN190705090,0,1,,,,,
1907N0213,coaka101,1907,CIN,O,,R,PHI190707170,1,0,,OPP,,,
1907N0215,davil101,1907,CIN,O,,AB,CIN190704280,4,3,,,,,
1907N0216,davil101,1907,CIN,O,,R,PHI190705170,1,0,,OPP,,,
1907N0217,davil101,1907,CIN,D,OF,LFG,,1,0,,,,Games by outfield position not kept officially,
1907N0218,davil101,1907,CIN,D,OF,RFG,,0,1,,,,Games by outfield position not kept officially,
1907N0219,ewinb102,1907,CIN,O,,AB,BSN190708280,1,0,,,,,
1907N0220,ewinb102,1907,CIN,O,,SH,NY1190707150,0,1,,,,,
1907N0226,huggm101,1907,CIN,O,,AB,NY1190707130,5,4,,,,,
1907N0228,huggm101,1907,CIN,O,,SH,BSN190708290,0,1,,,,,
1907N0234,kanej103,1907,CIN,D,SS,G,,7,6,,,,Sheets show 7 G at SS,
1907N0236,kanej103,1907,CIN,D,OF,G,BRO190708200,1,0,,,,,
1907N0237,kanej103,1907,CIN,D,OF,G,PHI190708242,1,0,,,,,
1907N0239,kanej103,1907,CIN,D,OF,LFG,,40,38,,,,Games by outfield position not kept officially,
1907N0240,kanej103,1907,CIN,D,OF,RFG,,5,4,,,,Games by outfield position not kept officially,
1907N0241,kruga101,1907,CIN,O,,G,BRO190705220,1,0,,,,,
1907N0242,kruga101,1907,CIN,O,,AB,PHI190707160,4,3,,,,,
1907N0243,kruga101,1907,CIN,O,,AB,BSN190708280,4,3,,,,,
1907N0244,lobeh101,1907,CIN,O,,AB,PHI190705170,5,4,,,,,
1907N0249,masod102,1907,CIN,O,,SH,BSN190705080,1,0,,,,,
1907N0252,mclel101,1907,CIN,O,,AB,,376,374,,,,Sheets show 376 AB,
1907N0253,mclel101,1907,CIN,O,,AB,SLN190705301,6,7,,PAA,,,
1907N0254,mclel101,1907,CIN,O,,AB,BSN190707060,5,4,,,,,
1907N0255,mclel101,1907,CIN,O,,AB,PHI190708242,3,2,,,,,
1907N0256,mclel101,1907,CIN,O,,AB,BSN190708280,5,4,,,,,
1907N0258,mclel101,1907,CIN,D,C,G,,90,89,,,,Sheets show 90 G at C,
1907N0260,mitcm102,1907,CIN,O,,AB,NY1190707120,3,2,,,,,
1907N0261,mitcm102,1907,CIN,O,,AB,BSN190708280,5,4,,,,,
1907N0263,mitcm102,1907,CIN,D,1B,G,NY1190705140,1,0,,,,,
1907N0264,mitcm102,1907,CIN,D,OF,G,,147,146,,,,Sheets show 147 G in OF,
1907N0265,mowrm101,1907,CIN,O,,AB,BSN190708290,2,3,,,,,
1907N0270,odwef101,1907,CIN,D,OF,LFG,,76,77,,,,Games by outfield position not kept officially,
1907N0271,odwef101,1907,CIN,D,OF,RFG,,9,8,,,,Games by outfield position not kept officially,
1907N0274,schla101,1907,CIN,D,C,G,BSN190705090,1,0,,,,,
1907N0276,schla101,1907,CIN,D,OF,LFG,,2,1,,,,Games by outfield position not kept officially,
1907N0277,schla101,1907,CIN,D,OF,RFG,,0,1,,,,Games by outfield position not kept officially,
1907N0279,smitf102,1907,CIN,O,,SH,,0,1,,,,Sheets show 0 SH,
1907N0280,weimj101,1907,CIN,O,,H,BSN190707100,1,0,,OPP,,,
1907N0282,weimj101,1907,CIN,D,P,ERR,BSN190707060,0,1,,,,,
1907N0283,wolth101,1907,CIN,D,OF,LFG,,1,0,,,,Games by outfield position not kept officially,
1907N0284,wolth101,1907,CIN,D,OF,RFG,,3,4,,,,Games by outfield position not kept officially,
1907N0285,amesr101,1907,NY1,O,,AB,NY1190705240,1,0,,,,,
1907N0287,amesr101,1907,NY1,O,,SH,NY1190708210,1,0,,,,,
1907N0288,bowef102,1907,NY1,O,,G,,98,96,,,,Sheets show 96 G,
1907N0289,bowef102,1907,NY1,O,,R,BSN190709180,1,0,,OPP,,,
1907N0291,bowef102,1907,NY1,D,C,G,,65,62,,,,Sheets show 65 G at C,
1907N0292,bowef102,1907,NY1,D,C,G,SLN190707311,1,0,,,,,
1907N0294,bowef102,1907,NY1,D,1B,G,,30,29,,,,Sheets show 30 G at 1B,
1907N0295,bowef102,1907,NY1,D,1B,G,CIN190707282,1,0,,,,,
1907N0297,bresr102,1907,NY1,O,,AB,NY1190707130,3,4,,,,,
1907N0301,browg102,1907,NY1,O,,AB,PHI190710052,3,4,1907N0342,,,,
1907N0305,dahlb102,1907,NY1,O,,AB,BSN190709180,3,4,,,,,
1907N0310,doyll101,1907,NY1,O,,AB,NY1190708261,3,2,,,,,
1907N0313,hannj101,1907,NY1,O,,AB,NY1190707110,3,4,,,,,
1907N0319,mcgij101,1907,NY1,O,,SH,NY1190705250,0,1,,PAA,,,
1907N0322,seymc101,1907,NY1,O,,AB,NY1190708240,2,3,,,,,
1907N0323,shans101,1907,NY1,O,,AB,NY1190705250,2,1,,,,,
1907N0324,shans101,1907,NY1,O,,AB,NY1190708210,4,3,,,,,
1907N0325,shans101,1907,NY1,O,,AB,NY1190709050,4,3,,,,,
1907N0330,shayd101,1907,NY1,D,SS,G,,10,9,,,,Sheets show 10 G at SS,
1907N0331,stras102,1907,NY1,O,,G,,122,123,,,,Sheets show122 G,
1907N0332,stras102,1907,NY1,O,,G,NY1190704110,1,0,1907N0334,,,,
1907N0333,stras102,1907,NY1,O,,AB,,307,306,,,,Sheets show 307 AB,
1907N0334,stras102,1907,NY1,O,,AB,NY1190704110,1,0,1907N0332,,,,
1907N0335,stras102,1907,NY1,O,,AB,NY1190708190,1,0,,,,,
1907N0337,stras102,1907,NY1,D,2B,G,,14,13,,,,Sheets show 14 G at 2B,
1907N0339,stras102,1907,NY1,D,OF,G,,71,70,,,,Sheets show 71 G in OF,
1907N0340,stras102,1907,NY1,D,OF,CFG,,30,28,,,,Games by outfield position not kept officially,
1907N0342,wilth102,1907,NY1,O,,G,PHI190710052,1,0,1907N0343,,,,
1907N0343,wilth102,1907,NY1,O,,AB,PHI190710052,1,0,1907N0301,,,,
1907N0350,coure101,1907,PHI,O,,G,,131,130,,,,Sheets show 131 G,
1907N0353,coure101,1907,PHI,D,1B,G,PHI190708290,1,0,,,,,
1907N0354,coure101,1907,PHI,D,3B,G,,76,75,,,,Sheets show 76 G at 3B,
1907N0356,dooir101,1907,PHI,O,,G,,100,101,,,,Sheets show 100 G,
1907N0357,dooir101,1907,PHI,O,,AB,NY1190709050,3,2,,,,,
1907N0363,grane101,1907,PHI,O,,AB,BRO190706222,3,2,,,,,
1907N0364,grane101,1907,PHI,O,,AB,BSN190709020,4,3,,,,,
1907N0371,knabo101,1907,PHI,O,,AB,PHI190708311,3,4,,,,,
1907N0373,knabo101,1907,PHI,O,,SH,PHI190708260,1,0,,,,,
1907N0375,knabo101,1907,PHI,D,OF,RFG,,4,3,,,,Games by outfield position not kept officially,
1907N0377,mages101,1907,PHI,O,,AB,SLN190706060,3,4,,,,,
1907N0382,osbof102,1907,PHI,D,OF,G,,35,36,,,,Sheets show 35 G in OF,
