ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1935N0001,babij101,1935,BRO,O,,AB,CHN193507231,3,4,1935N0026,,,,
1935N0002,bordf101,1935,BRO,O,,G,BRO193505040,1,0,,,,,
1935N0003,bordf101,1935,BRO,D,OF,LFG,BRO193509242,1,0,,,,No LF in game at end,Y
1935N0004,buchj101,1935,BRO,D,OF,LFG,PHI193508042,0,1,1935N0007,,,,Y
1935N0005,buchj101,1935,BRO,D,OF,LFG,BRO193508142,1,0,1935N0019,DUP,,No LF in game at end,Y
1935N0006,buchj101,1935,BRO,D,OF,LFG,BRO193508181,0,1,1935N0008,DUP,,,Y
1935N0007,buchj101,1935,BRO,D,OF,RFG,PHI193508042,1,0,1935N0018,,,,Y
1935N0008,buchj101,1935,BRO,D,OF,RFG,BRO193508181,1,0,1935N0006,DUP,,,Y
1935N0009,cucct101,1935,BRO,D,2B,G,PHI193508041,1,0,1935N0013,DUP,,,
1935N0010,cucct101,1935,BRO,D,2B,G,PHI193508042,1,0,1935N0012,DUP,,,
1935N0012,cucct101,1935,BRO,D,2B,DP,PHI193508042,1,0,1935N0014,,,,
1935N0013,cucct101,1935,BRO,D,3B,G,PHI193508041,0,1,1935N0009,DUP,,,
1935N0014,cucct101,1935,BRO,D,3B,G,PHI193508042,0,1,1935N0015,DUP,,,
1935N0015,cucct101,1935,BRO,D,3B,DP,PHI193508042,0,1,1935N0010,,,,
1935N0016,freyl101,1935,BRO,D,SS,DP,,73,72,,ADD,,Addition error on page 1 of Official sheet,
1935N0017,koenl101,1935,BRO,D,OF,LFG,CIN193507142,1,0,1935N0020,DUP,,,Y
1935N0018,koenl101,1935,BRO,D,OF,LFG,PHI193508042,1,0,1935N0021,,,,Y
1935N0019,koenl101,1935,BRO,D,OF,LFG,BRO193508142,1,0,1935N0005,DUP,,No LF in game at start,Y
1935N0020,koenl101,1935,BRO,D,OF,CFG,CIN193507142,0,1,1935N0017,DUP,,,Y
1935N0021,koenl101,1935,BRO,D,OF,RFG,PHI193508042,0,1,1935N0004,,,,Y
1935N0022,lesls101,1935,BRO,D,1B,DP,BRO193506232,0,1,,,,,
1935N0023,millb108,1935,BRO,D,OF,CFG,NY1193509212,1,0,,,,No CF in game at end,Y
1935N0024,millb108,1935,BRO,D,OF,CFG,PHI193509231,1,0,,,,No CF in game at start,Y
1935N0025,millb108,1935,BRO,D,OF,RFG,BRO193509280,1,0,,,,,Y
1935N0026,munnl101,1935,BRO,O,,G,CHN193507231,1,0,1935N0027,,,,
1935N0027,munnl101,1935,BRO,O,,AB,CHN193507231,1,0,1935N0001,,,,
1935N0028,reisb102,1935,BRO,D,3B,G,BRO193506201,1,0,,,,No 3B in game at end,
1935N0029,bergw101,1935,BSN,O,,BB,PHI193508060,1,2,1935N0041,SWAP;PAA,,,
1935N0030,coscj101,1935,BSN,O,,SO,BSN193506172,2,0,1935N0042,SWAP,,,
1935N0214,coscj101,1935,BSN,D,2B,G,,12,15,,,,Official sheets show 12 G at 2B,
1935N0031,coscj101,1935,BSN,D,2B,G,SLN193507150,1,0,1935N0034,,,,
1935N0032,coscj101,1935,BSN,D,2B,ERR,CHN193507100,0,1,1935N0035,COL,,,
1935N0033,coscj101,1935,BSN,D,2B,DP,,4,5,,COPY,,Official sheets show 4 DP at 2B,
1935N0215,coscj101,1935,BSN,D,3B,G,,44,41,,,,Official sheets show 44 G at 3B,
1935N0034,coscj101,1935,BSN,D,3B,G,SLN193507150,0,1,1935N0053,,,,
1935N0035,coscj101,1935,BSN,D,3B,ERR,CHN193507100,1,0,1935N0032,COL,,,
1935N0036,coscj101,1935,BSN,D,3B,DP,,6,5,,COPY,,Official sheets show 6 DP at 3B,
1935N0037,franf101,1935,BSN,O,,G,,41,40,,,,Official sheets show 41 G at OF,
1935N0038,jordb101,1935,BSN,D,1B,DP,,57,59,,ADD,,Official sheets show 57 DP at 1B,
1935N0039,jordb101,1935,BSN,D,3B,G,,10,8,,,,Official sheets show 10 G at 3B,
1935N0040,jordb101,1935,BSN,D,3B,DP,,2,1,,COPY,,Official sheets show 2 DP at 3B,
1935N0041,lee-h101,1935,BSN,O,,BB,PHI193508060,1,0,1935N0029,SWAP;PAA,,,
1935N0042,malll101,1935,BSN,O,,SO,BSN193506172,0,2,1935N0030,SWAP;IMP,,Officially Mallon was 2-3 with 2 SO,
1935N0043,malll101,1935,BSN,D,2B,G,PIT193507202,1,0,1935N0045,,,,
1935N0044,malll101,1935,BSN,D,2B,G,BSN193508230,1,0,,,,No 2B in game at end,
1935N0045,malll101,1935,BSN,D,OF,G,PIT193507202,0,1,1935N0046,,,,
1935N0046,malll101,1935,BSN,D,OF,RFG,PIT193507202,0,1,1935N0043,,,,
1935N0230,malll101,1935,BSN,D,OF,CFG,,0,1,,,,Not sure how the official total was determined,Y
1935N0047,moorr103,1935,BSN,O,,G,CIN193507220,1,0,,,,,
1935N0048,mowrj101,1935,BSN,D,OF,G,BSN193508162,1,0,,,,,
1935N0049,mowrj101,1935,BSN,D,OF,LFG,BSN193508162,1,0,,,,No LF in game at end,Y
1935N0050,muelr101,1935,BSN,O,,AB,BSN193507312,2,3,,PAA,,,
1935N0051,thomt105,1935,BSN,D,OF,LFG,NY1193508020,1,0,1935N0052,DUP,,,Y
1935N0216,thomt105,1935,BSN,D,OF,RFG,,61,62,,,,Official sheets show 61 RFG,Y
1935N0052,thomt105,1935,BSN,D,OF,RFG,NY1193508020,0,1,1935N0051,DUP,,,Y
1935N0053,whitp103,1935,BSN,D,2B,G,SLN193507150,0,1,1935N0055,,,,
1935N0054,whitp103,1935,BSN,D,2B,DP,,16,17,,COPY,,Official sheets show 16 DP at 2B,
1935N0055,whitp103,1935,BSN,D,3B,G,SLN193507150,1,0,1935N0031,,,,
1935N0056,whitp103,1935,BSN,D,3B,DP,,9,8,,COPY,,Official sheets show 9 DP at 3B,
1935N0057,cavap101,1935,CHN,O,,GDP,,10,9,,ADD,,Addition error on page 3 of Official sheet,
1935N0058,cuylk101,1935,CHN,D,OF,CFG,,40,41,,,,Official sheets show 40 CFG,Y
1935N0217,galaa101,1935,CHN,D,2B,G,PIT193507070,1,0,,,,No 2B in game at end,
1935N0059,kleic101,1935,CHN,O,,RBI,SLN193504250,3,2,,,,,
