ID,last,first
alpau901,Alpaugh,
atriu901,Atristain,
bachu901,Bach,
bairu901,Baird,
barrg901,Barr,George
bejmo101,Bejma,Ollie
bellw103,Bell,William
bluev901,Blueitt,Virgil
browu901,Brown,
brutu901,Brutteri,
carmu901,Carmona,
carpu901,Carpenter,
cayou901,Cayou,
cleap901,Cleague,Pete
clayu902,Clay,
clinu901,Clinton,
conlj102,Conlan,Jocko
consu901,Consonery,
cornu901,Cornelius,
craij901,Craig,John
crumj101,Crump,James
daviu902,David,
dinnb101,Dinneen,Bill
dixou901,Dixon,
donnc901,Donnelly,Charles
doolu901,Dooley,
fairu901,Fair,Paul
ferru901,Ferry,
fiela901,Fields,Art
gansj101,Gans,Judy
ganzu901,Ganzhorn,
garmu901,Garman,
geish901,Geisel,Harry
gholb901,Gholston,Bert
gilbu901,Gilbert,
gormu901,Gorman,
greeu902,Green,
harrb901,Harris,Bill
harrm103,Harris,Mo
harru902,Harriet,
hartg102,Hartley,Grover
herwu901,Herwick,
hoodu901,Hood,
kirbl901,Kirby,Lawrence
klemb901,Klem,Bill
kolll901,Kolls,Lou
leakh901,Leake,Holis
lenau901,Lenaberg,
lobau901,Lobach,
mageg901,Magerkurth,George
manlu901,Manley,
marbf101,Marberry,Firpo
mauru901,Maurer,
mcgob901,McGowan,Bill
morac102,Moran,Charlie
morig101,Moriarty,George
ormsr901,Ormsby,Red
owenb901,Owens,Brick
pfirc901,Pfirman,Cy
pineb101,Pinelli,Babe
pineu901,Pine,
pohlu901,Pohlman,
poles101,Poles,Spotswood
presu901,Presser,
quige901,Quigley,Ernie
quinj901,Quinn,John
rearb901,Reardon,Beans
reynu901,Reynolds,
riglc901,Rigler,Cy
robiu901,Robinson,
schau901,Schaeffer,
searz901,Sears,Ziggy
siddu901,Siddle,
slatu901,Slater,
smitu902,Smith,
snaku901,Snake,
stard901,Stark,Dolly
stevu901,Stevens,
stewb901,Stewart,Bill
stewu901,Stewart,
streu901,Streets,
summb901,Summers,Bill
turnc101,Turner,Cool
vigau901,Vigare,
wallg901,Walls,Greenie
warru901,Warren,
wicku902,Wicker,
womau901,Womack,
younu901,Young,
