"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"HOM194806110","NY5","HOM","NWC01","19480611","0","0:00PM","","","","false","","120","2400","unknown","unknown","unknown","0","unknown","-1","","","harrm103","grays901","","","","","thurb101","smitj112","","regular","8","10","HOM","NY5","y","both","y","y","1948"
"HOM194808270","PH5","HOM","NWC01","19480827","0","0:00PM","","","","false","","-1","1400","unknown","unknown","unknown","0","unknown","-1","","","kellu902","rotuu901","","cennu901","","","alext101","browb107","","regular","3","4","HOM","PH5","y","both","y","y","1948"
"IN9194809090","KCM","IN9","NWC01","19480909","0","","night","","","","","","1500","","","","","","","","","","","","","","","collg101","garca101","","regular","9","4","KCM","IN9","y","both","","","1948"
