"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"HOM194205260","NY6","HOM","ERI01","19420526","0","","","","","","","","800","","","","","","","","","","","","","","","partr102","andeb106","","exhibition","4","12","HOM","NY6","y","both","y","y","1942"
"CCB194206030","JAX","CCB","ERI01","19420603","0","","day","","","","","110","300","","","","","","","","","hayeg901","andru901","","","","","jeffw101","mckef102","","regular","3","10","CCB","JAX","y","both","y","y","1942"
"CCB194207230","HOM","CCB","ERI01","19420723","0","","","","","","","","","","","","","","","","","harrw102","hayeg901","","","","","fielw101","jeffw101","","exhibition","21","3","HOM","CCB","y","both","y","y","1942"
"CVB194307190","HOM","CVB","ERI01","19430719","0","","night","","","","","","1400","","","","","","","","","cabel901","stryu901","","","","","jeffw101","walke103","","exhibition","3","4","CVB","HOM","y","both","y","y","1943"
"CVB194308040","MEM","CVB","ERI01","19430804","0","","night","","","","","","","","","","","","","","","cabel901","stryu901","","","","","hutcw101","smitt105","","regular","9","6","MEM","CVB","y","both","y","y","1943"
"CVB194607020","MEM","CVB","ERI01","19460702","0","","night","","","","","130","1218","","","","","","","","","cabel901","cabeg901","","","","","woods103","bryaa101","","regular","4","5","CVB","MEM","y","both","y","y","1946"
"CVB194607230","NW2","CVB","ERI01","19460723","0","","night","","","","","138","1361","","","","","","","","","cabel901","cabeg901","","","","","breme101","mannm101","","exhibition","5","8","CVB","NW2","y","both","y","y","1946"
"CVB194608120","MEM","CVB","ERI01","19460812","0","","night","","","","","","1494","","","","","","","","","cabel901","dempu901","","","","","clarw103","mathv101","","regular","1","11","CVB","MEM","y","both","y","y","1946"
"IN9194608200","CCR","IN9","ERI01","19460820","0","","night","","","","","","813","","","","","","","","","","","","","","","garca101","cathw101","","exhibition","6","9","IN9","CCR","y","both","y","y","1946"
"CVB194609030","CAG","CVB","ERI01","19460903","0","","night","","","","","133","","","","","","","","","","cabeg901","cabel901","","","","","willc108","stewr101","","regular","3","5","CVB","CAG","y","both","y","y","1946"
"HOM194705160","CVB","HOM","ERI01","19470516","0","","night","","","","","","","","","","","","","","","","","","","","","kaisc101","willc108","","exhibition","1","5","HOM","CVB","y","both","y","y","1947"
"CVB194705270","CAG","CVB","ERI01","19470527","0","","night","","","","","","","","","","","","","","","","","","","","","bracd101","stewr101","","regular","3","10","CVB","CAG","y","both","y","y","1947"
"CVB194706160","KCM","CVB","ERI01","19470616","0","","night","","","","","155","1153","","","","","","","","","cabel901","cabeg901","","","","","smitf107","bracd101","","regular","28","7","KCM","CVB","y","both","y","y","1947"
"CVB194706250","IN9","CVB","ERI01","19470625","0","","night","","","","","","880","","","","","","","","","cabel901","cabeg901","","","","","clarw103","godim101","","regular","5","9","CVB","IN9","y","both","y","y","1947"
"CVB194707090","CAG","CVB","ERI01","19470709","0","","night","","","","","","","","","","","","","","","","","","","","","bracd101","bumpe101","","regular","7","8","CVB","CAG","y","both","y","y","1947"
