"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"CAG191307270","NYL","CAG","CHI09","19130727","0","0:00PM","day","","","false","","120","8500","unknown","unknown","unknown","0","unknown","-1","","","goece901","schwu901","","","","","willj109","lindb103","","championship","8","0","NYL","CAG","y","both","y","y","1913"
"CAG191307280","NYL","CAG","CHI09","19130728","0","0:00PM","day","","","false","","120","5000","unknown","unknown","unknown","0","unknown","-1","","","kellu901","","","","","","wadel101","gateb101","","championship","3","1","NYL","CAG","y","both","y","y","1913"
"CAG191307290","NYL","CAG","CHI09","19130729","0","0:00PM","day","","","false","","150","1500","unknown","unknown","unknown","0","unknown","-1","","","kellu901","","","","","","lindb103","wadel101","","championship","6","7","CAG","NYL","y","both","y","y","1913"
"CAG191307300","NYL","CAG","CHI09","19130730","0","0:00PM","day","","","false","","120","6000","unknown","unknown","unknown","0","unknown","-1","","","kellu901","eddij901","","","","","gateb101","willj109","","championship","5","9","CAG","NYL","y","both","y","y","1913"
"CAG191307310","NYL","CAG","CHI09","19130731","0","0:00PM","day","","","false","","105","0","unknown","unknown","unknown","0","unknown","-1","","","kellu901","eddij901","","","","","lindb103","wadel101","","championship","1","2","CAG","NYL","y","both","y","y","1913"
"CUW191308021","NYL","CUW","CHI09","19130802","1","","day","","","false","false","","","unknown","unknown","unknown","","unknown","","","","goece901","kellu901","","","","","willj109","juncj101","","exhibition","6","5","NYL","CUW","y","both","y","y","1913"
"CAG191308022","NYL","CAG","CHI09","19130802","2","0:00PM","day","","","FALSE","","135","0","unknown","unknown","unknown","0","unknown","-1","","","goece901","kellu901","","","","","willj109","gateb101","","championship","9","3","NYL","CAG","y","both","y","y","1913"
"CAG191308090","NYL","CAG","CHI09","19130809","0","0:00PM","day","","","FALSE","","130","0","unknown","unknown","unknown","0","unknown","-1","","","goece901","whitu901","","","","","willj109","gateb101","","championship","11","6","NYL","CAG","y","both","y","y","1913"
"CAG191308121","NYL","CAG","CHI09","19130812","1","0:00PM","day","","","false","","120","0","unknown","unknown","unknown","0","unknown","-1","","","lippu901","kellu901","","","","","wadel101","craws102","","championship","3","2","NYL","CAG","y","both","y","y","1913"
"CAG191308122","NYL","CAG","CHI09","19130812","2","0:00PM","day","","","FALSE","","140","0","unknown","unknown","unknown","0","unknown","-1","","","kellu901","lippu901","","","","","taylj104","willj109","","championship","0","3","CAG","NYL","y","both","y","y","1913"
"CAG191308130","NYL","CAG","CHI09","19130813","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","kellu901","lippu901","","","","","gansj101","gateb101","","championship","4","1","NYL","CAG","y","both","y","y","1913"
"CAG191608270","IN4","CAG","CHI09","19160827","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","wickf102","dismd101","","exhibition","1","3","CAG","IN4","y","both","y","y","1916"
"CAG191608280","IN4","CAG","CHI09","19160828","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","cusas901","mullj901","","","","","whitd107","johnd108","","exhibition","2","4","CAG","IN4","y","both","y","y","1916"
"CAG192105070","KCM","CAG","CHI09","19210507","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","browd104","currr101","","regular","0","2","CAG","KCM","y","both","y","y","1921"
"CAG192105080","KCM","CAG","CHI09","19210508","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","goece901","eckmu901","","","","","rogab101","johnt105","","regular","3","1","KCM","CAG","y","both","y","y","1921"
"CAG192105090","KCM","CAG","CHI09","19210509","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","cusau901","eckmu901","","","","","willt104","craws102","","regular","5","7","CAG","KCM","y","both","y","y","1921"
"CAG192106130","IN4","CAG","CHI09","19210613","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","staro101","johnd108","","regular","0","1","CAG","IN4","y","both","y","y","1921"
"CAG192106190","CG1","CAG","CHI09","19210619","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","johnt105","taylj109","","regular","1","4","CAG","CG1","y","both","y","y","1921"
"CAG192106200","CG1","CAG","CHI09","19210620","0","","","","","","","","","","","","","","","","","","","","","","","marsj103","ballw102","","regular","3","4","CAG","CG1","y","both","y","y","1921"
"CAG192107101","SLG","CAG","CHI09","19210710","1","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","willt104","drakb101","","regular","0","2","CAG","SLG","y","both","y","y","1921"
"CAG192107102","SLG","CAG","CHI09","19210710","2","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","fostu901","","","","","","browd104","oldhj102","","regular","3","6","CAG","SLG","y","both","y","y","1921"
"CAG192208160","ACY","CAG","CHI09","19220816","0","0:00PM","day","","","false","","218","0","unknown","unknown","unknown","0","unknown","-1","","","readu901","killu901","","","","","browd104","treah101","","exhibition","0","1","CAG","ACY","y","both","y","y","1922"
"CAG192208190","HIL","CAG","CHI09","19220819","0","","","","","","","","","","","","","","","","","","","","","","","cockp101","padrj101","","exhibition","5","0","HIL","CAG","y","both","y","y","1922"
"CAG192405180","CUW","CAG","CHI09","19240518","0","0:00PM","night","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","harng101","martp107","","regular","14","15","CAG","CUW","y","both","y","y","1924"
"KCM192410180","HIL","KCM","CHI09","19241018","0","0:00PM","day","","","false","","0","2608","unknown","unknown","unknown","0","unknown","-1","","","goece901","mcgrt901","costu901","mooru901","","","rogab101","currr101","","championship","2","3","KCM","HIL","y","both","y","y","1924"
