"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"KCM194008020","IN8","KCM","BEL01","19400802","0","","night","","","","","","2500","","","","","","","","","seibb901","loutc901","","","","","","","","regular","6","6","","","y","both","y","y","1940"
"CAG194008290","MEM","CAG","BEL01","19400829","0","","night","","","","","","","","","","","","","","","","","","","","","savaj103","","","regular","2","1","MEM","CAG","","","","","1940"
"KCM194008300","SNO","KCM","BEL01","19400830","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","3","13","KCM","SNO","","","","","1940"
"SNO194106270","NY5","SNO","BEL01","19410627","0","","","","","","","","","","","","","","","","","","","","","","","smite111","evanb105","","exhibition","1","6","SNO","NY5","y","both","y","y","1941"
"SNO194108110","KCM","SNO","BEL01","19410811","0","","night","","","","","","3000","","","","","","","","","loutc901","seibb901","","","","","johnc103","smite111","","regular","14","6","KCM","SNO","y","both","y","y","1941"
"KCM194109020","CAG","KCM","BEL01","19410902","0","","night","","","","","","","","","","","","","","","","","","","","","smith111","shiec102","","exhibition","3","5","KCM","CAG","y","both","y","y","1941"
"KCM194206220","MEM","KCM","BEL01","19420622","0","","night","","","","","","1800","","","","","","","","","","","","","","","smith111","hutcw101","","regular","3","14","KCM","MEM","y","both","","","1942"
"KCM194206300","CAG","KCM","BEL01","19420630","0","","night","","","","","","1800","","","","","","","","","seibb901","","","","","","lamaj102","westo102","matcj101","regular","3","4","KCM","CAG","y","both","","","1942"
"CI2194208070","BIR","CI2","BEL01","19420807","0","","night","","","","","","3000","","","","","","","","","seibb901","goodg901","","","","","radct101","owens101","","exhibition","3","0","BIR","CI2","y","p","","","1942"
"KCM194307020","MEM","KCM","BEL01","19430702","0","","night","","","","","","","","","","","","","","","","","","","","","mathv101","smith111","","regular","2","1","MEM","KCM","y","both","","","1943"
"MEM194307160","BIR","MEM","BEL01","19430716","0","","night","","","","","185","2500","","","","","","","","","","storl901","","","","","sayla101","mathv101","","regular","7","5","BIR","MEM","y","both","","","1943"
"CI2194307230","MEM","CI2","BEL01","19430723","0","9:10pm","night","","","","","","3200","","","","","","","","","","storl901","","","","","keyer101","lindl102","","regular","6","3","MEM","CI2","y","p","","","1943"
"MEM194307270","CVB","MEM","BEL01","19430727","0","","night","","","","","","2700","","","","","","","","","","","","","","","davis106","keyer101","smitt105","regular","2","1","CVB","MEM","y","both","","","1943"
"CI2194308030","BIR","CI2","BEL01","19430803","0","","","","","","","","","","","","","","","","","","","","","","","gipsa101","locke101","","regular","3","2","BIR","CI2","y","p","","","1943"
"CI2194308270","KCM","CI2","BEL01","19430827","0","","night","","","","","","3300","","","","","","","","","","","","","","","henrp101","philn101","","regular","0","9","CI2","KCM","y","p","","","1943"
"CAG194308300","MEM","CAG","BEL01","19430830","0","","night","","","","","","","","","","","","","","","","","","","","","hutcw101","suttl101","","regular","7","5","MEM","CAG","y","both","","","1943"
"CI2194309150","KCM","CI2","BEL01","19430915","0","","night","","","","","","2500","","","","","","","","","","","","","","","paigs101","davip103","","exhibition","17","2","KCM","CI2","y","both","","","1943"
"KCM194405190","MEM","KCM","BEL01","19440519","0","","night","","","","","","3500","","","","","","","","","","","","","","","mathv101","wylis101","","regular","3","1","MEM","KCM","y","both","","","1944"
"KCM194406160","CIA","KCM","BEL01","19440616","0","","night","","","","","","3800","","","","","","","","","","","","","","","burnw102","locke101","","regular","4","1","CIA","KCM","y","both","","","1944"
"CAG194407140","CVB","CAG","BEL01","19440714","0","","night","","","","","","2500","","","","","","","","","","","","","","","mckig101","","","regular","2","3","CAG","CVB","","p","","","1944"
"KCM194408110","CIA","KCM","BEL01","19440811","0","","","","","","","","2500","","","","","","","","","","","","","","","davir103","matcj101","","regular","8","4","CIA","KCM","y","both","","","1944"
"CAG194409150","MEM","CAG","BEL01","19440915","0","","","","","","","","500","","","","","","","","","","","","","","","jessg101","thomu104","","exhibition","12","1","MEM","CAG","","p","","","1944"
"KCM194505180","BIR","KCM","BEL01","19450518","0","","","","","","","","300","","","","","","","","","","","","","","","","","","regular","3","3","","","","","","","1945"
"KCM194506080","CVB","KCM","BEL01","19450608","0","","night","","","","","","450","","","","","","","","","","","","","","","","","","regular","5","0","CVB","KCM","","","","","1945"
"CVB194508280","MEM","CVB","BEL01","19450828","0","","","","","","","","1100","","","","","","","","","","","","","","","hardl104","","","regular","3","6","CVB","MEM","","","","","1945"
"KCM194509040","MEM","KCM","BEL01","19450904","0","","","","","","","","","","","","","","","","","","","","","","","whitc104","","","regular","2","7","KCM","MEM","","","","","1945"
"CAG194806170","BIR","CAG","BEL01","19480617","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","4","3","BIR","CAG","","","","","1948"
"KCM194808300","CVB","KCM","BEL01","19480830","0","","night","","","","","","","","","","","","","","","","","","","","","richg102","smite111","","regular","0","5","KCM","CVB","y","both","","","1948"
