"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"PTC193209300","NLS","PTC","ALT02","19320930","0","0:00PM","night","","","false","","-1","","unknown","unknown","unknown","0","unknown","-1","","","carnu901","donnu901","","","","","radct101","frenl101","","exhibition","2","4","PTC","NLS","y","both","y","y","1932"
"HOM194007310","PH5","HOM","ALT02","19400731","0","","night","","","","","","","","","","","","","","","","","","","","","walke103","johnt106","","regular","6","7","HOM","PH5","y","both","y","y","1940"
"HOM194009030","NY6","HOM","ALT02","19400903","0","","night","","","","","","2000","","","","","","","","","","","","","","","howac102","britg103","","exhibition","13","5","NY6","HOM","y","both","y","y","1940"
"HOM194106090","NY6","HOM","ALT02","19410609","0","","night","","","","","","3000","","","","","","","","","","","","","","","housj103","howac102","mcdut101","regular","6","8","HOM","NY6","y","both","y","y","1941"
"HOM194106250","PH5","HOM","ALT02","19410625","0","","night","","","","","","","","","","","","","","","","","","","","","wrigj105","buchc101","","regular","7","14","HOM","PH5","y","both","y","y","1941"
"HOM194107120","NY6","HOM","ALT02","19410712","0","","","","","","","85","","","","","","","","","","gossu901","stevu901","","","","","wrigj105","greev101","","regular","0","1","HOM","NY6","y","both","y","y","1941"
"HOM194108080","MEM","HOM","ALT02","19410808","0","","night","","","","","","","","","","","","","","","gossu901","","stevu901","","","","mathv101","hamij104","","exhibition","5","2","MEM","HOM","y","both","y","y","1941"
"HOM194108120","NW2","HOM","ALT02","19410812","0","","night","","","","","","","","","","","","","","","dixou901","mccrf901","","","","","fielw101","browj115","","regular","1","8","HOM","NW2","y","both","y","y","1941"
"HOM194205110","BLG","HOM","ALT02","19420511","0","","night","","","","","","","","","","","","","","","","","","","","","browj112","welmr101","","exhibition","8","2","BLG","HOM","y","both","y","y","1942"
"HOM194407110","NY6","HOM","ALT02","19440711","0","5:45pm","day","","","","","","5200","","","","","","","","","deemh901","","bywau901","","","","howac102","carts102","","regular","12","3","NY6","HOM","y","both","y","y","1944"
"HOM194407310","NY5","HOM","ALT02","19440731","0","","night","","","","","","4000","","","","","","","","","stevu901","","rothu901","","","","hoskd101","rectc101","","regular","4","5","HOM","NY5","y","both","y","y","1944"
"HOM194408080","BLG","HOM","ALT02","19440808","0","","night","","","","","","","","","","","","","","","spauu901","hubeu901","","","","","hoskd101","walkt105","","regular","0","9","HOM","BLG","y","both","y","y","1944"
"HOM194408260","NW2","HOM","ALT02","19440826","0","","","","","","","","","","","","","","","","","hubeu901","rothu901","","","","","hoskd101","davij106","","regular","4","13","HOM","NW2","y","both","y","y","1944"
"HOM194605100","BLG","HOM","ALT02","19460510","0","","night","","","","","","","","","","","","","","","keesu901","Spalding","","","","","perra101","barnb105","radct101","regular","4","8","HOM","BLG","y","both","y","y","1946"
"HOM194608070","BLG","HOM","ALT02","19460807","0","","night","","","","","","","","","","","","","","","","","","","","","hairh101","barnb105","","regular","6","8","HOM","BLG","y","both","y","y","1946"
"HOM194706020","NW2","HOM","ALT02","19470602","0","","","","","","","","","","","","","","","","","Fnalvr","spauu901","","","","","peacw101","smite111","","regular","8","4","NW2","HOM","y","both","y","y","1947"
"HOM194805120","NY5","HOM","ALT02","19480512","0","0:00PM","","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","thurb101","davic105","","regular","0","3","HOM","NY5","y","both","y","y","1948"
