"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"WSW193207250","PTC","WSW","WAS09","19320725","0","","night","","","","","","4000","","","","","","","","","spenh901","lee-u901","","","","","bellw101","mcdow101","","regular","5","1","PTC","WSW","y","both","y","y","1932"
"HOM194005121","NY6","HOM","WAS09","19400512","1","","day","","","","","","4000","","","","","","","","","harrm103","kempu901","","lee-u901","","","walke103","taylj108","","regular","6","8","HOM","NY6","y","both","y","y","1940"
"HOM194005122","NY6","HOM","WAS09","19400512","2","","day","","","","","","4000","","","","","","","","","harrm103","lee-u901","","kempu901","","","hamij104","figuj102","","regular","5","6","HOM","NY6","y","both","y","y","1940"
"HOM194005191","BLG","HOM","WAS09","19400519","1","","day","","","","","","4800","","","","","","","","","harrm103","kempu901","","","","","browr103","adame101","","regular","2","7","HOM","BLG","y","both","y","y","1940"
"HOM194005192","BLG","HOM","WAS09","19400519","2","","day","7","","","","","4800","","","","","","","","","harrm103","kempu901","","","","","willw105","walke103","","regular","8","5","BLG","HOM","y","both","y","y","1940"
"HOM194006161","NW2","HOM","WAS09","19400616","1","","day","","","","","","","","","","","","","","","harrm103","kempu901","","","","","browr103","mannm101","","regular","6","7","HOM","NW2","y","both","y","y","1940"
"HOM194006162","NW2","HOM","WAS09","19400616","2","","night","7","","","","","","","","","","","","","","kempu901","cartu901","","","","","hookl101","stevw101","","regular","9","1","NW2","HOM","y","both","y","y","1940"
"HOM194006231","PH5","HOM","WAS09","19400623","1","","","","","","","","","","","","","","","","","harrm103","kempu901","","","","","browr103","mcheh101","","regular","2","3","HOM","PH5","y","both","y","y","1940"
"HOM194006232","PH5","HOM","WAS09","19400623","2","","","","","","","","","","","","","","","","","harrm103","kempu901","","","","","hamij104","missj102","","regular","3","7","HOM","PH5","y","both","y","y","1940"
"HOM194006301","NY5","HOM","WAS09","19400630","1","","day","","","","","","","","","","","","","","","","","","","","","browr103","willr106","","regular","1","5","HOM","NY5","y","both","y","y","1940"
"HOM194006302","NY5","HOM","WAS09","19400630","2","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","4","6","HOM","NY5","y","both","","","1940"
"PH5194007281","NY6","PH5","WAS09","19400728","1","","day","","","","","","2000","","","","","","","","","harrm103","","kempu901","","","","ruizs101","buchc101","","regular","3","1","NY6","PH5","y","both","y","y","1940"
"NY5194007282","NW2","NY5","WAS09","19400728","2","","day","","","","","","2000","","","","","","","","","harrm103","kempu901","","","","","mannm101","mincp101","","regular","8","5","NW2","NY5","y","both","y","y","1940"
"HOM194008010","PH5","HOM","WAS09","19400801","0","","night","","","","","","","","","","","","","","","crumj101","kempu901","","","","","millh104","browr103","mcheh101","exhibition","12","8","PH5","HOM","y","both","y","y","1940"
"HOM194008041","NY6","HOM","WAS09","19400804","1","","day","","","","","","","","","","","","","","","harrb901","kempu901","","","","","hamij104","figuj102","","regular","4","8","HOM","NY6","y","both","y","y","1940"
"HOM194008042","NY6","HOM","WAS09","19400804","2","","day","7","","","","","","","","","","","","","","harrb901","kempu901","","","","","walke103","ruizs101","","regular","3","4","HOM","NY6","y","both","y","y","1940"
"HOM194008181","PH5","HOM","WAS09","19400818","1","","","","","","","","","","","","","","","","","forbf901","kempu901","","","","","ferrw102","buchc101","","exhibition","4","6","HOM","PH5","y","both","y","y","1940"
"HOM194008182","PH5","HOM","WAS09","19400818","2","","","7","","","","","","","","","","","","","","forbf901","kempu901","","","","","walke103","millh104","","exhibition","1","10","HOM","PH5","y","both","y","y","1940"
"HOM194009011","BLG","HOM","WAS09","19400901","1","","day","","","","","","","","","","","","","","","turnc101","kempu901","","","","","browr103","adame101","","regular","1","6","HOM","BLG","y","both","y","y","1940"
"HOM194009012","BLG","HOM","WAS09","19400901","2","","day","7","","","","","","","","","","","","","","turnc101","kempu901","","","","","jeffs101","barbb102","","regular","5","6","HOM","BLG","y","both","y","y","1940"
"NW2194009022","BLG","NW2","WAS09","19400902","2","","night","7","","","","","","","","","","","","","","harrm103","crumj101","","","","","carts102","barnb105","","regular","3","12","NW2","BLG","y","both","y","y","1940"
"HOM194105041","BLG","HOM","WAS09","19410504","1","","day","","","","","","4756","","","","","","","","","mccrf901","kempe101","","","","","mcdut101","grifb102","","regular","6","9","HOM","BLG","y","both","y","y","1941"
"HOM194105042","BLG","HOM","WAS09","19410504","2","","day","","","","","","3745","","","","","","","","","mccrf901","kempe101","","","","","barnb105","walke103","byrdb101","regular","6","5","BLG","HOM","y","both","y","y","1941"
"HOM194105251","NY6","HOM","WAS09","19410525","1","","day","","","","","","2200","","","","","","","","","mccrf901","kempe101","","","","","barnd101","browr103","","regular","2","1","NY6","HOM","y","both","y","y","1941"
"HOM194105252","NY6","HOM","WAS09","19410525","2","","night","7","","","","","2200","","","","","","","","","mccrf901","kempe101","","","","","howac102","faziu101","","regular","11","2","NY6","HOM","y","both","y","y","1941"
"HOM194106011","PH5","HOM","WAS09","19410601","1","","","","","","","120","","","","","","","","","","mccrf901","kempe101","","","","","housj103","brewc102","","regular","5","6","HOM","PH5","y","both","y","y","1941"
"HOM194106012","PH5","HOM","WAS09","19410601","2","","","7","","","","105","","","","","","","","","","mccrf901","kempe101","","","","","mcdut101","fillj101","","regular","0","5","HOM","PH5","y","both","y","y","1941"
