"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"MEM193809180","ATN","MEM","MEM02","19380918","0","","day","","","","","130","27000","","","","","","","","","goodw901","wallg901","harvu901","meanu901","","","radct101","evanf101","","lcs","1","6","MEM","ATN","y","both","y","y","1938"
"MEM193809190","ATN","MEM","MEM02","19380919","0","","day","","","","","140","","","","","","","","","","wallg901","meanu901","harvu901","goodw901","","","mossp101","berrc104","","lcs","6","11","MEM","ATN","y","both","y","y","1938"
"SAS193810020","NAS","SAS","MEM02","19381002","0","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","jeffw101","byrdb101","","allstar","1","3","SAS","NAS","y","both","y","y","1938"
"SAS193810030","NAS","SAS","MEM02","19381003","0","","night","","","","","","","","","","","","","","","","","","","","","grifb102","","","allstar","13","0","NAS","SAS","","p","","","1938"
"MEM194004140","BLG","MEM","MEM02","19400414","0","","","","","","","","","","","","","","","","","","","","","","","","sumrw101","","exhibition","13","2","BLG","MEM","y","both","","","1940"
"MEM194004280","NY5","MEM","MEM02","19400428","0","","","","","","","","","","","","","","","","","","","","","","","sumrw101","stann101","","exhibition","5","6","MEM","NY5","y","both","y","y","1940"
"MEM194004290","NY5","MEM","MEM02","19400429","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","5","2","NY5","MEM","","","","","1940"
"MEM194005051","CAG","MEM","MEM02","19400505","1","","day","","","","","","","","","","","","","","","","","","","","","wilsl102","johnt108","","exhibition","3","4","MEM","CAG","y","both","y","y","1940"
"MEM194005052","CAG","MEM","MEM02","19400505","2","","night","","","","","","","","","","","","","","","","","","","","","hudsf101","boonl102","","exhibition","5","1","CAG","MEM","y","both","y","","1940"
"MEM194005060","CAG","MEM","MEM02","19400506","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","16","7","CAG","MEM","","","","","1940"
"MEM194005121","SNO","MEM","MEM02","19400512","1","","day","","","","","","4000","","","","","","","","","wallg901","","goodw901","","","","jackb102","calhl101","","regular","8","13","MEM","SNO","y","both","y","y","1940"
"MEM194005122","SNO","MEM","MEM02","19400512","2","","night","7","","","","","","","","","","","","","","goodw901","","wallg901","","","","sumrw101","smite111","","regular","7","8","MEM","SNO","y","both","y","y","1940"
"MEM194005130","SNO","MEM","MEM02","19400513","0","","night","","","","","","","","","","","","","","","wallg901","goodw901","","","","","wilsl102","calhl101","","regular","9","10","MEM","SNO","y","both","y","y","1940"
"MEM194005191","KCM","MEM","MEM02","19400519","1","","day","","","","","145","","","","","","","","","","goodw901","wallg901","","","","","smith111","jackb102","","regular","10","3","KCM","MEM","y","both","y","y","1940"
"MEM194005192","KCM","MEM","MEM02","19400519","2","","night","7","","","","","","","","","","","","","","wallg901","goodw901","","","","","matcj101","sumrw101","","regular","5","3","KCM","MEM","y","both","y","y","1940"
"MEM194005200","KCM","MEM","MEM02","19400520","0","","night","","","","","","","","","","","","","","","","","","","","","mathv101","kranf101","","regular","3","5","MEM","KCM","y","p","","","1940"
"MEM194006091","BIR","MEM","MEM02","19400609","1","","day","","","","","","","","","","","","","","","","","","","","","moodb101","jackb102","","regular","13","9","BIR","MEM","y","both","y","y","1940"
"MEM194006092","BIR","MEM","MEM02","19400609","2","","night","7","","","","","","","","","","","","","","","","","","","","dumal101","jessg101","","regular","3","5","MEM","BIR","y","both","y","y","1940"
"MEM194006100","BIR","MEM","MEM02","19400610","0","","night","","","","","","","","","","","","","","","goodw901","","wallg901","","","","moodb101","bensa102","","regular","7","5","BIR","MEM","y","both","y","y","1940"
"MEM194006231","SNO","MEM","MEM02","19400623","1","","day","","","","","","","","","","","","","","","wallg901","goodw901","","","","","smite111","sumrw101","","regular","8","6","SNO","MEM","y","both","y","y","1940"
"MEM194006232","SNO","MEM","MEM02","19400623","2","","night","","","","","","","","","","","","","","","goodw901","wallg901","","","","","duncs101","dumal101","","regular","4","3","SNO","MEM","y","both","y","y","1940"
"MEM194006250","SNO","MEM","MEM02","19400625","0","","","","","","","","","","","","","","","","","","","","","","","breme101","","","regular","5","12","MEM","SNO","y","both","","","1940"
"MEM194007041","CV9","MEM","MEM02","19400704","1","","day","","","","","","1500","","","","","","","","","wallg901","goodw901","","","","","boonl102","sarva101","","regular","3","5","MEM","CV9","y","both","y","y","1940"
"MEM194007042","CV9","MEM","MEM02","19400704","2","","night","","","","","","1500","","","","","","","","","goodw901","wallg901","","","","","henrp101","dumal101","","regular","6","2","CV9","MEM","y","both","y","y","1940"
"MEM194007141","BIR","MEM","MEM02","19400714","1","","","","","","","","","","","","","","","","","wallg901","goodw901","","buntw901","","","bankd101","mathv101","","regular","3","1","BIR","MEM","y","both","y","y","1940"
