"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"CUX190309180","PHG","CUX","HRB01","19030918","0","","","","","","","85","","","","","","","","","","serau902","","","","","","fostr105","bellw103","","championship","3","12","CUX","PHG","y","both","y","y","1903"
"HAE192409031","HIL","HAE","HRB01","19240903","1","","","","","","","105","","","","","","","","","","jordu901","","","","","","wintn101","corbc102","","regular","2","0","HIL","HAE","y","both","y","y","1924"
"HOM194005180","BLG","HOM","HRB01","19400518","0","","day","","","","","120","2500","","","","","","","","","harrm103","dixor101","","","","","willw105","walke103","","regular","9","8","BLG","HOM","y","both","y","y","1940"
"PH5194006091","NY6","PH5","HRB01","19400609","1","","day","","","","","105","3000","","","","","","","","","harrm103","dixor101","","stevu901","","","mcheh101","figuj102","","regular","2","5","PH5","NY6","y","both","y","y","1940"
"PH5194006092","NY6","PH5","HRB01","19400609","2","","night","7","","","","100","3000","","","","","","","","","harrm103","dixor101","","stevu901","","","ruizs101","mcdow101","","regular","8","1","NY6","PH5","y","both","y","y","1940"
"BLG194006220","NY5","BLG","HRB01","19400622","0","","day","","","","","","1500","","","","","","","","","dixor101","stevu901","","","","","adame101","evanb105","","regular","5","9","BLG","NY5","y","both","y","y","1940"
"HOM194007120","BLG","HOM","HRB01","19400712","0","","night","","","","","","1000","","","","","","","","","","","","","","","barnb105","hickj108","","regular","18","7","BLG","HOM","y","both","y","y","1940"
"BLG194008080","MEM","BLG","HRB01","19400808","0","","night","","","","","","1800","","","","","","","","","","","","","","","hutcw101","davic105","","exhibition","7","5","MEM","BLG","y","both","y","y","1940"
"HOM194009120","MEM","HOM","HRB01","19400912","0","","","","","","","","","","","","","","","","","dixor101","","stevu901","","","","browr103","dumal101","","exhibition","0","1","HOM","MEM","y","both","y","y","1940"
"PH5194009151","NY5","PH5","HRB01","19400915","1","","day","","","","","80","1000","","","","","","","","","dixor101","stevu901","","","","","buchc101","willr106","","exhibition","1","5","PH5","NY5","y","both","y","y","1940"
"PH5194009152","NY5","PH5","HRB01","19400915","2","","night","7","","","","65","1000","","","","","","","","","dixor101","stevu901","","","","","johnt106","evanb105","","exhibition","4","5","PH5","NY5","y","both","y","y","1940"
"HOM194105100","BLG","HOM","HRB01","19410510","0","","","","","","","150","600","","","","","","","","","mccrf901","dixou901","","banku901","","","browr103","barnb105","","regular","10","13","HOM","BLG","y","both","y","y","1941"
"PH5194106151","NW2","PH5","HRB01","19410615","1","","","","","","","100","1100","","","","","","","","","turnc101","dixou901","banku901","","","","hillj104","mcheh101","","regular","2","0","NW2","PH5","y","both","y","y","1941"
"PH5194106152","NW2","PH5","HRB01","19410615","2","","","7","","","","85","1100","","","","","","","","","turnc101","dixou901","banku901","","","","buchc101","mannm101","","regular","0","2","PH5","NW2","y","both","y","y","1941"
"NY6194106250","NW2","NY6","HRB01","19410625","0","","night","","","","","150","1200","","","","","","","","","dixou901","banku901","","","","","browj115","bernp101","","regular","24","7","NW2","NY6","y","both","y","y","1941"
"NY5194107240","KCM","NY5","HRB01","19410724","0","","night","","","","","120","2362","","","","","","","","","dixou901","banku901","whitu903","","","","smith111","rectc101","","exhibition","4","2","KCM","NY5","y","both","y","y","1941"
"PH5194108120","MEM","PH5","HRB01","19410812","0","","night","","","","","100","1000","","","","","","","","","banku901","whitu903","masou901","","","","hutcw101","buchc101","","exhibition","4","1","MEM","PH5","y","both","y","y","1941"
"PH5194206160","NW2","PH5","HRB01","19420616","0","","night","","","","","165","1171","","","","","","","","","craij901","","arp-u901","","","","mcdut101","day-l101","","exhibition","7","8","PH5","NW2","y","both","y","y","1942"
"PH5194207010","BLG","PH5","HRB01","19420701","0","","night","","","","","150","700","","","","","","","","","craij901","scalu901","","","","","barbb102","adame101","mcdut101","exhibition","3","10","PH5","BLG","y","both","y","y","1942"
"NY6194207110","BLG","NY6","HRB01","19420711","0","","","","","","","115","1000","","","","","","","","","mccrf901","","whitu903","","","","glovt101","cruem101","","exhibition","6","4","BLG","NY6","y","both","y","y","1942"
"PH5194207240","BIR","PH5","HRB01","19420724","0","","night","","","","","112","1186","","","","","","","","","taylu901","reevu901","","","","","buchc101","ellis102","","exhibition","4","5","PH5","BIR","y","both","y","y","1942"
"HSL194305290","HOM","HSL","HRB01","19430529","0","","night","","","","","135","1000","","","","","","","","","mccrf901","banku902","","arp-u901","","","wrigj105","boonl102","","regular","11","4","HOM","HSL","y","both","y","y","1943"
"HSL194306061","PH5","HSL","HRB01","19430606","1","","","","","","","118","1300","","","","","","","","","cockp101","arp-u901","banku901","","","","buchc101","mcalf101","","regular","10","4","PH5","HSL","y","both","y","y","1943"
"HSL194306062","PH5","HSL","HRB01","19430606","2","","","","","","","93","1300","","","","","","","","","cockp101","banku901","arp-u901","","","","parkt101","kimbl101","","regular","2","7","HSL","PH5","y","both","y","y","1943"
"HSL194306180","NW2","HSL","HRB01","19430618","0","","night","","","","","","500","","","","","","","","","metku901","krasu901","","banku901","","","walkr103","hookl101","","regular","0","8","HSL","NW2","y","both","y","y","1943"
"HSL194306201","NW2","HSL","HRB01","19430620","1","","day","","","","","","1000","","","","","","","","","mccrf901","banku901","","arp-u901","","","day-l101","mcalf101","","regular","3","2","NW2","HSL","y","both","y","y","1943"
"HSL194306202","NW2","HSL","HRB01","19430620","2","","day","","","","","","1000","","","","","","","","Y","mccrf901","banku901","","arp-u901","","","","","","regular","0","4","HSL","NW2","y","p","","","1943"
"HSL194307110","HWS","HSL","HRB01","19430711","0","","day","","","","","145","700","","","","","","","","","arp-u901","banku901","","","","","walkr103","peckh102","","exhibition","2","3","HSL","HWS","y","both","y","y","1943"
"BLG194405130","HOM","BLG","HRB01","19440513","0","","day","","","","","150","1200","","","","","","","","","fiela901","banku901","","arp-u901","","","hubew101","troyd102","johnj110","regular","3","1","HOM","BLG","y","both","y","y","1944"
"BLG194405270","NY6","BLG","HRB01","19440527","0","","day","","","","","","1200","","","","","","","","","fiela901","banku901","arp-u901","","","","troyd102","scanp104","","regular","0","1","BLG","NY6","y","both","y","y","1944"
"NY6194405310","PH5","NY6","HRB01","19440531","0","","night","","","","","130","1500","","","","","","","","","fiela901","taylb108","","arp-u901","","","tianl102","mahou101","","regular","1","5","NY6","PH5","y","both","y","y","1944"
"HOM194406120","BIR","HOM","HRB01","19440612","0","","night","","","","","142","2500","","","","","","","","","arp-u901","taylb108","","fiela901","","","boonl102","washf101","johnj110","exhibition","2","4","HOM","BIR","y","both","y","y","1944"
