"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"KCM194004290","IN8","KCM","HOU04","19400429","0","","night","","","","","","","","","","","","","","","","","","","","","keyer101","bradf104","","exhibition","5","1","IN8","KCM","y","both","","","1940"
"MEM194006200","SNO","MEM","HOU04","19400620","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","10","8","SNO","MEM","","","","","1940"
"SNO194007300","IN8","SNO","HOU04","19400730","0","","night","","","","","","","","","","","","","","","","","","","","","burru101","wrigj105","","regular","9","10","SNO","IN8","y","both","","","1940"
"KCM194104240","CAG","KCM","HOU04","19410424","0","","","","","","","","","","","","","","","","","","","","","","","johnc103","","","exhibition","2","4","KCM","CAG","","p","","","1941"
"KCM194204120","JAX","KCM","HOU04","19420412","0","","day","","","","","","3500","","","","","","","","","","","","","","","paigs101","","philn101","exhibition","1","12","KCM","JAX","y","both","","","1942"
"MEM194207080","KCM","MEM","HOU04","19420708","0","","","","","","","","2500","","","","","","","","","","","","","","","","","","regular","4","2","KCM","MEM","","","","","1942"
"KCM194308190","CI2","KCM","HOU04","19430819","0","","night","","","","","","12000","","","","","","","","","","","","","","","philn101","henrp101","","regular","5","11","KCM","CI2","","both","","","1943"
"MEM194308230","CAG","MEM","HOU04","19430823","0","","night","","","","","","7300","","","","","","","","","","","","","","","","keyer101","","regular","5","3","CAG","MEM","","","","","1943"
"KCM194309220","CI2","KCM","HOU04","19430922","0","","night","","","","","","8000","","","","","","","","","","","","","","","paigs101","","","exhibition","2","10","KCM","CI2","","","","","1943"
"KCM194309230","CI2","KCM","HOU04","19430923","0","","night","","","","","","","","","","","","","","","","","","","","","mcdab101","davip103","","exhibition","2","4","KCM","CI2","","p","","","1943"
"KCM194309240","CI2","KCM","HOU04","19430924","0","","night","","","","","","","","","","","","","","","","","","","","","locke101","","","exhibition","0","8","KCM","CI2","","","","","1943"
"MEM194309300","NY5","MEM","HOU04","19430930","0","","night","","","","","","3000","","","","","","","","","","","","","","","mossp101","forrp101","","exhibition","1","5","MEM","NY5","","p","","","1943"
"MEM194310070","NY6","MEM","HOU04","19431007","0","","","","","","","","","","","","","","","","","","","","","","","barnd101","mossp101","","exhibition","4","2","NY6","MEM","","p","","","1943"
"MEM194310080","NY6","MEM","HOU04","19431008","0","","night","","","","","","","","","","","","","","","","","","","","","alext101","keyer101","","exhibition","6","3","NY6","MEM","","p","","","1943"
"KCM194404170","CIA","KCM","HOU04","19440417","0","","","","","","","","7000","","","","","","","","","marsu902","mattu902","","","","","mcdab101","ruiza101","","exhibition","2","6","KCM","CIA","y","both","y","y","1944"
"KCM194404180","CIA","KCM","HOU04","19440418","0","","night","","","","","","","","","","","","","","","","marsu902","","","","","murrc101","edwaw101","","exhibition","9","8","CIA","KCM","y","both","","","1944"
"MEM194404230","CAG","MEM","HOU04","19440423","0","","night","","","","","","","","","","","","","","","","","","","","","mossp101","westo102","","exhibition","2","4","MEM","CAG","y","both","","","1944"
"MEM194404240","CAG","MEM","HOU04","19440424","0","","night","","","","","","","","","","","","","","","","","","","","","hutcw101","","","exhibition","4","5","MEM","CAG","","","","","1944"
"KCM194404302","NY6","KCM","HOU04","19440430","2","","night","","","","","","4000","","","","","","","","","","","","","","","locke101","greev101","","exhibition","2","3","KCM","NY6","y","both","","","1944"
"KCM194405090","MEM","KCM","HOU04","19440509","0","","night","","","","","","","","","","","","","","","","","","","","","mossp101","smith111","","regular","2","0","MEM","KCM","y","both","","","1944"
"MEM194406060","CVB","MEM","HOU04","19440606","0","","night","","","","","","5000","","","","","","","","","","","","","","","jeffg102","ligor101","","regular","6","1","CVB","MEM","","p","","","1944"
"MEM194406182","BIR","MEM","HOU04","19440618","2","","night","","","","","","","","","","","","","","","","","","","","","hubej101","mossp101","","regular","5","0","BIR","MEM","y","both","","","1944"
"MEM194406191","BIR","MEM","HOU04","19440619","1","","day","","","","","","","","","","","","","","","","","","","","","hutcw101","","","regular","1","2","MEM","BIR","","","","","1944"
"MEM194406192","BIR","MEM","HOU04","19440619","2","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","12","7","BIR","MEM","","","","","1944"
"MEM194406270","CIA","MEM","HOU04","19440627","0","","night","","","","","","","","","","","","","","","","","","","","","ruiza101","","","regular","8","3","CIA","MEM","","","","","1944"
"MEM194407250","CAG","MEM","HOU04","19440725","0","","night","","","","","","","","","","","","","","","","","","","","","","jonea103","","regular","2","3","MEM","CAG","","","","","1944"
"MEM194408100","BIR","MEM","HOU04","19440810","0","","night","","","","","","5000","","","","","","","","","","","","","","","boona101","jonea103","","regular","10","6","BIR","MEM","","p","","","1944"
"KCM194409180","CIA","KCM","HOU04","19440918","0","","night","","","","","","6063","","","","","","","","","","","","","","","medil101","","","exhibition","5","2","CIA","KCM","","","","","1944"
"KCM194409241","CIA","KCM","HOU04","19440924","1","","day","","","","","","6000","","","","","","","","","","","","","","","","","","exhibition","1","8","KCM","CIA","","","","","1944"
"KCM194409242","CIA","KCM","HOU04","19440924","2","","day","","","","","","6000","","","","","","","","","","","","","","","davir103","","","exhibition","3","0","CIA","KCM","","","","","1944"
"KCM194409250","CIA","KCM","HOU04","19440925","0","","night","","","","","","","","","","","","","","","","","","","","","paigs101","ruiza101","","exhibition","1","5","KCM","CIA","","p","","","1944"
"BIR194410040","NY6","BIR","HOU04","19441004","0","","night","","","","","","4000","","","","","","","","","","","","","","","mcdab101","","","exhibition","3","2","NY6","BIR","","","","","1944"
"BIR194410051","NY6","BIR","HOU04","19441005","1","7:30pm","night","","","","","","","","","","","","","","","","","","","","","sayla101","barnd101","","exhibition","3","6","BIR","NY6","","p","","","1944"
"BIR194410052","NY6","BIR","HOU04","19441005","2","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","6","4","NY6","BIR","","","","","1944"
"NY6194504100","CVB","NY6","HOU04","19450410","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","6","4","CVB","NY6","","","","","1945"
