"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"MEM194007180","IN8","MEM","WAC01","19400718","0","","","","","","","","","","","","","","","","","","","","","","","savaj103","johnc103","","regular","1","2","MEM","IN8","y","both","","","1940"
"MEM194207090","KCM","MEM","WAC01","19420709","0","","night","","","","","","","","","","","","","","","","","","","","","hutcw101","mcdab101","","regular","2","4","MEM","KCM","","both","","","1942"
"KCM194308200","CI2","KCM","WAC01","19430820","0","","night","","","","","","","","","","","","","","","","","","","","","alext101","newbj101","","regular","3","5","KCM","CI2","y","both","","","1943"
"MEM194308240","CAG","MEM","WAC01","19430824","0","","","","","","","","","","","","","","","","","","","","","","","mathv101","westo102","","regular","0","5","MEM","CAG","y","both","","","1943"
"KCM194309210","CI2","KCM","WAC01","19430921","0","","night","","","","","","","","","","","","","","","","","","","","","walkg103","henrp101","","exhibition","1","3","KCM","CI2","y","both","","","1943"
"MEM194309230","NY5","MEM","WAC01","19430923","0","","night","","","","","","","","","","","","","","","","","","","","","forrp101","keyer101","","exhibition","6","4","NY5","MEM","y","both","","","1943"
"KCM194604070","CCR","KCM","WAC01","19460407","0","","day","","","","","","","","","","","","","","","","","","","","","","blaib103","","exhibition","5","6","KCM","CCR","y","both","","","1946"
"MEM194606180","CAG","MEM","WAC01","19460618","0","","","","","","","","","","","","","","","","","","","","","","","lockc102","keyer101","","regular","9","1","CAG","MEM","y","both","","","1946"
"KCM194704110","BIR","KCM","WAC01","19470411","0","","","","","","","","","","","","","","","","","","","","","","","poweb103","napol101","","exhibition","4","1","BIR","KCM","y","both","","","1947"
"KCM194709300","IN9","KCM","WAC01","19470930","0","","night","","","","","","1500","","","","","","","","","","","","","","","","","","exhibition","8","5","IN9","KCM","y","","","","1947"
