"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"MEM194005070","CAG","MEM","GRE01","19400507","0","","night","","","","","","","","","","","","","","","","","","","","","","willl108","","exhibition","4","5","MEM","CAG","","both","","","1940"
"MEM194105080","KCM","MEM","GRE01","19410508","0","","","","","","","","1000","","","","","","","","","","","","","","","","","","exhibition","5","1","KCM","MEM","","","","","1941"
"MEM194105280","JAX","MEM","GRE01","19410528","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","3","4","MEM","JAX","","","","","1941"
"NY5194204240","HOM","NY5","GRE01","19420424","0","","night","","","","","110","","","","","","","","","","grayu901","bonnu901","","","","","welmr101","mooru101","","exhibition","9","0","HOM","NY5","y","both","y","y","1942"
"MEM194205060","KCM","MEM","GRE01","19420506","0","","","","","","","","","","","","","","","","","greeu902","younr901","","","","","lamaj102","keyer101","","exhibition","15","6","KCM","MEM","y","both","y","y","1942"
"MEM194705150","CAG","MEM","GRE01","19470515","0","","night","","","","","120","2400","","","","","","","","","goodw901","westw901","","","","","bumpe101","whitl101","","regular","8","7","CAG","MEM","y","both","y","y","1947"
"MEM194706030","IN9","MEM","GRE01","19470603","0","","","","","","","","2502","","","","","","","","","","","","","","","","","","regular","12","10","IN9","MEM","","","","","1947"
"MEM194707300","IN9","MEM","GRE01","19470730","0","","night","","","","","","4642","","","","","","","","","goodw901","boonu901","","","","","","","","regular","9","6","IN9","MEM","y","both","","","1947"
"MEM194805060","KCM","MEM","GRE01","19480506","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","6","7","MEM","KCM","","","","","1948"
"MEM194805110","IN9","MEM","GRE01","19480511","0","","night","","","","","","3000","","","","","","","","","","","","","","","","","","regular","3","4","MEM","IN9","","","","","1948"
"MEM194805190","CAG","MEM","GRE01","19480519","0","","","","","","","","1886","","","","","","","","","","","","","","","","","","regular","14","8","CAG","MEM","y","both","","","1948"
"MEM194807060","BIR","MEM","GRE01","19480706","0","","","","","","","","","","","","","","","","","","","","","","","wills104","mathv101","","regular","9","0","BIR","MEM","y","both","","","1948"
"MEM194807130","CVB","MEM","GRE01","19480713","0","","night","","","","","","","","","","","","","","","","","","","","","clarw103","","","regular","6","4","CVB","MEM","","both","","","1948"
"BIR194807270","NW2","BIR","GRE01","19480727","0","","night","","","","","","1800","","","","","","","","","","","","","","","cartj101","greab101","","exhibition","1","0","NW2","BIR","","both","","","1948"
"MEM194808040","CVB","MEM","GRE01","19480804","0","","","","","","","","700","","","","","","","","","","","","","","","longe102","sharp101","","regular","7","2","CVB","MEM","","both","","","1948"
"BIR194808240","NY6","BIR","GRE01","19480824","0","","night","","","","","","2000","","","","","","","","","","","","","","","","","","exhibition","7","6","NY6","BIR","","both","","","1948"
"MEM194809010","IN9","MEM","GRE01","19480901","0","","night","","","","","","2834","","","","","","","","","","","","","","","gibbw101","woods103","","regular","4","2","IN9","MEM","y","both","","","1948"
"MEM194809150","NY5","MEM","GRE01","19480915","0","","night","","","","","","550","","","","","","","","","","","","","","","carts102","barkm101","","exhibition","5","6","MEM","NY5","","both","","","1948"
