"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"PTC193609131","NW2","PTC","TOL05","19360913","1","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","turnu901","harrm103","","","","","stres101","bellw101","smitt105","championship","5","6","PTC","NW2","y","both","y","y","1936"
"PTC193609132","NW2","PTC","TOL05","19360913","2","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","harrm103","turnu901","","","","","fostw101","day-l101","","championship","1","2","PTC","NW2","y","both","y","y","1936"
"IN8194006190","KCM","IN8","TOL05","19400619","0","","","","","","","","","","","","","","","","","","","","","","","wrigj105","","","regular","2","5","IN8","KCM","","","","","1940"
"IN8194006240","CAG","IN8","TOL05","19400624","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","12","4","CAG","IN8","","","","","1940"
"MEM194108290","KCM","MEM","TOL05","19410829","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","6","2","KCM","MEM","","","","","1941"
"HOM194109240","BLG","HOM","TOL05","19410924","0","","night","","","","","","","","","","","","","","","","","","","","","grifb102","mcdut101","","exhibition","3","1","BLG","HOM","","p","","","1941"
"BIR194206160","MEM","BIR","TOL05","19420616","0","","night","","","","","","","","","","","","","","","","","","","","","hutcw101","radct101","","regular","5","2","MEM","BIR","","both","","","1942"
"MEM194208040","BIR","MEM","TOL05","19420804","0","","","","","","","","","","","","","","","","","","","","","","","gipsa101","hutcw101","","regular","3","2","BIR","MEM","y","both","","","1942"
"KCM194208270","CI2","KCM","TOL05","19420827","0","","","","","","","","","","","","","","","","","","","","","","","lamaj102","mckig101","","exhibition","0","1","KCM","CI2","y","both","","","1942"
"HOM194306090","NY6","HOM","TOL05","19430609","0","","night","","","","","","3000","","","","","","","","","","","","","","","wrigj105","cruem101","","regular","5","7","HOM","NY6","","both","","","1943"
"CVB194306230","CAG","CVB","TOL05","19430623","0","","night","","","","","","2500","","","","","","","","","","","","","","","suttl101","davis106","","regular","11","4","CAG","CVB","","both","","","1943"
"CVB194307300","MEM","CVB","TOL05","19430730","0","","night","","","","","","","","","","","","","","","","","","","","","mathv101","smitt105","","regular","5","4","MEM","CVB","","p","","","1943"
"CI2194309090","BIR","CI2","TOL05","19430909","0","","night","","","","","","","","","","","","","","","","","","","","","markj101","henrp101","","exhibition","5","2","BIR","CI2","","p","","","1943"
"CAG194309130","BIR","CAG","TOL05","19430913","0","","","","","","","","","","","","","","","","","","","","","","","jessg101","mckig101","","championship","2","3","CAG","BIR","","p","","","1943"
"CIA194407250","BIR","CIA","TOL05","19440725","0","","night","","","","","","","","","","","","","","","","","","","","","hubej101","burnw102","","regular","18","2","BIR","CIA","","p","","","1944"
"KCM194408010","MEM","KCM","TOL05","19440801","0","","night","","","","","","3300","","","","","","","","","","","","","","","","","","regular","5","4","MEM","KCM","","","","","1944"
"CVB194505310","MEM","CVB","TOL05","19450531","0","","","","","","","","","","","","","","","","","","","","","","","jeffw101","jonea103","","regular","1","10","CVB","MEM","","p","","","1945"
"NY6194506160","BIR","NY6","TOL05","19450616","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","2","3","NY6","BIR","","","","","1945"
"CIA194506190","MEM","CIA","TOL05","19450619","0","","night","","","","","","","","","","","","","","","","","","","","","garca101","jonea103","","regular","1","2","CIA","MEM","","p","","","1945"
"CVB194506220","CAG","CVB","TOL05","19450622","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","9","11","CVB","CAG","","","","","1945"
"MEM194507052","NY6","MEM","TOL05","19450705","2","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","3","1","NY6","MEM","","","","","1945"
"KCM194507250","NY5","KCM","TOL05","19450725","0","","night","","","","","","2100","","","","","","","","","","","","","","","","","","exhibition","5","9","KCM","NY5","","","","","1945"
"CVB194605060","BIR","CVB","TOL05","19460506","0","","","","","","","","","","","","","","","","","","","","","","","woods103","polln102","","regular","4","5","CVB","BIR","","both","","","1946"
"CVB194605230","CAG","CVB","TOL05","19460523","0","","night","","","","","","2210","","","","","","","","","","","","","","","brewc102","","","regular","4","7","CVB","CAG","","","","","1946"
"CVB194606110","KCM","CVB","TOL05","19460611","0","","","","","","","","2388","","","","","","","","","","","","","","","","","","regular","7","7","","","y","both","","","1946"
"CAG194706250","BIR","CAG","TOL05","19470625","0","","night","","","","","","","","","","","","","","","","","","","","","jessg101","","","regular","3","11","CAG","BIR","","","","","1947"
