"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"KCM194207160","MEM","KCM","STJ01","19420716","0","","night","","","","","","1900","","","","","","","","","stabu901","hordm901","","","","","johnc103","evanf101","","regular","3","4","KCM","MEM","y","both","y","y","1942"
"KCM194208240","CAG","KCM","STJ01","19420824","0","","night","","","","","138","2390","","","","","","","","","hordm901","speau901","","","","","johnc103","thoms105","","regular","4","10","KCM","CAG","y","both","y","y","1942"
"CAG194209080","BIR","CAG","STJ01","19420908","0","","night","","","","","","1300","","","","","","","","","speau901","fordu901","","","","","sneae101","ferrw102","","exhibition","8","0","BIR","CAG","y","both","y","y","1942"
"BIR194209221","CI2","BIR","STJ01","19420922","1","","day","7","","","","","","","","","","","","","","","","","","","","welcw101","alleh106","","exhibition","2","7","BIR","CI2","y","both","","","1942"
"KCM194209222","BIR","KCM","STJ01","19420922","2","","night","","","","","","","","","","","","","","","","","","","","","keyer101","","","exhibition","5","0","BIR","KCM","y","both","","","1942"
"KCM194305250","CVB","KCM","STJ01","19430525","0","","","","","","","140","1018","","","","","","","","","huysu901","","hordm901","","","","paigs101","gulln101","","regular","2","5","KCM","CVB","y","both","y","y","1943"
"KCM194307130","BIR","KCM","STJ01","19430713","0","","night","","","","","136","2000","","","","","","","","","huysu901","hordm901","","","","","gipsa101","matcj101","","regular","12","2","BIR","KCM","y","both","y","y","1943"
"KCM194405290","CAG","KCM","STJ01","19440529","0","","night","","","","","","1500","","","","","","","","","","","","","","","alext101","jonea103","","regular","2","7","KCM","CAG","y","both","","","1944"
"KCM194407190","BIR","KCM","STJ01","19440719","0","","night","","","","","133","2000","","","","","","","","","stabu901","hordm901","","","","","gipsa101","lamaj102","","regular","5","4","BIR","KCM","y","both","y","y","1944"
"KCM194409050","MEM","KCM","STJ01","19440905","0","","night","","","","","126","","","","","","","","","","stabu901","","hordm901","","","","massg102","jonea103","","exhibition","2","5","KCM","MEM","y","both","y","y","1944"
"KCM194608150","CCR","KCM","STJ01","19460815","0","","night","","","","","","3275","","","","","","","","","","","","","","","wylis101","cathw101","","exhibition","7","9","KCM","CCR","y","both","y","y","1946"
"KCM194706060","CVB","KCM","STJ01","19470606","0","","night","","","","","228","","","","","","","","","","","","","","","","smitf107","bracd101","","regular","4","5","KCM","CVB","y","both","","","1947"
"KCM194708200","IN9","KCM","STJ01","19470820","0","","night","","","","","","4431","","","","","","","","","","litzb901","","","","","willj112","johnc103","","regular","11","7","IN9","KCM","y","both","y","y","1947"
"KCM194805250","IN9","KCM","STJ01","19480525","0","0:00PM","","","","false","","-1","2500","unknown","unknown","unknown","0","unknown","-1","","","hordm901","litzb901","","","","","lamaj102","cathw101","","regular","6","12","KCM","IN9","y","both","y","y","1948"
"KCM194807280","IN9","KCM","STJ01","19480728","0","","night","","","","","161","1600","","","","","","","","","hordm901","litzb901","","","","","cathw101","lamaj102","","regular","9","8","IN9","KCM","y","both","y","y","1948"
"KCM194808190","MEM","KCM","STJ01","19480819","0","","night","","","","","","","","","","","","","","","","","","","","","carts102","johnc103","","regular","3","1","MEM","KCM","y","both","y","y","1948"
