"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"CNN192105220","CG1","CNN","CIN07","19210522","0","","day","","","","","","5000","","","","","","","","","brauu901","","","","","","manec101","wickf102","boadl101","regular","2","14","CNN","CG1","y","both","y","y","1921"
"CAG193310050","SHV","CAG","CIN07","19331005","0","0:00PM","night","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","heckg101","rossu901","","","","","powem104","weavj101","","exhibition","0","3","CAG","SHV","y","both","y","y","1933"
"SNO194107201","CAG","SNO","CIN07","19410720","1","","day","","","","","","8000","","","","","","","","","","","","","","","mcalf101","cornw101","","regular","7","11","SNO","CAG","y","both","y","y","1941"
"SNO194107202","MEM","SNO","CIN07","19410720","2","","day","","","","","","8000","","","","","","","","","","","","","","","mathv101","smite111","","regular","6","1","MEM","SNO","y","both","y","y","1941"
"HOM194109071","NY6","HOM","CIN07","19410907","1","","","","","","","","3000","","","","","","","","","","","","","","","partr102","barnd101","","championship","6","7","HOM","NY6","","p","","","1941"
"HOM194109072","NY6","HOM","CIN07","19410907","2","","","","","","","","3000","","","","","","","","","","","","","","","browr103","","","championship","0","4","HOM","NY6","","","","","1941"
"CCB194205171","JAX","CCB","CIN07","19420517","1","","day","","","","","","10800","","","","","","","","","","","","","","","alleh106","breme101","","regular","6","3","JAX","CCB","","both","","","1942"
"CCB194205172","JAX","CCB","CIN07","19420517","2","","night","","","","","","10800","","","","","","","","","","","","","","","ellis102","jeffw101","","regular","1","0","JAX","CCB","y","both","","","1942"
"CCB194206211","BIR","CCB","CIN07","19420621","1","","day","","","","","","5000","","","","","","","","","","","","","","","jeffw101","gipsa101","","regular","1","8","CCB","BIR","y","both","y","y","1942"
"CCB194206212","BIR","CCB","CIN07","19420621","2","","day","","","","","","5000","","","","","","","","","","","","","","","markj101","owens101","","regular","9","3","BIR","CCB","y","both","","","1942"
"CCB194207040","CAG","CCB","CIN07","19420704","0","","day","","","","","","","","","","","","","","","","","","","","","jeffw101","","","regular","2","5","CCB","CAG","y","","","","1942"
"CCB194207261","NW2","CCB","CIN07","19420726","1","","","","","","","","5000","","","","","","","","","","","","","","","breme101","","","exhibition","3","7","CCB","NW2","","","","","1942"
"CCB194207262","NW2","CCB","CIN07","19420726","2","","","7","","","","","5000","","","","","","","","","","","","","","","","","","exhibition","4","3","NW2","CCB","y","","","","1942"
