"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"HOM194105120","BLG","HOM","RIC04","19410512","0","","night","","","","","120","500","","","","","","","","","mccrf901","","","","","","wrigj105","barnb105","","regular","9","10","HOM","BLG","y","both","y","y","1941"
"NW2194204120","HOM","NW2","RIC04","19420412","0","","day","","","","","","","","","","","","","","","","","","","","","day-l101","","","exhibition","0","9","NW2","HOM","","","","","1942"
"NY6194207170","BLG","NY6","RIC04","19420717","0","","night","","","","","","1500","","","","","","","","","","","","","","","","harvb101","","exhibition","7","9","NY6","BLG","y","both","","","1942"
"HOM194305100","NW2","HOM","RIC04","19430510","0","","night","","","","","135","","","","","","","","","","chriu901","browu901","","","","","stevw101","willc107","browr103","exhibition","8","10","HOM","NW2","y","both","y","y","1943"
"NW2194306280","HOM","NW2","RIC04","19430628","0","","","","","","","","","","","","","","","","","","","","","","","browr103","mannm101","","regular","10","8","HOM","NW2","y","both","","","1943"
"NW2194307020","HOM","NW2","RIC04","19430702","0","","night","","","","","","","","","","","","","","","chriu901","browu901","","","","","wrigj105","mannm101","walke103","regular","8","1","HOM","NW2","y","both","y","y","1943"
"HOM194405080","NY5","HOM","RIC04","19440508","0","","night","","","","","","1000","","","","","","","","","","","","","","","","","","exhibition","7","17","HOM","NY5","","","","","1944"
"NW2194408140","BLG","NW2","RIC04","19440814","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","6","8","NW2","BLG","","","","","1944"
"PH5194409220","NY5","PH5","RIC04","19440922","0","","night","","","","","","","","","","","","","","","","","","","","","currg102","mcfaj101","","exhibition","5","6","PH5","NY5","","p","","","1944"
"NW2194704250","NY6","NW2","RIC04","19470425","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","1","2","NW2","NY6","y","","","","1947"
