"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"ASO193110040","HOM","ASO","CLE07","19311004","0","0:00PM","day","","","false","","-1","4000","unknown","unknown","unknown","0","unknown","-1","","","meehj901","murpu901","","","","","stres101","uhleg101","","exhibition","18","0","HOM","ASO","y","both","y","y","1931"
"PTC193210021","NLS","PTC","CLE07","19321002","1","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","walkh901","harrm103","","","","","bellw101","swifb101","","exhibition","4","5","PTC","NLS","y","both","y","y","1932"
"PTC193210022","NLS","PTC","CLE07","19321002","2","0:00PM","night","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","walkh901","harrm103","","","","","bellw101","swifb101","","exhibition","2","4","PTC","NLS","y","both","y","y","1932"
"CV9193905141","CAG","CV9","CLE07","19390514","1","0:00PM","day","","","false","","0","7000","unknown","unknown","unknown","0","unknown","-1","","","hayeg901","porth901","thomu901","","","","henrp101","cornw101","","regular","3","5","CV9","CAG","y","both","y","y","1939"
"CV9193905212","ATN","CV9","CLE07","19390521","2","0:00PM","night","","","false","","0","4000","wet","rain","unknown","0","unknown","-1","","","walkh901","hayeg901","","porth901","","","owens101","howat101","","regular","8","10","CV9","ATN","y","both","y","y","1939"
"HOM194008080","NY6","HOM","CLE07","19400808","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","2","15","HOM","NY6","","","","","1940"
"HOM194105181","NY5","HOM","CLE07","19410518","1","","day","","","","","","6547","","","","","","","","","harrm103","banau901","","","","","partr102","stann101","","regular","1","3","HOM","NY5","y","both","y","y","1941"
"HOM194105182","NY5","HOM","CLE07","19410518","2","","day","","","","","","6547","","","","","","","","","harrm103","banau901","","","","","hamij104","hollb106","","regular","3","5","HOM","NY5","y","both","y","y","1941"
"ASW194208180","ASE","ASW","CLE07","19420818","0","0:00PM","night","","","false","","168","10791","unknown","unknown","unknown","0","unknown","-1","","","craij901","walkh901","mccrf901","banau901","","","smitg105","breme101","day-l101","allstar","9","2","ASE","ASW","y","both","y","y","1942"
"CVB194507160","BIR","CVB","CLE07","19450716","0","","","","","","","","12733","","","","","","","","","thomj901","","","","","","breme101","hubej101","","regular","2","6","CVB","BIR","y","both","y","y","1945"
"CVB194507240","KCM","CVB","CLE07","19450724","0","","night","","","","","","11000","","","","","","","","","","","","","","","breme101","mcdab101","","regular","2","3","CVB","KCM","y","both","y","y","1945"
"CVB194508030","CAG","CVB","CLE07","19450803","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","1","4","CVB","CAG","","","","","1945"
"HOM194508051","NY6","HOM","CLE07","19450805","1","","","","","","","","9650","","","","","","","","","","","","","","","dihim101","browr103","","regular","3","2","NY6","HOM","","p","","","1945"
"HOM194508052","NY6","HOM","CLE07","19450805","2","","","","","","","","9650","","","","","","","","","","","","","","","andeb106","welmr101","","regular","3","2","NY6","HOM","","p","","","1945"
"CVB194508301","MEM","CVB","CLE07","19450830","1","","night","","","","","","","","","","","","","","","","","","","","","browj114","","","regular","0","1","CVB","MEM","","","","","1945"
"CVB194508302","MEM","CVB","CLE07","19450830","2","","night","","","","","","","","","","","","","","","","","","","","","jeffw101","","","regular","0","2","CVB","MEM","","","","","1945"
"CVB194509130","HOM","CVB","CLE07","19450913","0","0:00PM","night","","","false","","99","8000","unknown","unknown","unknown","0","unknown","-1","","","walkh901","mccrf901","harrm103","thomj901","","","jeffw101","welmr101","","championship","1","2","CVB","HOM","y","both","y","y","1945"
"CVB194607170","MEM","CVB","CLE07","19460717","0","","","","","","","180","6500","","","","","","","","","kellu901","platu901","porth901","thomj901","","","bankd101","clarw103","","regular","12","6","MEM","CVB","y","both","y","y","1946"
"CVB194607290","BIR","CVB","CLE07","19460729","0","","","","","","","","5000","","","","","","","","","","","","","","","boona101","poweb103","","regular","3","4","CVB","BIR","y","both","","","1946"
"CVB194608231","CAG","CVB","CLE07","19460823","1","","night","","","","","","7000","","","","","","","","","","","","","","","jessg101","","","regular","12","4","CAG","CVB","","","","","1946"
"CAG194608232","HOM","CAG","CLE07","19460823","2","","night","","","","","","7000","","","","","","","","","","","","","","","","","","exhibition","8","2","HOM","CAG","","","","","1946"
"ASF194610012","ASP","ASF","CLE07","19461001","2","0:00PM","night","","","false","","-1","8000","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","chans101","paigs101","","exhibition","0","5","ASF","ASP","y","both","y","y","1946"
"CVB194707081","CAG","CVB","CLE07","19470708","1","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","4","6","CVB","CAG","","","","","1947"
"CVB194707082","CAG","CVB","CLE07","19470708","2","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","2","11","CVB","CAG","","","","","1947"
"CVB194709230","NY6","CVB","CLE07","19470923","0","","night","","","false","","-1","6000","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","morrb104","jones105","","championship","6","0","NY6","CVB","y","both","y","y","1947"
