"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"NY6194107100","HOM","NY6","NPN01","19410710","0","","","","","","","","","","","","","","","","","","","","","","","mcdut101","howac102","","exhibition","7","5","HOM","NY6","y","both","y","y","1941"
"NY6194108060","HOM","NY6","NPN01","19410806","0","","night","","","","","","1300","","","","","","","","","","","","","","","housj103","andeb106","","regular","13","1","HOM","NY6","y","both","","","1941"
"BLG194109180","HOM","BLG","NPN01","19410918","0","","night","","","","","","","","","","","","","","","","","","","","","gainj102","","","exhibition","0","6","BLG","HOM","","","","","1941"
"HOM194206290","NW2","HOM","NPN01","19420629","0","","","","","","","","5500","","","","","","","","","","","","","","","carts102","hillj104","","exhibition","7","8","HOM","NW2","y","both","","","1942"
"NY6194207210","BLG","NY6","NPN01","19420721","0","","night","","","","","","1600","","","","","","","","","","","","","","","","andeb106","","exhibition","7","4","BLG","NY6","y","both","","","1942"
"NY6194207220","BLG","NY6","NPN01","19420722","0","","night","","","","","","1200","","","","","","","","","","","","","","","barnd101","snowf101","","exhibition","2","3","NY6","BLG","y","p","","","1942"
"HOM194207290","PH5","HOM","NPN01","19420729","0","","night","","","","","","2600","","","","","","","","","","","","","","","partr102","evanb105","","exhibition","3","5","HOM","PH5","y","both","","","1942"
"HOM194208030","CAG","HOM","NPN01","19420803","0","","night","","","","","","","","","","","","","","","","","","","","","carts102","hubej101","welmr101","exhibition","3","4","HOM","CAG","y","both","","","1942"
"BLG194208190","NW2","BLG","NPN01","19420819","0","","night","","","","","","2000","","","","","","","","","","","","","","","","","","exhibition","2","2","","","y","both","","","1942"
"BLG194304251","CI2","BLG","NPN01","19430425","1","","day","","","","","","3500","","","","","","","","","","","","","","","","","","exhibition","2","21","BLG","CI2","","","","","1943"
"BLG194304252","CI2","BLG","NPN01","19430425","2","","day","","","","","","3500","","","","","","","","","","","","","","","","","","exhibition","1","14","BLG","CI2","","","","","1943"
"NW2194305130","HOM","NW2","NPN01","19430513","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","8","5","HOM","NW2","","","","","1943"
"HOM194305180","BLG","HOM","NPN01","19430518","0","","night","","","","","","2500","","","","","","","","","","","","","","","partr102","glovt101","","regular","4","14","HOM","BLG","","p","","","1943"
"NY6194306030","HOM","NY6","NPN01","19430603","0","","night","","","","","","","","","","","","","","","","","","","","","westo102","calhl101","","regular","9","4","HOM","NY6","","p","","","1943"
"NW2194307210","BLG","NW2","NPN01","19430721","0","","night","","","","","","","","","","","","","","","","","","","","","davij106","","","exhibition","1","7","NW2","BLG","","","","","1943"
"NY5194705050","NY6","NY5","NPN01","19470505","0","","night","","","","","","","","","","","","","","","","","","","","","stann101","jenkp101","","regular","2","3","NY5","NY6","y","both","","","1947"
"NY5194705060","NY6","NY5","NPN01","19470506","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","8","13","NY5","NY6","","","","","1947"
