"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"PRG193010290","ASG","PRG","LOS02","19301029","0","0:00PM","night","","","false","","109","10129","unknown","unknown","unknown","0","unknown","-1","","","chadc101","broou901","","","","","fitzf101","britg103","","exhibition","6","3","ASG","PRG","y","both","y","y","1930"
"PRG193011010","KLK","PRG","LOS02","19301101","0","0:00PM","day","","","false","","100","0","unknown","unknown","unknown","0","unknown","-1","","","broou901","powej901","","","","","ballw101","charp102","","exhibition","5","3","KLK","PRG","y","both","y","y","1930"
"PRG193011021","KLK","PRG","LOS02","19301102","1","0:00PM","day","","","false","","109","0","unknown","unknown","unknown","0","unknown","-1","","","powej901","broou901","","","","","britg103","shelf101","","exhibition","2","3","PRG","KLK","y","both","y","y","1930"
"PRG193011022","KLK","PRG","LOS02","19301102","2","0:00PM","day","","","false","","81","3000","unknown","unknown","unknown","0","unknown","-1","","","broou901","powej901","","","","","fostw101","gablf101","","exhibition","1","9","PRG","KLK","y","both","y","y","1930"
"PRG193011230","KLK","PRG","LOS02","19301123","0","0:00PM","day","","","false","","100","0","unknown","unknown","unknown","0","unknown","-1","","","moorc901","broou901","","","","","fostw101","ballw101","","exhibition","2","5","PRG","KLK","y","both","y","y","1930"
"PRG193510190","PIR","PRG","LOS02","19351019","0","0:00PM","night","","","false","","105","0","unknown","unknown","unknown","0","unknown","-1","","","leakh901","hoodu901","","","","","grifr101","frasv101","","exhibition","3","8","PRG","PIR","y","both","y","y","1935"
"PRG193510201","PIR","PRG","LOS02","19351020","1","0:00PM","day","","","false","","119","7500","unknown","unknown","unknown","0","unknown","-1","","","hoodu901","leakh901","","","","","grifr101","frenl101","","exhibition","4","5","PRG","PIR","y","both","y","y","1935"
"PRG193510202","PIR","PRG","LOS02","19351020","2","0:00PM","day","","","false","","62","7500","unknown","unknown","unknown","0","unknown","-1","","","leakh901","hoodu901","","","","","munnl101","younu101","","exhibition","4","2","PIR","PRG","y","both","y","y","1935"
"ASD193510310","PRG","ASD","LOS02","19351031","0","0:00PM","night","","","false","","-1","7000","unknown","unknown","unknown","0","unknown","-1","","","hoodu901","stewu901","","","","","kimbn101","brewc102","","exhibition","4","5","ASD","PRG","y","both","y","y","1935"
"PRG193511090","PIR","PRG","LOS02","19351109","0","","","","","","","","","","","","","","","","","","","","","","","brewc102","malic101","","exhibition","5","13","PRG","PIR","y","both","","","1935"
