"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"SNO194004150","NY5","SNO","BAT01","19400415","0","","day","","","","","","","","","","","","","","","","","","","","","","","","exhibition","5","3","NY5","SNO","","","","","1940"
"SNO194007270","IN8","SNO","BAT01","19400727","0","","","","","","","92","","","","","","","","","","mescu901","joneu901","","","","","mcalf101","wilsl102","","regular","2","7","SNO","IN8","y","both","y","y","1940"
"SNO194009170","BIR","SNO","BAT01","19400917","0","","night","","","","","","","","","","","","","","","","","","","","","boona101","sneae101","","exhibition","5","6","SNO","BIR","y","both","","","1940"
"SNO194009180","BIR","SNO","BAT01","19400918","0","","","","","","","","","","","","","","","","","","","","","","","suttl101","jessg101","","exhibition","4","7","SNO","BIR","y","both","","","1940"
"SNO194104090","CAG","SNO","BAT01","19410409","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","17","3","CAG","SNO","","","","","1941"
"BIR194508220","CVB","BIR","BAT01","19450822","0","","","","","","","","","","","","","","","","","","","","","","","","davis106","","regular","5","10","BIR","CVB","","","","","1945"
"BIR194604150","NY6","BIR","BAT01","19460415","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","8","10","BIR","NY6","","both","","","1946"
"IN9194604260","KCM","IN9","BAT01","19460426","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","10","2","KCM","IN9","","","","","1946"
