"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"SLG192110030","SLN","SLG","STL07","19211003","0","0:00PM","day","","","false","","202","0","unknown","unknown","unknown","0","unknown","-1","","","browu901","poweu902","","","","","pertb101","drakb101","","exhibition","5","4","SLN","SLG","y","both","y","y","1921"
"SLG192110040","SLN","SLG","STL07","19211004","0","0:00PM","day","","","false","","97","0","unknown","unknown","unknown","0","unknown","-1","","","browu901","poweu902","","","","","oldhj102","hainj101","","exhibition","2","6","SLG","SLN","y","both","y","y","1921"
"SLG192110091","SLN","SLG","STL07","19211009","1","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","nortl101","oldhj102","","exhibition","12","3","SLN","SLG","y","both","y","y","1921"
"SLG192110092","SLN","SLG","STL07","19211009","2","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","pertb101","drakb101","","exhibition","9","6","SLN","SLG","y","both","y","y","1921"
"SLG192110100","SLN","SLG","STL07","19211010","0","","day","","","","","82","","","","","","","","","","fourj101","","","","","","walkr102","staro101","","exhibition","10","3","SLN","SLG","y","both","y","y","1921"
"CAG194107040","KCM","CAG","STL07","19410704","0","","day","","","","","","19178","","","","","","","","","donab901","zompc101","","hollu901","","","paigs101","cornw101","","regular","11","2","KCM","CAG","y","both","y","y","1941"
"MLS194110050","KCM","MLS","STL07","19411005","0","0:00PM","night","","","false","","-1","10124","unknown","unknown","unknown","0","unknown","-1","","","barla901","","","","","","fellb101","paigs101","heink101","exhibition","1","4","MLS","KCM","y","both","y","y","1941"
"BIR194205300","NY5","BIR","STL07","19420530","0","0:00PM","","","","false","","156","11000","unknown","unknown","unknown","0","unknown","-1","","","donab901","smitu901","zompc101","hollu901","","","smite111","bankd101","","exhibition","8","4","NY5","BIR","y","both","y","y","1942"
"MEM194209071","NY6","MEM","STL07","19420907","1","","","","","","","","6000","","","","","","","","","","","","","","","","","","exhibition","1","4","MEM","NY6","y","","","","1942"
"MEM194209072","NY6","MEM","STL07","19420907","2","","","7","","","","","6000","","","","","","","","","","","","","","","","","","exhibition","7","6","NY6","MEM","y","","","","1942"
"CIA194508300","BIR","CIA","STL07","19450830","0","","night","","","","","","31000","","","","","","","","","","","","","","","medil101","newbj101","","regular","2","3","CIA","BIR","y","p","","","1945"
"CVB194607090","HOM","CVB","STL07","19460709","0","","night","","","","","","","","","","","","","","","","","","","","","thomf110","bracd101","","exhibition","12","2","HOM","CVB","y","both","y","y","1946"
"KCM194608301","IN9","KCM","STL07","19460830","1","","night","7","","","","","16500","","","","","","","","","","","","","","","willj112","lamaj102","","regular","3","2","IN9","KCM","y","both","y","y","1946"
"KCM194608302","IN9","KCM","STL07","19460830","2","","night","","","","","","16500","","","","","","","","","","","","","","","paigs101","davip103","","regular","1","6","KCM","IN9","y","both","y","y","1946"
"KCM194707081","HOM","KCM","STL07","19470708","1","5:00pm","day","7","","","","","14500","","","","","","","","","","","","","","","thomf110","lamaj102","","exhibition","3","1","HOM","KCM","y","both","y","y","1947"
"KCM194707082","HOM","KCM","STL07","19470708","2","","night","","","","","","14500","","","","","","","","","","","","","","","smitf107","wrigj105","","exhibition","2","3","KCM","HOM","y","both","y","y","1947"
"KCM194708041","BIR","KCM","STL07","19470804","1","","day","","","","","","20000","","","","","","","","","","","","","","","smitf107","hollc104","","regular","2","3","KCM","BIR","y","both","y","y","1947"
"KCM194708042","IN9","KCM","STL07","19470804","2","","day","7","","","","","20000","","","","","","","","","","","","","","","willj112","smith111","","regular","5","4","IN9","KCM","y","both","y","y","1947"
"KCM194708280","MEM","KCM","STL07","19470828","0","","night","","","","","110","9000","","","","","","","","","morru901","westu902","smitu901","","","","lamaj102","mathv101","","regular","0","6","KCM","MEM","y","both","y","y","1947"
"KCM194805311","IN9","KCM","STL07","19480531","1","0:00PM","day","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","smitf107","velaj101","","regular","2","4","KCM","IN9","y","both","y","y","1948"
"KCM194805312","IN9","KCM","STL07","19480531","2","0:00PM","night","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","lamaj102","cathw101","","regular","2","9","KCM","IN9","y","both","y","y","1948"
"KCM194807261","IN9","KCM","STL07","19480726","1","","night","","","","","","7000","","","","","","","","","","","","","","","smitf107","","","regular","5","9","KCM","IN9","","","","","1948"
"KCM194807262","IN9","KCM","STL07","19480726","2","","night","","","","","","7000","","","","","","","","","","","","","","","johnc103","","","regular","2","9","KCM","IN9","","","","","1948"
"KCM194808170","CAG","KCM","STL07","19480817","0","","night","","","","","","5000","","","","","","","","","","","","","","","jessg101","","","regular","10","3","CAG","KCM","y","both","","","1948"
