"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"NNS193610010","MLS","NNS","DAV01","19361001","0","0:00PM","night","","","false","","125","2945","unknown","unknown","unknown","0","unknown","-1","","","brosu901","caldu901","","charu901","","","winfj101","porta103","","exhibition","2","1","MLS","NNS","y","both","y","y","1936"
"KCM193710050","MLS","KCM","DAV01","19371005","0","0:00PM","night","","","false","","113","5000","unknown","unknown","unknown","0","unknown","-1","","","duhlu901","rahit901","","","","","warnl101","cornw101","","exhibition","5","3","MLS","KCM","y","both","y","y","1937"
"JAX194107140","BIR","JAX","DAV01","19410714","0","","night","","","","","104","","","","","","","","","","healu901","ryanu901","","","","","sayla101","sarva101","","regular","8","3","BIR","JAX","y","both","y","y","1941"
"KCM194108120","SNO","KCM","DAV01","19410812","0","","night","","","","","150","1000","","","","","","","","","healu901","crawj902","","","","","boonl102","bryaa101","mcalf101","regular","7","3","SNO","KCM","y","both","y","y","1941"
"CAG194209040","NY6","CAG","DAV01","19420904","0","","night","","","","","","","","","","","","","","","","","","","","","cruem101","alleh106","","exhibition","12","3","NY6","CAG","y","both","y","y","1942"
"CI2194307200","MEM","CI2","DAV01","19430720","0","","night","","","","","123","4150","","","","","","","","","knudu901","thomu902","","","","","mathv101","evanf101","","regular","6","1","MEM","CI2","y","both","y","y","1943"
"CI2194308040","BIR","CI2","DAV01","19430804","0","","night","","","","","136","2000","","","","","","","","","knudu901","hende901","","","","","wilsf104","hubej101","","regular","3","5","CI2","BIR","y","both","y","y","1943"
"CAG194309030","NY6","CAG","DAV01","19430903","0","","night","","","","","130","1500","","","","","","","","","knudu901","hende901","","","","","coimp101","westo102","","exhibition","10","0","NY6","CAG","y","both","y","y","1943"
"CIA194405250","MEM","CIA","DAV01","19440525","0","","night","","","","","120","1400","","","","","","","","","knudu901","","rohlu901","","","","keyer101","ruiza101","","regular","4","1","MEM","CIA","y","both","y","y","1944"
"KCM194406010","CAG","KCM","DAV01","19440601","0","","night","","","","","125","2300","","","","","","","","","knudu901","","rohlu901","","","","lamaj102","sharp101","","regular","0","9","KCM","CAG","y","both","y","y","1944"
"MEM194406130","NW2","MEM","DAV01","19440613","0","","night","","","","","130","1602","","","","","","","","","rohlu901","knudu901","","","","","jacoe102","chate101","","exhibition","8","2","NW2","MEM","y","both","y","y","1944"
"CAG194407100","CIA","CAG","DAV01","19440710","0","","night","","","","","98","1200","","","","","","","","","knudu901","weidc901","","hende901","","","davir103","jonea103","","regular","5","0","CIA","CAG","y","both","y","y","1944"
"KCM194408220","MEM","KCM","DAV01","19440822","0","","night","","","","","125","1415","","","","","","","","","weidc901","knudu901","","pineu901","","","mathv101","lamaj102","","regular","10","4","MEM","KCM","y","both","y","y","1944"
"CAG194508280","KCM","CAG","DAV01","19450828","0","","night","","","","","140","1600","","","","","","","","","knutu901","pineu901","","","","","mccow102","wylis101","","regular","7","8","CAG","KCM","y","both","y","y","1945"
"CAG194606030","BIR","CAG","DAV01","19460603","0","","","","","","","125","800","","","","","","","","","crawj902","atkiu901","","","","","poweb103","howar101","","regular","13","3","BIR","CAG","y","both","y","y","1946"
"CAG194606100","IN9","CAG","DAV01","19460610","0","","","","","","","132","800","","","","","","","","","atkiu901","crawj902","","","","","henrp101","mccow102","","regular","7","1","IN9","CAG","y","both","y","y","1946"
"KCM194805300","IN9","KCM","DAV01","19480530","0","0:00PM","","","","false","","120","2300","unknown","unknown","unknown","0","unknown","-1","","","crawj902","","atkiu901","","","","cohej101","collg101","","regular","9","7","IN9","KCM","y","both","y","y","1948"
"KCM194807080","CAG","KCM","DAV01","19480708","0","","night","","","","","135","2000","","","","","","","","","donou901","","crawj902","","","","lamaj102","rhodh101","","regular","0","6","KCM","CAG","y","both","y","y","1948"
"KCM194808180","MEM","KCM","DAV01","19480818","0","","night","","","","","134","1800","","","","","","","","","crawj902","Donahu","","","","","lamaj102","evanf101","","regular","1","10","KCM","MEM","y","both","y","y","1948"
