"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"ALM193510250","PTC","ALM","MEX01","19351025","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","","","","exhibition","6","6","","","y","both","y","y","1935"
"ALM193510260","PTC","ALM","MEX01","19351026","0","0:00PM","day","","","false","","-1","13000","unknown","unknown","unknown","0","unknown","-1","","","atriu901","carmu901","","","","","lyont102","kinch101","","exhibition","1","11","ALM","PTC","y","both","y","y","1935"
"ALM193510270","PTC","ALM","MEX01","19351027","0","0:00PM","day","","","false","","0","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","knotj102","huntb106","","exhibition","2","7","ALM","PTC","y","both","y","y","1935"
