"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"NW2193906041","HOM","NW2","BUF06","19390604","1","","day","","","","","","","","","","","","","","","","","","","","","hillj104","browl108","","regular","3","20","NW2","HOM","","p","","","1939"
"NW2193906042","HOM","NW2","BUF06","19390604","2","","day","","","","","","","","","","","","","","","","","","","","","walkj105","","","regular","6","14","NW2","HOM","","","","","1939"
"HOM194007020","BLG","HOM","BUF06","19400702","0","","","","","","","","","","","","","","","","","","","","","","","barbb102","walke103","","regular","13","8","BLG","HOM","y","both","y","y","1940"
"NW2194109040","BLG","NW2","BUF06","19410904","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","4","5","NW2","BLG","","","","","1941"
"CCB194206120","CAG","CCB","BUF06","19420612","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","0","4","CCB","CAG","","","","","1942"
"KCM194206250","BIR","KCM","BUF06","19420625","0","","night","","","","","","4000","","","","","","","","","","","","","","","matcj101","mckig101","","regular","4","5","KCM","BIR","y","both","","","1942"
"PH5194207191","NW2","PH5","BUF06","19420719","1","","","","","","","","7000","","","","","","","","","","","","","","","browb107","mannm101","","regular","5","20","PH5","NW2","","p","","","1942"
"PH5194207192","NW2","PH5","BUF06","19420719","2","","","7","","","","","7000","","","","","","","","","","","","","","","day-l101","buchc101","","regular","7","4","NW2","PH5","y","p","","","1942"
"CCB194207240","HOM","CCB","BUF06","19420724","0","","","","","","","","","","","","","","","","","","","","","","","partr102","coopj101","","exhibition","16","15","HOM","CCB","y","both","y","y","1942"
"NY6194208180","NY5","NY6","BUF06","19420818","0","","night","","","","","","","","","","","","","","","","","","","","","mcalf101","","","exhibition","6","5","NY5","NY6","","","","","1942"
"CCB194209061","NY5","CCB","BUF06","19420906","1","","","","","","","","","","","","","","","","","","","","","","","breme101","","","exhibition","3","8","CCB","NY5","","","","","1942"
"CCB194209062","NY5","CCB","BUF06","19420906","2","","","7","","","","","","","","","","","","","","","","","","","","","","","exhibition","2","8","CCB","NY5","","","","","1942"
"CVB194306010","CI2","CVB","BUF06","19430601","0","","","","","","","","","","","","","","","","","","","","","","","jeffw101","danig101","","regular","0","4","CVB","CI2","","both","","","1943"
"CVB194306020","CI2","CVB","BUF06","19430602","0","","night","","","","","","","","","","","","","","","","","","","","","smitt105","henrp101","","regular","0","11","CVB","CI2","","p","","","1943"
"CVB194306070","KCM","CVB","BUF06","19430607","0","","night","","","","","","1300","","","","","","","","","","","","","","","jeffw101","walkg103","","regular","3","4","CVB","KCM","y","both","","","1943"
"CVB194306180","CAG","CVB","BUF06","19430618","0","","night","","","","","","","","","","","","","","","","","","","","","jeffw101","suttl101","","regular","0","13","CVB","CAG","y","both","","","1943"
"CVB194307160","HOM","CVB","BUF06","19430716","0","","","","","","","","2000","","","","","","","","","","","","","","","","","","exhibition","5","4","HOM","CVB","","","","","1943"
"HWS194308010","HSL","HWS","BUF06","19430801","0","","day","","","","","","5000","","","","","","","","","","","","","","","deand102","","","exhibition","0","6","HWS","HSL","","","","","1943"
"CVB194405230","BIR","CVB","BUF06","19440523","0","","","","","","","","","","","","","","","","","","","","","","","washf101","jeffg102","hubej101","regular","5","2","BIR","CVB","","both","y","","1944"
"CVB194407120","MEM","CVB","BUF06","19440712","0","","night","","","","","","","","","","","","","","","","","","","","","jeffg102","","","regular","1","8","CVB","MEM","","","","","1944"
"CVB194408210","CIA","CVB","BUF06","19440821","0","","night","","","","","","","","","","","","","","","","","","","","","willj112","hardl104","","regular","8","1","CIA","CVB","","p","","","1944"
"CVB194409050","CAG","CVB","BUF06","19440905","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","2","3","CVB","CAG","y","","","","1944"
"CVB194409070","HOM","CVB","BUF06","19440907","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","9","5","HOM","CVB","","","","","1944"
"CVB194409080","HOM","CVB","BUF06","19440908","0","","night","","","","","","","","","","","","","","","","","","","","","jeffw101","","","exhibition","3","9","CVB","HOM","","","","","1944"
"CVB194506040","CIA","CVB","BUF06","19450604","0","","","","","","","","","","","","","","","","","","","","","","","medil101","carsf102","","regular","4","3","CIA","CVB","","p","","","1945"
"CVB194509100","BIR","CVB","BUF06","19450910","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","3","7","CVB","BIR","","","","","1945"
"HOM194509110","NY6","HOM","BUF06","19450911","0","","night","","","","","","","","","","","","","","","","","","","","","browr103","andeb106","","regular","4","5","HOM","NY6","y","both","","","1945"
"HOM194509120","NY6","HOM","BUF06","19450912","0","","","","","","","","","","","","","","","","","","","","","","","tianl102","carts102","","regular","10","9","NY6","HOM","y","both","","","1945"
"CVB194605240","IN9","CVB","BUF06","19460524","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","1","6","CVB","IN9","","","","","1946"
"CVB194607270","BIR","CVB","BUF06","19460727","0","","night","","","","","","","","","","","","","","","","","","","","","carsf102","gipsa101","","regular","6","8","CVB","BIR","y","both","","","1946"
"CVB194607300","HOM","CVB","BUF06","19460730","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","6","7","CVB","HOM","","","","","1946"
"HOM194706030","NW2","HOM","BUF06","19470603","0","","","","","","","","3500","","","","","","","","","","","","","","","","","","regular","13","8","NW2","HOM","","","","","1947"
"CVB194707100","CAG","CVB","BUF06","19470710","0","","","","","","","","2000","","","","","","","","","","","","","","","","","","regular","14","11","CAG","CVB","y","both","","","1947"
"CVB194708070","MEM","CVB","BUF06","19470807","0","","night","","","","","","2000","","","","","","","","","","","","","","","","","","regular","6","4","MEM","CVB","y","both","","","1947"
"CVB194708080","MEM","CVB","BUF06","19470808","0","","night","","","","","","","","","","","","","","","","","","","","","clarw103","ramsl101","","regular","2","11","CVB","MEM","y","both","","","1947"
"CVB194709040","NY6","CVB","BUF06","19470904","0","","night","","","","","","1800","","","","","","","","","","","","","","","cruem101","clarw103","","exhibition","9","7","NY6","CVB","y","both","","","1947"
"CVB194709050","NY6","CVB","BUF06","19470905","0","8:30pm","night","","","","","","2000","","","","","","","","","","","","","","","willc108","scanp104","","exhibition","7","10","CVB","NY6","y","both","","","1947"
"CVB194806100","MEM","CVB","BUF06","19480610","0","","night","","","","","","","","","","","","","","","","","","","","","clarw103","sharp101","","regular","6","15","CVB","MEM","y","both","","","1948"
"CVB194806150","KCM","CVB","BUF06","19480615","0","","night","","","","","","","","","","","","","","","","","","","","","smitf107","","","regular","12","4","KCM","CVB","y","both","","","1948"
"CVB194807080","NY6","CVB","BUF06","19480708","0","","night","","","","","","2000","","","","","","","","","","","","","","","santj103","boona101","","exhibition","6","2","NY6","CVB","y","both","","","1948"
"CVB194809060","CAG","CVB","BUF06","19480906","0","","night","","","","","","","","","","","","","","","","","","","","","stewr101","clarw103","","regular","14","4","CAG","CVB","y","both","","","1948"
"CVB194809081","CAG","CVB","BUF06","19480908","1","","day","","","","","","","","","","","","","","","","","","","","","","","","regular","7","3","CAG","CVB","","","","","1948"
"CVB194809082","CAG","CVB","BUF06","19480908","2","","day","","","","","","","","","","","","","","","","","","","","","","","","regular","1","8","CVB","CAG","","","","","1948"
