"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"NSH193209180","CAG","NSH","NSH02","19320918","0","0:00PM","day","","","false","","-1","3500","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","fostw101","willj117","","lcs","10","5","CAG","NSH","y","both","y","y","1932"
"NSH193209211","CAG","NSH","NSH02","19320921","1","","day","","","","","","","","","","","","","","","","","","","","","banks101","powew101","","lcs","1","5","NSH","CAG","","p","","","1932"
"NSH193209212","CAG","NSH","NSH02","19320921","2","","day","","","","","","","","","","","","","","","","","","","","","","","","lcs","5","2","CAG","NSH","","","","","1932"
"NSH193210060","CAG","NSH","NSH02","19321006","0","0:00PM","","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","fostw101","willj117","","lcs","9","2","CAG","NSH","y","both","y","y","1932"
"WEG193609271","PTC","WEG","NSH02","19360927","1","","day","","","","","","","","","","","","","","","","","","","","","","","","championship","9","8","PTC","WEG","","","","","1936"
"WEG193609272","PTC","WEG","NSH02","19360927","2","","day","7","","","","","","","","","","","","","","","","","","","","","","","championship","2","1","PTC","WEG","","","","","1936"
"BLG194004281","BIR","BLG","NSH02","19400428","1","","","","","","","","","","","","","","","","","mccrf901","cleap901","","","","","willw105","howar101","","exhibition","3","9","BLG","BIR","y","both","y","y","1940"
"BLG194004282","BIR","BLG","NSH02","19400428","2","","","7","","","","","","","","","","","","","","","","","","","","davis106","","","exhibition","3","17","BLG","BIR","","","","","1940"
"BLG194005051","IN8","BLG","NSH02","19400505","1","1:50pm","day","","","","","","4000","","","","","","","","","mccrf901","cleap901","","","","","willw105","wrigj105","","exhibition","2","3","BLG","IN8","y","both","y","y","1940"
"BLG194005052","IN8","BLG","NSH02","19400505","2","","night","7","","","","","4000","","","","","","","","","","","","","","","","","","exhibition","3","5","BLG","IN8","","p","","","1940"
"BLG194106151","NY5","BLG","NSH02","19410615","1","","","","","","","","4500","","","","","","","","","","","","","","","rectc101","byrdb101","","regular","6","1","NY5","BLG","","p","","","1941"
"BLG194106152","NY5","BLG","NSH02","19410615","2","","","7","","","","","4500","","","","","","","","","","","","","","","stann101","","","regular","5","3","NY5","BLG","","","","","1941"
"BLG194205031","NY5","BLG","NSH02","19420503","1","","","","","","","118","","","","","","","","","","cleap901","greeu902","","","","","adame101","calhl101","","exhibition","5","9","BLG","NY5","y","both","y","y","1942"
"BLG194205032","NY5","BLG","NSH02","19420503","2","","","","","","","","","","","","","","","","","","","","","","","harvb101","smite111","","exhibition","3","5","BLG","NY5","","p","","","1942"
"CI2194306250","MEM","CI2","NSH02","19430625","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","0","0","","","y","both","","","1943"
"BIR194307220","NY6","BIR","NSH02","19430722","0","","night","","","","","","3000","","","","","","","","","","","","","","","mckig101","cruem101","","exhibition","1","4","BIR","NY6","y","both","","","1943"
"BLG194308151","CAG","BLG","NSH02","19430815","1","","","","","","","130","","","","","","","","","","cleap901","greeu902","","whitu901","","","cornw101","byrdb101","","exhibition","4","1","CAG","BLG","y","both","y","y","1943"
"BLG194308152","CAG","BLG","NSH02","19430815","2","","","","","","","","","","","","","","","","","","","","","","","","glovt101","","exhibition","10","9","CAG","BLG","y","both","","","1943"
"MEM194308191","CAG","MEM","NSH02","19430819","1","","","","","","","","","","","","","","","","","","","","","","","","","","regular","0","4","MEM","CAG","","","","","1943"
"MEM194308192","CAG","MEM","NSH02","19430819","2","","","","","","","","","","","","","","","","","","","","","","","","","","regular","3","4","MEM","CAG","","","","","1943"
"BLG194405010","CAG","BLG","NSH02","19440501","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","10","6","CAG","BLG","","","","","1944"
