"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"KCM193909010","SSA","KCM","MUS01","19390901","0","0:00PM","night","","","false","","-1","3000","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","coopa101","mcalf101","","lcs","2","7","KCM","SSA","y","both","y","y","1939"
"MEM194004190","SNO","MEM","MUS01","19400419","0","","night","","","","","","","","","","","","","","","","","","","","","boonl102","","","exhibition","4","5","MEM","SNO","","","","","1940"
"KCM194105210","MEM","KCM","MUS01","19410521","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","4","4","","","","both","","","1941"
"KCM194205190","MEM","KCM","MUS01","19420519","0","","night","","","","","","900","","","","","","","","","","","","","","","lipsh101","smith111","","regular","3","1","MEM","KCM","","both","","","1942"
"KCM194206010","BIR","KCM","MUS01","19420601","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","1","4","KCM","BIR","y","","","","1942"
"KCM194308240","CI2","KCM","MUS01","19430824","0","","night","","","","","","3330","","","","","","","","","willp103","brucu901","","","","","mcdab101","newbj101","","regular","7","8","KCM","CI2","y","both","y","y","1943"
"MEM194309140","HSL","MEM","MUS01","19430914","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","6","7","MEM","HSL","","","","","1943"
"KCM194309180","CI2","KCM","MUS01","19430918","0","","night","","","","","","2000","","","","","","","","","","","","","","","","","","exhibition","5","7","KCM","CI2","","","","","1943"
"MEM194309210","NY5","MEM","MUS01","19430921","0","","night","","","","","","","","","","","","","","","willp103","brucu901","","","","","hutcw101","bunnw101","","exhibition","2","12","MEM","NY5","y","both","y","y","1943"
"CIA194404240","KCM","CIA","MUS01","19440424","0","","night","","","","","","","","","","","","","","","","","","","","","matcj101","overa101","","exhibition","17","1","KCM","CIA","y","both","","","1944"
"MEM194404280","CAG","MEM","MUS01","19440428","0","","night","","","","","","","","","","","","","","","","","","","","","jonea103","","","exhibition","7","11","MEM","CAG","y","both","","","1944"
"KCM194405040","MEM","KCM","MUS01","19440504","0","","","","","","","","","","","","","","","","","","","","","","","","","","exhibition","3","2","MEM","KCM","y","","","","1944"
"KCM194405230","CAG","KCM","MUS01","19440523","0","","night","","","","","","","","","","","","","","","","","","","","","jessg101","bumpe101","","regular","10","2","CAG","KCM","y","both","y","y","1944"
"MEM194407210","CVB","MEM","MUS01","19440721","0","","night","","","","","","","","","","","","","","","","","","","","","keyer101","browj114","","regular","3","8","MEM","CVB","","both","","","1944"
"KCM194408150","BIR","KCM","MUS01","19440815","0","","night","","","","","","","","","","","","","","","","","","","","","hubej101","thomd105","","regular","13","0","BIR","KCM","y","both","","","1944"
"KCM194409060","MEM","KCM","MUS01","19440906","0","","night","","","","","","","","","","","","","","","","","","","","","hutcw101","thomd105","","exhibition","6","2","MEM","KCM","y","both","","","1944"
"MEM194409130","CAG","MEM","MUS01","19440913","0","","night","","","","","","","","","","","","","","","","","","","","","mathv101","barnh102","","exhibition","2","3","MEM","CAG","y","both","","","1944"
"CVB194409270","CAG","CVB","MUS01","19440927","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","7","8","CVB","CAG","","","","","1944"
"MEM194410040","BLG","MEM","MUS01","19441004","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","5","1","BLG","MEM","","","","","1944"
"KCM194505080","CAG","KCM","MUS01","19450508","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","10","13","KCM","CAG","","","","","1945"
"KCM194505140","BIR","KCM","MUS01","19450514","0","","","","","","","","","","","","","","","","","","","","","","","wylis101","","","regular","3","8","KCM","BIR","y","both","","","1945"
"KCM194507070","BIR","KCM","MUS01","19450707","0","","","","","","","","","","","","","","","","","","","","","","","lamaj102","boona101","","regular","1","6","KCM","BIR","y","both","","","1945"
"KCM194509210","CIA","KCM","MUS01","19450921","0","","night","","","","","","","","","","","","","","","","","","","","","mcdab101","merch101","","exhibition","4","5","KCM","CIA","y","p","","","1945"
"KCM194605140","MEM","KCM","MUS01","19460514","0","","","","","","","","","","","","","","","","","","","","","","","johnc103","stewr101","","regular","3","4","KCM","MEM","y","both","","","1946"
"KCM194608210","MEM","KCM","MUS01","19460821","0","","night","","","","","170","2500","","","","","","","","","","","","","","","smitf107","evanf101","","regular","5","6","KCM","MEM","y","both","","","1946"
"MEM194609180","CAG","MEM","MUS01","19460918","0","","night","","","","","","","","","","","","","","","","","","","","","lockc102","whitl101","","exhibition","9","4","CAG","MEM","y","both","","","1946"
"KCM194709260","IN9","KCM","MUS01","19470926","0","","night","","","","","","","","","","","","","","","","","","","","","","","","exhibition","3","1","IN9","KCM","","","","","1947"
"CAG194805130","KCM","CAG","MUS01","19480513","0","","night","","","","","","","","","","","","","","","","","","","","","collg101","ortir102","","regular","1","0","KCM","CAG","y","both","","","1948"
"CVB194805170","KCM","CVB","MUS01","19480517","0","","night","","","","","","","","","","","","","","","","","","","","","johnl108","clarw103","","regular","5","1","KCM","CVB","y","both","","","1948"
