ID,last,first
bennu901,Bennett,
boweu902,Bowers,
boylu901,Boyle,Pat
carrj901,Carroll,Jack
connt901,Connolly,Tommy
costu901,Costello,
derrd901,Derr,Doll
dinnb101,Dinneen,Bill
evanb901,Evans,Billy
freeb102,Freeman,Buck
geish901,Geisel,Harry
hartb901,Hart,Bob
hayeg901,Hayes,Gerald
hildg101,Hildebrand,George
klemb901,Klem,Bill
mccob104,McCormick,Barry
mcded901,McDevitt,Daniel
mcgob901,McGowan,Bill
mclap901,McLaughlin,Peter
mooru901,Moore,
morac102,Moran,Charlie
morig101,Moriarty,George
nalld901,Nallin,Dick
odayh101,O'Day,Hank
ormsr901,Ormsby,Red
owenb901,Owens,Brick
pfirc901,Pfirman,Cy
phylb101,Phyle,Bill
quige901,Quigley,Ernie
rearb901,Reardon,Beans
riglc901,Rigler,Cy
rowlp801,Rowland,Pants
shanp901,Shaner,Patrick
stewj902,Stewart,Jack
stuae901,Stuart,Ed
sweej901,Sweeney,Monroe
wilsf901,Wilson,Frank
wingr901,Wing,Red
