ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1947N0002,edwab101,1947,BRO,O,,GDP,CHN194708010,1,0,1947N0004,COL,,,
1947N0003,edwab101,1947,BRO,O,,GDP,CHN194708030,1,0,1947N0005,COL,,,
1947N0004,edwab101,1947,BRO,D,C,DP,CHN194708010,0,1,1947N0002,COL,,,
1947N0005,edwab101,1947,BRO,D,C,DP,CHN194708030,0,1,1947N0003,COL,,,
1947N0007,furic101,1947,BRO,D,OF,LFG,PHI194705112,0,1,1947N0009,DUP,,,Y
1947N0008,furic101,1947,BRO,D,OF,LFG,BRO194705120,0,1,1947N0010,DUP,,,Y
1947N0009,furic101,1947,BRO,D,OF,CFG,PHI194705112,1,0,1947N0007,DUP,,No CF in game at end,Y
1947N0010,furic101,1947,BRO,D,OF,CFG,BRO194705120,1,0,1947N0008,DUP,,No CF in game at end,Y
1947N0011,furic101,1947,BRO,D,OF,RFG,,3,2,,,,Official sheets show 3 RFG,Y
1947N0013,hermg101,1947,BRO,D,OF,LFG,,63,64,,,,Official sheets show 63 LFG,Y
1947N0015,jorgs101,1947,BRO,D,3B,DP,PIT194707260,1,2,,,,,
1947N0017,mikse101,1947,BRO,O,,SH,BRO194708200,1,0,1947N0022,SWAP,OPP,22,
1947N0018,mikse101,1947,BRO,D,2B,G,BRO194705230,1,0,1947N0020,DUP,,,
1947N0019,mikse101,1947,BRO,D,2B,DP,,5,4,,ADD,,Official sheets show 5 DP at 2B,
1947N0020,mikse101,1947,BRO,D,3B,G,BRO194705230,0,1,1947N0018,DUP,,,
1947N0022,reesp101,1947,BRO,O,,SH,BRO194708200,0,1,1947N0017,SWAP,OPP,PP,
1947N0024,reisp101,1947,BRO,D,OF,LFG,BRO194708130,1,0,,,,No LF in game at end,Y
1947N0025,reisp101,1947,BRO,D,OF,LFG,PHI194708172,1,0,1947N0028,DUP,,,Y
1947N0026,reisp101,1947,BRO,D,OF,LFG,BRO194708240,0,1,1947N0029,DUP,,,Y
1947N0027,reisp101,1947,BRO,D,OF,LFG,,49,51,,,,Official sheets show 49 LFG,Y
1947N0028,reisp101,1947,BRO,D,OF,CFG,PHI194708172,0,1,1947N0025,DUP,,,Y
1947N0029,reisp101,1947,BRO,D,OF,CFG,BRO194708240,1,0,1947N0026,DUP,,,Y
1947N0030,reisp101,1947,BRO,D,OF,CFG,,68,62,,,,Official sheets show 68 CFG,Y
1947N0031,reisp101,1947,BRO,D,OF,RFG,,1,0,,,,Official sheets show 1 RFG,Y
1947N0033,snidd101,1947,BRO,D,OF,LFG,,5,4,,,,Official sheets show LFG,Y
1947N0036,culld101,1947,BSN,D,SS,G,,71,77,,COPY,,Official sheets show 71 G at SS,
1947N0037,ellib103,1947,BSN,D,3B,G,,147,148,,COPY,,Official sheets show 147 G at 3B,
1947N0038,holmt101,1947,BSN,D,OF,G,,148,147,,COPY,,Official sheets show 148 G in OF,
1947N0039,holmt101,1947,BSN,D,OF,RFG,,148,147,,,,Official sheets show 148 RFG,Y
1947N0040,hoppj102,1947,BSN,O,,BB,BSN194708150,0,1,1947N0069,SWAP,PAA,,
1947N0041,hoppj102,1947,BSN,D,OF,CFG,BSN194705302,0,1,1947N0042,DUP,,,Y
1947N0042,hoppj102,1947,BSN,D,OF,RFG,BSN194705302,1,0,1947N0041,DUP,,,Y
1947N0043,litwd101,1947,BSN,D,OF,LFG,CIN194706170,1,0,1947N0045,DUP,,No LF at start of game,Y
1947N0044,litwd101,1947,BSN,D,OF,LFG,,65,64,,,,Official sheets show 65 LFG,Y
1947N0045,litwd101,1947,BSN,D,OF,RFG,CIN194706170,0,1,1947N0043,DUP,,,Y
1947N0046,mccom101,1947,BSN,O,,RBI,,37,36,,ADD,,Addition error on page 1 of Official sheet,
1947N0047,mccom101,1947,BSN,D,OF,G,,78,79,,,,Official sheets show 78 G at OF,
1947N0048,mccom101,1947,BSN,D,OF,LFG,BSN194704240,0,1,1947N0056,DUP,,,Y
1947N0052,mccom101,1947,BSN,D,OF,LFG,BRO194707050,1,0,,,,No LF in game at end,Y
1947N0053,mccom101,1947,BSN,D,OF,LFG,SLN194707260,1,0,1947N0057,DUP,,No LF in game at end,Y
1947N0054,mccom101,1947,BSN,D,OF,LFG,SLN194707270,1,0,1947N0058,DUP,,No LF at start of game,Y
1947N0055,mccom101,1947,BSN,D,OF,LFG,SLN194707280,1,0,1947N0059,DUP,,No LF in game at end,Y
