ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1947A0001,doerb101,1947,BOS,O,,BB,BOS194709210,1,0,,OPP;PAA,,,
1947A0002,harrm101,1947,BOS,D,P,DP,,0,1,,COPY,,Official Sheets show 0 DP at P,
1947A0003,meles101,1947,BOS,O,,SO,,36,35,,ADD,,Official Sheets show 36 SO,
1947A0004,meles101,1947,BOS,D,OF,CFG,BOS194706222,0,1,1947A0009,DUP,,,Y
1947A0005,meles101,1947,BOS,D,OF,CFG,BOS194706230,0,1,1947A0010,DUP,,,Y
1947A0006,meles101,1947,BOS,D,OF,CFG,BOS194706251,0,1,1947A0011,DUP,,,Y
1947A0007,meles101,1947,BOS,D,OF,CFG,BOS194706252,0,1,1947A0012,DUP,,,Y
1947A0008,meles101,1947,BOS,D,OF,CFG,WS1194706270,0,1,1947A0013,DUP,,,Y
1947A0009,meles101,1947,BOS,D,OF,RFG,BOS194706222,1,0,1947A0004,DUP,,,Y
1947A0010,meles101,1947,BOS,D,OF,RFG,BOS194706230,1,0,1947A0005,DUP,,,Y
1947A0011,meles101,1947,BOS,D,OF,RFG,BOS194706251,1,0,1947A0006,DUP,,,Y
1947A0012,meles101,1947,BOS,D,OF,RFG,BOS194706252,1,0,1947A0007,DUP,,,Y
1947A0013,meles101,1947,BOS,D,OF,RFG,WS1194706270,1,0,1947A0008,DUP,,,Y
1947A0014,partr101,1947,BOS,O,,BB,BOS194709012,0,1,1947A0214,PAA,,,
1947A0015,peskj101,1947,BOS,D,3B,G,PHA194705270,0,1,1947A0016,DUP,,,
1947A0016,peskj101,1947,BOS,D,SS,G,PHA194705270,1,0,1947A0015,DUP,,,
1947A0017,smite105,1947,BOS,O,,BB,,0,1,,COPY,,Official Sheets show 0 BB,
1947A0018,willt103,1947,BOS,O,,BB,SLA194705060,0,1,,OPP;PAA,,,
1947A0020,appll101,1947,CHA,O,,BB,CLE194706280,1,0,1947A0031,SWAP;PAA,,,
1947A0021,dickg101,1947,CHA,O,,SO,CHA194708260,1,0,1947A0077,SWAP,,,
1947A0022,dickg101,1947,CHA,D,C,G,CHA194709200,0,1,,,,,
1947A0023,kennb104,1947,CHA,O,,BB,BOS194709151,0,1,1947A0083,SWAP;PAA,,,
1947A0024,kennb104,1947,CHA,D,OF,LFG,BOS194709140,1,0,1947A0025,,,,Y
1947A0025,kennb104,1947,CHA,D,OF,RFG,BOS194709140,0,1,1947A0081,,,,Y
