ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1910A0001,bradh101,1910,BOS,O,,SH,BOS191007142,2,0,,PAA,,,
1910A0002,bradh101,1910,BOS,D,1B,ERR,,0,1,,,,Both Retro and Official show 0 ERR at 1B,
1910A0003,bradh101,1910,BOS,D,1B,DP,,11,9,,,,DPs not shown on official sheets,
1910A0004,bradh101,1910,BOS,D,OF,ERR,,1,0,,,,Both Retro and Official show 1 ERR in OF,
1910A0005,carrb101,1910,BOS,O,,G,BOS191009070,1,0,,,,,
1910A0006,carrb101,1910,BOS,O,,AB,BOS191007220,2,1,,PAA,,,
1910A0007,carrb101,1910,BOS,O,,BB,,27,23,,,,BBs not shown on official sheets,
1910A0008,carrb101,1910,BOS,O,,SH,PHA191005020,1,0,,PAA,,,
1910A0009,collr103,1910,BOS,O,,AB,DET191008040,2,3,,PAA,,,
1910A0010,collr103,1910,BOS,O,,AB,CHA191009150,3,4,1910A0013,,,,
1910A0011,collr103,1910,BOS,O,,BB,,6,3,,,,BBs not shown on official sheets,
1910A0012,collr103,1910,BOS,D,P,ERR,CHA191008090,1,0,,,,,
1910A0013,englc103,1910,BOS,O,,G,CHA191009150,1,0,1910A1193,,,,
1910A1194,englc103,1910,BOS,O,,AB,,362,363,,,,Official sheets shows 362 AB,
1910A1193,englc103,1910,BOS,O,,AB,CHA191009150,1,0,1910A0010,,,,
1910A0014,englc103,1910,BOS,O,,2B,BOS191006230,1,0,1910A0015,COL,,,
1910A0015,englc103,1910,BOS,O,,3B,BOS191006230,0,1,1910A0014,COL,,,
1910A0016,englc103,1910,BOS,O,,BB,,32,31,,,,BBs not shown on official sheets,
1910A0017,englc103,1910,BOS,O,,SB,,11,12,,,,Official sheet shows 11 SB for BOS,
1910A0018,englc103,1910,BOS,D,2B,DP,,5,7,,,,DPs not shown on official sheets,
1910A0019,englc103,1910,BOS,D,3B,DP,,6,7,,,,DPs not shown on official sheets,
1910A0020,englc103,1910,BOS,D,SS,ERR,,8,7,,,,Official sheet shows 8 ERR at SS,
1910A0021,englc103,1910,BOS,D,SS,DP,,3,2,,,,DPs not shown on official sheets,
1910A0022,englc103,1910,BOS,D,OF,LFG,,1,0,,,,Games by outfield position not kept officially,Y
1910A0023,englc103,1910,BOS,D,OF,RFG,,1,2,,,,Games by outfield position not kept officially,Y
1910A0024,gardl101,1910,BOS,O,,G,BOS191007250,1,0,1910A0026,,,Officially no 2B in game,
