ID,last,first
allid101,Allison,Doug
annaw901,Annan,Bill
bearj901,Beardsley,John
birdd102,Birdsall,Dave
blaiw901,Blair,William
bomet901,Bomeisler,Theo
boydb101,Boyd,Bill
burdj101,Burdock,Jack
caret101,Carey,Tom
chanm901,Chandler,Moses
chapj102,Chapman,Jack
clinj101,Clinton,Jim
colbu901,Colby,
conef101,Cone,Fred
cravb101,Craver,Bill
dehlh101,Dehlman,Herman
demod901,Demorest,D.P.
fergb101,Ferguson,Bob
forcd101,Force,Davy
fulmc102,Fulmer,Chick
garrc901,Garrigan,Charles
glovf901,Glover,Frank
halba901,Halbach,Al
hallg101,Hall,George
halls901,Hall,Samuel
hasts101,Hastings,Scott
hatfj101,Hatfield,John
heubg101,Heubel,George
highd101,Higham,Dick
hoopm101,Hooper,Mike
jenna901,Jennings,Andrew
johnw901,Johns,Richard
kohlh101,Kohler,Henry
laugb101,Laughlin,Ben
lennb101,Lennon,Bill
leona101,Leonard,Andy
lockm901,Locke,William
lowej901,Lowell,John
lushm901,Lush,
mackd101,Mack,Denny
martl901,Martin,Lewis
martp104,Martin,Phonney
mathb101,Mathews,Bobby
mcleb901,McLean,Billy
mcleh901,McLean,Harry
mcvec101,McVey,Cal
millc104,Mills,Charlie
millj101,Miller,Joe
moseu901,Mosely,T.E.
murnt101,Murnane,Tim
powew901,Powers,W.
pratt101,Pratt,Tom
radcj101,Radcliff,John
reaca101,Reach,Al
reedh101,Reid,Hugh
remsj101,Remsen,Jack
robiv101,Robinson,Val
searj901,Sears,John
selmf101,Sellman,Frank
sensc101,Sensenderfer,Count
simmj101,Simmons,Joe
swanm101,Swandell,Marty
sweac101,Sweasy,Charlie
treaf101,Treacey,Fred
tylec901,Tyler,Columbus
urelm901,Urell,Emmett
watef102,Waterman,Fred
weigw901,Wiegel,William
whith901,White,Horatio
younn801,Young,Nick
