Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"19610410","0","Mon","CHA","AL",1,"WS2","AL",1,"D","",""
"19610411","0","Tue","LAA","AL",1,"BAL","AL",1,"D","",""
"19610411","0","Tue","KC1","AL",1,"BOS","AL",1,"D","",""
"19610411","0","Tue","CHN","NL",1,"CIN","NL",1,"D","",""
"19610411","0","Tue","CLE","AL",1,"DET","AL",1,"D","",""
"19610411","0","Tue","PHI","NL",1,"LAN","NL",1,"N","",""
"19610411","0","Tue","SLN","NL",1,"MLN","NL",1,"D","",""
"19610411","0","Tue","MIN","AL",1,"NYA","AL",1,"D","",""
"19610411","0","Tue","PIT","NL",1,"SFN","NL",1,"D","",""
"19610412","0","Wed","LAA","AL",2,"BAL","AL",2,"N","Cold","19610804"
"19610412","0","Wed","PHI","NL",2,"LAN","NL",2,"N","",""
"19610412","0","Wed","PIT","NL",2,"SFN","NL",2,"D","",""
"19610412","0","Wed","CHA","AL",2,"WS2","AL",2,"N","Rain","19610609"
"19610413","0","Thu","KC1","AL",2,"BOS","AL",2,"D","Rain","19610605"
"19610413","0","Thu","CHN","NL",2,"CIN","NL",2,"D","",""
"19610413","0","Thu","CLE","AL",2,"DET","AL",2,"D","Wet grounds","19610608"
"19610413","0","Thu","PHI","NL",3,"LAN","NL",3,"N","",""
"19610413","0","Thu","SLN","NL",2,"MLN","NL",2,"D","",""
"19610413","0","Thu","MIN","AL",2,"NYA","AL",2,"D","Rain","19610605"
"19610413","0","Thu","PIT","NL",3,"SFN","NL",3,"D","",""
"19610413","0","Thu","CHA","AL",3,"WS2","AL",3,"D","Wet grounds","19610901"
"19610414","0","Fri","MIN","AL",3,"BAL","AL",3,"N","",""
"19610414","0","Fri","MLN","NL",3,"CHN","NL",3,"D","",""
"19610414","0","Fri","CHA","AL",4,"DET","AL",3,"D","",""
"19610414","0","Fri","PIT","NL",4,"LAN","NL",4,"N","",""
"19610414","0","Fri","PHI","NL",4,"SFN","NL",4,"N","",""
"19610414","0","Fri","CIN","NL",3,"SLN","NL",3,"N","",""
"19610414","0","Fri","CLE","AL",3,"WS2","AL",4,"N","",""
"19610415","0","Sat","MIN","AL",4,"BAL","AL",4,"D","",""
"19610415","0","Sat","LAA","AL",3,"BOS","AL",3,"D","",""
"19610415","0","Sat","MLN","NL",4,"CHN","NL",4,"D","",""
"19610415","0","Sat","CHA","AL",5,"DET","AL",4,"D","",""
"19610415","0","Sat","PIT","NL",5,"LAN","NL",5,"N","",""
"19610415","0","Sat","KC1","AL",3,"NYA","AL",3,"D","",""
"19610415","0","Sat","PHI","NL",5,"SFN","NL",5,"D","",""
"19610415","0","Sat","CIN","NL",4,"SLN","NL",4,"D","",""
"19610415","0","Sat","CLE","AL",4,"WS2","AL",5,"D","",""
"19610416","1","Sun","MIN","AL",5,"BAL","AL",5,"D","",""
