Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"19400416","0","Tue","BRO","NL",1,"BSN","NL",1,"D","",""
"19400416","0","Tue","CLE","AL",1,"CHA","AL",1,"D","",""
"19400416","0","Tue","CHN","NL",1,"CIN","NL",1,"D","",""
"19400416","0","Tue","SLA","AL",1,"DET","AL",1,"D","",""
"19400416","0","Tue","PHI","NL",1,"NY1","NL",1,"D","",""
"19400416","0","Tue","NYA","AL",1,"PHA","AL",1,"D","",""
"19400416","0","Tue","PIT","NL",1,"SLN","NL",1,"D","",""
"19400416","0","Tue","BOS","AL",1,"WS1","AL",1,"D","",""
"19400417","0","Wed","BRO","NL",2,"BSN","NL",2,"D","Cold","19400811"
"19400417","0","Wed","CLE","AL",2,"CHA","AL",2,"D","Rain","19400630"
"19400417","0","Wed","CHN","NL",2,"CIN","NL",2,"D","Rain","19400630"
"19400417","0","Wed","SLA","AL",2,"DET","AL",2,"D","Rain","19400706"
"19400417","0","Wed","PHI","NL",2,"NY1","NL",2,"D","Threatening weather","19400707"
"19400417","0","Wed","NYA","AL",2,"PHA","AL",2,"D","",""
"19400417","0","Wed","PIT","NL",2,"SLN","NL",2,"D","Rain","19400706"
"19400417","0","Wed","BOS","AL",2,"WS1","AL",2,"D","Wet grounds","19400707"
"19400418","0","Thu","CLE","AL",3,"CHA","AL",3,"D","Cold","19400806"
"19400418","0","Thu","CHN","NL",3,"CIN","NL",3,"D","",""
"19400418","0","Thu","SLA","AL",3,"DET","AL",3,"D","",""
"19400418","0","Thu","PHI","NL",3,"NY1","NL",3,"D","Rain","19400818"
"19400418","0","Thu","NYA","AL",3,"PHA","AL",3,"D","Rain","19400707"
"19400418","0","Thu","PIT","NL",3,"SLN","NL",3,"D","Cold","19400707"
"19400418","0","Thu","BOS","AL",3,"WS1","AL",3,"D","",""
"19400419","1","Fri","PHA","AL",4,"BOS","AL",4,"D","",""
"19400419","2","Fri","PHA","AL",5,"BOS","AL",5,"D","",""
"19400419","0","Fri","NY1","NL",4,"BRO","NL",3,"D","",""
"19400419","0","Fri","SLN","NL",4,"CHN","NL",4,"D","",""
"19400419","0","Fri","DET","AL",4,"CLE","AL",4,"D","",""
"19400419","0","Fri","WS1","AL",4,"NYA","AL",4,"D","",""
"19400419","0","Fri","BSN","NL",3,"PHI","NL",4,"D","Rain","19400808"
"19400419","0","Fri","CIN","NL",4,"PIT","NL",4,"D","Rain","19400527"
"19400419","0","Fri","CHA","AL",4,"SLA","AL",4,"D","Wet grounds","19400528"
"19400420","0","Sat","PHA","AL",6,"BOS","AL",6,"D","Rain","19400702"
"19400420","0","Sat","NY1","NL",5,"BRO","NL",4,"D","Rain","19400510"
"19400420","0","Sat","SLN","NL",5,"CHN","NL",5,"D","",""
"19400420","0","Sat","DET","AL",5,"CLE","AL",5,"D","Rain","19400613"
"19400420","0","Sat","WS1","AL",5,"NYA","AL",5,"D","Rain","19400528"
"19400420","0","Sat","BSN","NL",4,"PHI","NL",5,"D","Rain","19400806"
"19400420","0","Sat","CIN","NL",5,"PIT","NL",5,"D","Rain","19400921"
"19400420","0","Sat","CHA","AL",5,"SLA","AL",5,"D","",""
"19400421","0","Sun","PHA","AL",7,"BOS","AL",7,"D","Rain","19400904"
"19400421","0","Sun","NY1","NL",6,"BRO","NL",5,"D","Rain","19400530"
"19400421","0","Sun","SLN","NL",6,"CHN","NL",6,"D","",""
"19400421","0","Sun","DET","AL",6,"CLE","AL",6,"D","",""
"19400421","0","Sun","WS1","AL",6,"NYA","AL",6,"D","Rain","19400901"
"19400421","0","Sun","BSN","NL",5,"PHI","NL",6,"D","Rain","19400907"
"19400421","0","Sun","CIN","NL",6,"PIT","NL",6,"D","Rain","19400922"
"19400421","0","Sun","CHA","AL",6,"SLA","AL",6,"D","",""
"19400422","0","Mon","WS1","AL",7,"BOS","AL",8,"D","Snow","19400630"
"19400422","0","Mon","BSN","NL",6,"BRO","NL",6,"D","Wet grounds","19400630"
"19400422","0","Mon","DET","AL",7,"CHA","AL",7,"D","",""
"19400422","0","Mon","SLN","NL",7,"CIN","NL",7,"D","",""
"19400422","0","Mon","PHA","AL",8,"NYA","AL",7,"D","Wet grounds","19400630"
