ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1915F0001,campv101,1915,NEW,O,,AB,BRF191506010,4,5,,PAA,,,
1915F0002,campv101,1915,NEW,O,,AB,NEW191506201,4,3,,,,,
1915F0003,campv101,1915,NEW,O,,AB,BUF191508310,5,4,,,,,
1915F0005,campv101,1915,NEW,O,,AB,NEW191509062,3,2,,,,,
1915F0006,campv101,1915,NEW,O,,BB,NEW191504160,0,2,,,,,
1915F0007,campv101,1915,NEW,O,,BB,NEW191508221,0,1,1915F0036,SWAP;PAA,,,
1915F0011,falkc101,1915,NEW,O,,AB,NEW191504230,1,2,,,,,
1915F0012,huhne101,1915,NEW,O,,AB,NEW191506190,3,2,,,,,
1915F0017,lapof101,1915,NEW,O,,AB,NEW191504180,1,2,1915F0032,PAA,,,
1915F0018,lapof101,1915,NEW,O,,BB,NEW191508130,0,1,1915F0034,SWAP;PAA,,,
1915F0020,mckeb101,1915,NEW,O,,AB,NEW191504160,1,3,,COL,,,
1915F0021,mckeb101,1915,NEW,O,,BB,NEW191504160,3,1,,COL,,,
1915F0025,millr114,1915,NEW,O,,AB,NEW191507010,5,4,,,,,
1915F0030,mosee101,1915,NEW,O,,AB,NEW191507050,2,1,,,,,
1915F0032,rarib101,1915,NEW,O,,AB,NEW191504180,4,3,1915F0017,PAA,,,
1915F0033,rarib101,1915,NEW,O,,BB,NEW191504270,1,0,1915F0463,PAA,,,
1915F0034,rarib101,1915,NEW,O,,BB,NEW191508130,2,1,1915F0018,SWAP;PAA,,,
1915F0035,rarib101,1915,NEW,O,,BB,NEW191508140,2,1,1915F0571,PAA,,,
1915F0036,rarib101,1915,NEW,O,,BB,NEW191508221,1,0,1915F0007,SWAP;PAA,,,
1915F0040,rouse101,1915,NEW,O,,AB,KCF191509182,3,4,,,,,
1915F0045,schag101,1915,NEW,D,1B,G,,12,13,,,,Both Retro and ICI sheets shows 12 G at 1B,
1915F0047,schag101,1915,NEW,D,3B,G,,10,9,,,,Both Retro and ICI sheets shows 9 G at 3B,
1915F0048,schea102,1915,NEW,O,,AB,NEW191506202,3,2,,,,,
1915F0054,beckf101,1915,CHF,O,,BB,CHF191504260,0,1,,,,,
1915F0055,beckf101,1915,CHF,O,,BB,SLF191509072,0,1,1915F0061,SWAP;PAA,,,
1915F0057,blacd102,1915,CHF,O,,AB,BRF191506262,2,1,,PAA,,,
1915F0058,browm102,1915,CHF,O,,BB,BRF191506262,1,0,,OPP,,,
1915F0059,browm102,1915,CHF,D,OF,CFG,,1,0,,,,Both Retro and ICI show 1 CFG,Y
1915F0060,browm102,1915,CHF,D,OF,RFG,,0,1,,,,Both Retro and ICI show 0 RFG,Y
1915F0061,doolm101,1915,CHF,O,,BB,SLF191509072,1,0,1915F0055,SWAP;PAA,,,
1915F0062,farrj104,1915,CHF,O,,AB,CHF191506010,3,4,,PAA,,,
1915F0063,farrj104,1915,CHF,O,,BB,PTF191505150,1,2,1915F0088,SWAP;PAA,,,
1915F0068,flacm101,1915,CHF,O,,BB,SLF191509072,0,1,1915F0095,SWAP;PAA,,,
1915F0070,frith101,1915,CHF,O,,AB,CHF191507212,5,4,,,,,
1915F0071,frith101,1915,CHF,O,,AB,CHF191507261,4,5,,,,,
1915F0072,frith101,1915,CHF,O,,AB,NEW191508130,0,1,,PAA,,,
1915F0074,hanfc101,1915,CHF,O,,AB,BUF191505030,5,4,,,,,
1915F0075,hanfc101,1915,CHF,D,OF,LFG,BRF191506262,1,0,1915F0076,,,No LF in game at end,Y
1915F0076,hanfc101,1915,CHF,D,OF,RFG,BRF191506262,0,1,1915F0075,,,,Y
1915F0077,hendc101,1915,CHF,O,,BB,KCF191509040,1,0,1915F0093,SWAP;PAA,,,
1915F0078,jackb101,1915,CHF,O,,AB,CHF191506010,2,3,,,,,
1915F0079,jackb101,1915,CHF,O,,BB,BRF191506262,1,0,,OPP,,,
1915F0080,johnr104,1915,CHF,O,,BB,,0,1,,,,Both Retro and ICI show 0 BB,
1915F0081,mannl101,1915,CHF,O,,BB,NEW191508130,2,1,1915F0390,PAA,,,
1915F0082,prenm101,1915,CHF,O,,AB,BRF191506250,2,1,,,,,
1915F0083,smitj107,1915,CHF,O,,AB,CHF191504150,3,4,,PAA,,,
1915F0084,smitj107,1915,CHF,O,,AB,CHF191506010,3,4,1915F0094,,,,
1915F0087,tinkj101,1915,CHF,O,,AB,CHF191505240,2,1,,,,,
1915F0088,wilsa102,1915,CHF,O,,BB,PTF191505150,1,0,1915F0063,SWAP;PAA,,,
1915F0093,wistt101,1915,CHF,O,,BB,KCF191509040,0,1,1915F0077,SWAP;PAA,,,
1915F0094,zeidr101,1915,CHF,O,,G,CHF191506010,1,0,1915F0580,,,,
1915F0580,zeidr101,1915,CHF,O,,AB,CHF191506010,1,0,1915F0084,,,,
1915F0581,zeidr101,1915,CHF,O,,AB,CHF191509122,2,3,,PAA,,,
1915F0095,zeidr101,1915,CHF,O,,BB,SLF191509072,2,1,1915F0068,SWAP;PAA,,,
1915F0100,aglej101,1915,BLF,O,,BB,BLF191507142,0,1,,,,,
1915F0101,aglej101,1915,BLF,O,,BB,CHF191507220,0,1,1915F0413,PAA,,,
1915F0102,aglej101,1915,BLF,D,2B,G,BRF191509020,1,0,1915F0103,,,,
1915F0103,aglej101,1915,BLF,D,OF,G,BRF191509020,0,1,,,,,
1915F0104,aglej101,1915,BLF,D,OF,RFG,BRF191509020,0,1,,,,,Y
1915F0107,doolm101,1915,BLF,O,,AB,NEW191504180,4,3,,,,,
1915F0108,doolm101,1915,BLF,O,,AB,BLF191506102,5,4,,PAA,,,
1915F0109,doolm101,1915,BLF,O,,AB,BLF191506120,2,12,,PAA,,,
1915F0110,doolm101,1915,BLF,O,,BB,BLF191505140,1,0,,OPP,,,
1915F0112,doolm101,1915,BLF,O,,BB,CHF191507261,2,1,,PAA,,,
1915F0115,duncv101,1915,BLF,O,,AB,BLF191506170,3,4,,,,,
1915F0116,duncv101,1915,BLF,O,,AB,KCF191509280,3,4,,,,,
1915F0117,duncv101,1915,BLF,O,,BB,BLF191505140,0,1,1915F0132,SWAP;PAA,,,
1915F0584,duncv101,1915,BLF,O,,BB,BRF191506050,1,0,1915F0128,,,,
1915F0585,duncv101,1915,BLF,O,,BB,BLF191507141,1,0,1915F0119,SWAP,,,
1915F0119,evans101,1915,BLF,O,,BB,BLF191507141,0,1,1915F0585,SWAP,,,
1915F0120,evans101,1915,BLF,D,OF,LFG,,1,0,,,,Both Retro and ICI sheets shows 1 LFG,Y
1915F0121,gallj105,1915,BLF,O,,BB,KCF191509271,0,1,,OPP;PAA,,,
1915F0125,johnr104,1915,BLF,O,,BB,,4,3,,,,Both Retro and ICI sheets show 4 BB,
1915F0127,knabo101,1915,BLF,O,,AB,BLF191506090,2,3,,,,,
1915F0128,knabo101,1915,BLF,O,,BB,BRF191506050,2,0,1915F0137,,,,
1915F0129,mccaj107,1915,BLF,O,,AB,NEW191507040,3,4,,,,,
1915F0132,meyeb103,1915,BLF,O,,BB,BLF191505140,1,0,1915F0117,SWAP;PAA,,,
1915F0134,mccaj107,1915,BLF,O,,BB,BLF191510022,1,0,1915F0398,PAA,,,
1915F0137,suggg101,1915,BLF,O,,BB,BRF191506050,1,0,1915F0138,,,,
1915F0138,swach101,1915,BLF,O,,BB,BRF191506050,0,1,1915F0583,,,,
1915F0141,walsj101,1915,BLF,O,,BB,NEW191504180,1,0,1915F0142,SWAP;PAA,,,
1915F0582,walsj101,1915,BLF,O,,BB,BLF191505100,0,1,1915F0550,,,,
1915F0583,walsj101,1915,BLF,O,,BB,BRF191506050,0,1,1915F0143,,,,
1915F0142,zinng101,1915,BLF,O,,BB,NEW191504180,0,1,1915F0141,SWAP;PAA,,,
1915F0143,zinng101,1915,BLF,O,,BB,BRF191506050,0,2,1915F0584,,,,
1915F0144,zinng101,1915,BLF,D,OF,RFG,BRF191509020,1,0,1915F0102,,,,Y
1915F0145,aglej101,1915,BUF,O,,BB,BUF191504210,3,2,1915F0441,PAA,,,
1915F0146,allen101,1915,BUF,O,,AB,BUF191504210,2,3,,PAA,,,
1915F0147,allen101,1915,BUF,O,,AB,BUF191509082,4,5,,PAA,,,
1915F0149,andef101,1915,BUF,O,,AB,SLF191508030,1,0,,,,,
1915F0151,blaiw101,1915,BUF,O,,AB,BUF191505110,3,4,,,,,
1915F0154,chash101,1915,BUF,O,,AB,BUF191505130,5,4,,,,,
1915F0155,chash101,1915,BUF,O,,AB,BUF191509030,4,3,,,,,
1915F0156,chash101,1915,BUF,O,,AB,SLF191509261,4,3,,,,,
1915F0159,daltj101,1915,BUF,O,,AB,BUF191504220,3,4,,PAA,,,
1915F0162,daltj101,1915,BUF,D,OF,CFG,SLF191508011,0,1,1915F0163,,,,Y
1915F0163,daltj101,1915,BUF,D,OF,RFG,SLF191508011,1,0,1915F0184,,,,Y
1915F0164,downt101,1915,BUF,O,,AB,BUF191505010,3,4,,PAA,,,
1915F0166,downt101,1915,BUF,D,2B,G,BUF191506300,1,0,1915F0167,,,No 2B in game at end,
1915F0167,downt101,1915,BUF,D,3B,G,BUF191506300,0,1,1915F0166,,,,
1915F0168,englc103,1915,BUF,O,,AB,BUF191508182,4,3,,,,,
1915F0169,englc103,1915,BUF,O,,BB,NEW191504270,0,1,,OPP,,,
1915F0173,krapg101,1915,BUF,O,,AB,PTF191507200,2,1,,,,,
1915F0174,lordh101,1915,BUF,O,,BB,NEW191506061,2,1,1915F0176,PAA,,,
1915F0175,lordh101,1915,BUF,O,,BB,BUF191509040,0,2,1915F0187,SWAP;PAA,,,
1915F0176,loudb101,1915,BUF,O,,BB,NEW191506061,1,0,1915F0384,PAA,,,
1915F0179,loudb101,1915,BUF,D,3B,G,CHF191505240,0,1,1915F0181,,,,
1915F0181,loudb101,1915,BUF,D,SS,G,CHF191505240,1,0,1915F0191,,,,
1915F0183,meyeb103,1915,BUF,D,OF,G,,87,88,,,,Both Retro and ICI sheets shows 87 G in OF,
1915F0184,meyeb103,1915,BUF,D,OF,CFG,SLF191508011,1,0,1915F0185,,,,Y
1915F0185,meyeb103,1915,BUF,D,OF,RFG,SLF191508011,0,1,1915F0162,,,,Y
1915F0186,roacr101,1915,BUF,O,,AB,BUF191506290,4,5,,PAA,,,
1915F0187,roacr101,1915,BUF,O,,BB,BUF191509040,2,0,1915F0175,SWAP;PAA,,,
1915F0190,smitf103,1915,BUF,O,,AB,BUF191504190,4,3,,,,,
1915F0191,smitf103,1915,BUF,D,3B,G,CHF191505240,1,0,1915F0192,,,,
1915F0192,smitf103,1915,BUF,D,SS,G,CHF191505240,0,1,1915F0179,,,,
1915F0194,andeg102,1915,BRF,O,,AB,CHF191507200,5,2,,PAA,,,
1915F0195,andeg102,1915,BRF,O,,BB,BRF191509061,0,1,1915F0381,,,,
1915F0199,andeg102,1915,BRF,D,OF,CFG,KCF191507282,1,0,,,,No CF in game at end,Y
1915F0200,bluej101,1915,BRF,O,,AB,BRF191509130,0,1,1915F0249,,,,
1915F0203,coopc101,1915,BRF,O,,AB,BUF191504200,2,3,,PAA,,,
1915F0206,coopc101,1915,BRF,D,OF,RFG,SLF191505291,1,0,,,,No RF in game at start,Y
1915F0207,evans101,1915,BRF,O,,AB,BRF191506010,4,3,,,,,
1915F0208,evans101,1915,BRF,O,,AB,BUF191506042,3,2,,,,,
1915F0209,evans101,1915,BRF,D,1B,G,BRF191506262,1,0,,,,No 1B in game at end,
1915F0211,griga101,1915,BRF,O,,G,BRF191509130,1,0,1915F0213,,,,
1915F0212,griga101,1915,BRF,O,,AB,BRF191506010,1,0,,,,,
1915F0213,griga101,1915,BRF,O,,AB,BRF191509130,1,0,1915F0211,PAA,,,
1915F0214,halta101,1915,BRF,O,,AB,BRF191508071,3,2,,,,,
1915F0219,helft101,1915,BRF,D,OF,G,NEW191507020,1,0,,,,,
1915F0220,helft101,1915,BRF,D,OF,RFG,NEW191507020,1,0,,,,No RF in game at start,Y
1915F0590,helft101,1915,BRF,D,3B,G,BRF191509130,1,0,,,,No 3B in game at end,
1915F0221,howad103,1915,BRF,O,,BB,BRF191504290,1,0,1915F0227,PAA,,,
1915F0224,lafie101,1915,BRF,O,,G,,20,17,,,,Both Retro and ICI sheets show 20 G,
1915F0226,landg101,1915,BRF,O,,AB,BRF191506010,1,0,,,,,
1915F0227,landg101,1915,BRF,O,,BB,BRF191504290,1,0,1915F0228,PAA,,,
1915F0228,magel101,1915,BRF,O,,BB,BRF191504290,1,0,1915F0221,PAA,,,
1915F0231,marid101,1915,BRF,O,,BB,BUF191506041,0,1,,OPP;PAA,,,
1915F0233,myerh101,1915,BRF,O,,AB,BRF191506150,2,3,,PAA,,,
1915F0234,myerh101,1915,BRF,O,,AB,NEW191507030,4,3,,,,,
1915F0235,myerh101,1915,BRF,O,,AB,BRF191508120,4,5,,,,,
1915F0236,myerh101,1915,BRF,O,,AB,BRF191508130,4,3,,,,,
1915F0237,myerh101,1915,BRF,O,,AB,NEW191509062,4,3,,,,,
1915F0241,seatt102,1915,BRF,O,,AB,BRF191504290,2,3,,,,,
1915F0242,seatt102,1915,BRF,O,,AB,BRF191505032,2,3,,,,,
