ID,last,first
battj102,Battin,Joe
bergt101,Berger,Tun
bondt101,Bond,Tommy
carsk102,Carsey,Kid
carub101,Caruthers,Bob
chame101,Chamberlain,Ice Box
connu902,Connell,
dailc101,Daily,Con
darld101,Darling,Dell
davij101,Davis,Jumbo
dolat101,Dolan,Tom
dow-c101,Dow,Clarence
eastj101,Easton,Jack
emslb101,Emslie,Bob
fergb101,Ferguson,Bob
gaffj801,Gaffney,John
gleab102,Gleason,Bill
grifc101,Griffith,Clark
hurst801,Hurst,Tim
jenna101,Jennings,Alamazoo
jonec104,Jones,Charley
kerij101,Kerins,John
knelp101,Knell,Phil
lynct901,Lynch,Tom
lyont101,Lyons,Toby
macuj101,Macullar,Jimmy
mahom901,Mahoney,Jerry
mathb101,Mathews,Bobby
mclat901,McLaughlin,Thomas
mcquj902,McQuaid,Jack
morrj107,Morrill,John
mullp901,Mullen,Peter
orr-d101,Orr,Dave
powep101,Powers,Phil
rhinb101,Rhines,Billy
snydp101,Snyder,Pop
stivj101,Stivetts,Jack
vaugf101,Vaughn,Farmer
viaul101,Viau,Lee
weyhg101,Weyhing,Gus
whisl102,Whistler,Lew
woodg104,Wood,George
