ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1955N0006","minnp101",1955,"CHN","P",,"IBB","SLN195504171",2,0,,,,
"1955N0007","coheh101",1955,"CHN","P",,"ER","SLN195504172",7,6,,,,
"1955N0008","coheh101",1955,"CHN","P",,"SH","SLN195504172",0,1,,,,
"1955N0009","gruna101",1955,"PIT","P",,"SH","NY1195505070",1,0,"1955N0010","SWAP",,
"1955N0010","purkb101",1955,"PIT","P",,"SH","NY1195505070",0,1,"1955N0009","SWAP",,
"1955N0013","cronr101",1955,"MLN","P",,"BFP","MLN195505100",6,5,,,,
"1955N0017","magls101",1955,"NY1","P",,"H","PIT195505210",9,8,,"OPP",,
"1955N0018","jeffh101",1955,"CHN","P",,"BFP","MLN195505220",4,5,"1955N0019","SWAP",,
"1955N0019","jones105",1955,"CHN","P",,"BFP","MLN195505220",31,30,"1955N0018","SWAP",,
"1955N0020","freeg102",1955,"PIT","O",,"GDP","SLN195506140",1,0,,,,
"1955N0023","groad101",1955,"PIT","D","SS","DP","SLN195506140",1,0,,,,
"1955N0024","surkm101",1955,"PIT","P",,"SO","PIT195505292",4,3,,"OPP",,
"1955N0025","surkm101",1955,"PIT","P",,"R","PIT195506070",3,2,"1955N0026","10.18",,
"1955N0026","kingn101",1955,"PIT","P",,"R","PIT195506070",1,2,"1955N0025","10.18",,
"1955N0027","obrij101",1955,"PIT","O",,"SO","PIT195507230",0,1,"1955N0028","SWAP",,
"1955N0028","thomf103",1955,"PIT","O",,"SO","PIT195507230",1,0,"1955N0027","SWAP",,
"1955N0029","obrie101",1955,"PIT","O",,"GDP","PIT195507241",1,0,"1955N0030","SWAP",,
"1955N0030","safft101",1955,"PIT","O",,"GDP","PIT195507241",0,1,"1955N0029","SWAP",,
"1955N0031","frazj101",1955,"SLN","O",,"SO","PIT195507172",1,0,,,,
"1955N0032","fondd101",1955,"CHN","O",,"IBB","MLN195505200",1,0,,,,
"1955N0033","taylb102",1955,"NY1","O",,"GDP","MLN195507290",1,0,"1955N0034","SWAP",,
"1955N0034","hofmb101",1955,"NY1","O",,"GDP","MLN195507290",0,1,"1955N0033","SWAP",,
"1955N0035","coopw102",1955,"CHN","O",,"GDP","SLN195509190",1,0,,,,
"1955N0036","boyek101",1955,"SLN","D","3B","DP","SLN195509190",1,0,"1955N0035",,,
"1955N0040","burdl101",1955,"MLN","O",,"GDP","PIT195507190",1,0,,,,
"1955N0042","burdl101",1955,"MLN","P",,"SH","PIT195505040",0,1,"1955N0043","SWAP",,
"1955N0043","jay-j101",1955,"MLN","P",,"SH","PIT195505040",1,0,"1955N0042","SWAP",,
"1955N0046","burdl101",1955,"MLN","P",,"H","NY1195508270",2,1,,,,
"1955N0047","mueld101",1955,"NY1","O",,"AB","NY1195509212",3,2,,,,
"1955N0049","crowg101",1955,"MLN","O",,"GDP","NY1195508270",1,0,,,,
"1955N0050","mueld101",1955,"NY1","O",,"CS","NY1195508270",0,1,,,,
"1955N0051","burdl101",1955,"MLN","P",,"BFP","NY1195508270",13,12,"1955N0052","SWAP",,
"1955N0052","nichc102",1955,"MLN","P",,"BFP","NY1195508270",31,32,"1955N0051","SWAP",,
"1955N0053","law-v101",1955,"PIT","P",,"ER","CHN195506261",3,4,,,,
"1955N0054","coled101",1955,"PIT","O",,"CS","CHN195506262",1,0,"1955N0055","SWAP",,
"1955N0055","groad101",1955,"PIT","O",,"CS","CHN195506262",0,1,"1955N0054","SWAP",,
"1955N0056","rushb101",1955,"CHN","P",,"WP","CHN195506262",1,0,,,,
"1955N0057","hofmb101",1955,"NY1","O",,"CS","SLN195508010",0,1,,,,
"1955N0058","ellih101",1955,"SLN","O",,"BB","SLN195508020",0,1,"1955N0059","SWAP",,
"1955N0059","grama101",1955,"SLN","O",,"BB","SLN195508020",1,0,"1955N0058","SWAP",,
"1955N0060","burbn101",1955,"SLN","O",,"GDP","SLN195508030",1,0,,,,
"1955N0061","lawrb103",1955,"SLN","P",,"SO","SLN195508030",1,0,"1955N0062","SWAP",,
