Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"20220407","0","Thu","CIN","NL",1,"ATL","NL",1,"n","",""
"20220407","0","Thu","CLE","AL",1,"KCA","AL",1,"d","",""
"20220407","0","Thu","HOU","AL",1,"ANA","AL",1,"n","",""
"20220407","0","Thu","MIL","NL",1,"CHN","NL",1,"d","",""
"20220407","0","Thu","NYN","NL",1,"WAS","NL",1,"d","",""
"20220407","0","Thu","PIT","NL",1,"SLN","NL",1,"d","",""
"20220407","0","Thu","SDN","NL",1,"ARI","NL",1,"n","",""
"20220408","0","Fri","BAL","AL",1,"TBA","AL",1,"d","",""
"20220408","0","Fri","BOS","AL",1,"NYA","AL",1,"d","",""
"20220408","0","Fri","CHA","AL",1,"DET","AL",1,"d","",""
"20220408","0","Fri","CIN","NL",2,"ATL","NL",2,"n","",""
"20220408","0","Fri","HOU","AL",2,"ANA","AL",2,"n","",""
"20220408","0","Fri","LAN","NL",1,"COL","NL",1,"d","",""
"20220408","0","Fri","MIA","NL",1,"SFN","NL",1,"d","",""
"20220408","0","Fri","MIL","NL",2,"CHN","NL",2,"d","Rain","20220530"
"20220408","0","Fri","NYN","NL",2,"WAS","NL",2,"n","",""
"20220408","0","Fri","OAK","AL",1,"PHI","NL",1,"d","",""
"20220408","0","Fri","SDN","NL",2,"ARI","NL",2,"n","",""
"20220408","0","Fri","SEA","AL",1,"MIN","AL",1,"d","",""
"20220408","0","Fri","TEX","AL",1,"TOR","AL",1,"n","",""
"20220409","0","Sat","BAL","AL",2,"TBA","AL",2,"d","",""
"20220409","0","Sat","BOS","AL",2,"NYA","AL",2,"d","",""
"20220409","0","Sat","CHA","AL",2,"DET","AL",2,"d","",""
"20220409","0","Sat","CIN","NL",3,"ATL","NL",3,"n","",""
"20220409","0","Sat","CLE","AL",2,"KCA","AL",2,"d","",""
"20220409","0","Sat","HOU","AL",3,"ANA","AL",3,"n","",""
"20220409","0","Sat","LAN","NL",2,"COL","NL",2,"n","",""
"20220409","0","Sat","MIA","NL",2,"SFN","NL",2,"d","",""
"20220409","0","Sat","MIL","NL",3,"CHN","NL",3,"d","",""
"20220409","0","Sat","NYN","NL",3,"WAS","NL",3,"n","",""
"20220409","0","Sat","OAK","AL",2,"PHI","NL",2,"d","",""
"20220409","0","Sat","PIT","NL",2,"SLN","NL",2,"d","",""
"20220409","0","Sat","SDN","NL",3,"ARI","NL",3,"n","",""
"20220409","0","Sat","SEA","AL",2,"MIN","AL",2,"d","",""
"20220409","0","Sat","TEX","AL",2,"TOR","AL",2,"d","",""
"20220410","0","Sun","BAL","AL",3,"TBA","AL",3,"d","",""
"20220410","0","Sun","BOS","AL",3,"NYA","AL",3,"n","",""
"20220410","0","Sun","CHA","AL",3,"DET","AL",3,"d","",""
"20220410","0","Sun","CIN","NL",4,"ATL","NL",4,"d","",""
"20220410","0","Sun","CLE","AL",3,"KCA","AL",3,"d","",""
"20220410","0","Sun","HOU","AL",4,"ANA","AL",4,"d","",""
"20220410","0","Sun","LAN","NL",3,"COL","NL",3,"d","",""
"20220410","0","Sun","MIA","NL",3,"SFN","NL",3,"d","",""
"20220410","0","Sun","MIL","NL",4,"CHN","NL",4,"d","",""
"20220410","0","Sun","NYN","NL",4,"WAS","NL",4,"d","",""
"20220410","0","Sun","OAK","AL",3,"PHI","NL",3,"d","",""
"20220410","0","Sun","PIT","NL",3,"SLN","NL",3,"d","",""
"20220410","0","Sun","SDN","NL",4,"ARI","NL",4,"d","",""
"20220410","0","Sun","SEA","AL",3,"MIN","AL",3,"d","",""
"20220410","0","Sun","TEX","AL",3,"TOR","AL",3,"d","",""
"20220411","0","Mon","BOS","AL",4,"DET","AL",4,"n","",""
"20220411","0","Mon","CLE","AL",4,"KCA","AL",4,"d","",""
"20220411","0","Mon","COL","NL",4,"TEX","AL",4,"d","",""
"20220411","0","Mon","MIA","NL",4,"ANA","AL",5,"n","",""
"20220411","0","Mon","MIL","NL",5,"BAL","AL",4,"d","",""
"20220411","0","Mon","NYN","NL",5,"PHI","NL",4,"n","",""
"20220411","0","Mon","OAK","AL",4,"TBA","AL",4,"n","",""
"20220411","0","Mon","PIT","NL",4,"SLN","NL",4,"d","Rain","20220614"
"20220411","0","Mon","SDN","NL",5,"SFN","NL",4,"n","",""
"20220411","0","Mon","SEA","AL",4,"MIN","AL",4,"n","",""
"20220411","0","Mon","TOR","AL",4,"NYA","AL",4,"n","",""
