ID,last,first
andre101,Andrews,Ed
battj102,Battin,Joe
behlf901,Behle,Frank
bettw901,Betts,William
bittr101,Bittmann,Red
burno101,Burns,Oyster
burnw801,Burnham,Watch
campd901,Campbell,Dan
clard102,Clarkson,Dad
coogd101,Coogan,Dan
donat101,Donahue,Tim
ehrer101,Ehret,Red
emslb101,Emslie,Bob
foref101,Foreman,Frank
galvj103,Galvin,Pud
germl101,German,Les
gravf101,Graves,Frank
grifc101,Griffith,Clark
grimj101,Grim,John
gumba101,Gumbert,Ad
hemmg101,Hemming,George
hendh102,Henderson,Hardie
heydj901,Heydler,John
huntj901,Hunt,John
hurst801,Hurst,Tim
jevnf901,Jevne,Fred
keeft101,Keefe,Tim
knelp101,Knell,Phil
longb902,Long,Billy
lynct901,Lynch,Tom
mcdoj105,McDonald,Jim
meekj101,Meekin,Jouett
morre101,Morris,Ed
mulvj101,Mulvey,Joe
murpy101,Murphy,Yale
murrm101,Murray,Miah
odayh101,O'Day,Hank
powec902,Power,Charles
redhu901,Redheffer,Alman
reilc102,Reilly,Charlie
reith101,Reitz,Heinie
sneeu901,Sneeden,George
snydp101,Snyder,Pop
stagb901,Stage,Billy
stalh101,Staley,Harry
stoco101,Stocksdale,Otis
terra101,Terry,Adonis
tierm101,Tiernan,Mike
tuthb901,Tuthill,Ben
wallb101,Wallace,Bobby
wilsp102,Wilson,Parke
wolfc102,Wolf,Chicken
