ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1937N0006,browl105,1937,BRO,D,SS,DP,SLN193709230,0,1,,,,,
1937N0218,bracg101,1937,BRO,D,OF,LFG,,40,37,,,,Official sheets show 40 LFG,Y
1937N0001,bracg101,1937,BRO,D,OF,LFG,CHN193706271,1,0,1937N0003,DUP,,,Y
1937N0002,bracg101,1937,BRO,D,OF,LFG,BRO193708251,0,1,1937N0005,DUP,,,Y
1937N0219,bracg101,1937,BRO,D,OF,CFG,,45,44,,,,Official sheets show 45 CFG,Y
1937N0003,bracg101,1937,BRO,D,OF,CFG,CHN193706271,0,1,1937N0001,DUP,,,Y
1937N0221,bracg101,1937,BRO,D,OF,CFG,CHN193707290,0,1,1937N0223,DUP,,,Y
1937N0222,bracg101,1937,BRO,D,OF,CFG,SLN193708012,0,1,1937N0224,DUP,,,Y
1937N0220,bracg101,1937,BRO,D,OF,RFG,,24,21,,,,Official sheets show 24 RFG,Y
1937N0223,bracg101,1937,BRO,D,OF,RFG,CHN193707290,1,0,1937N0221,DUP,,No RF in game at end,Y
1937N0224,bracg101,1937,BRO,D,OF,RFG,SLN193708012,1,0,1937N0222,DUP,,No RF in game at end,Y
1937N0004,bracg101,1937,BRO,D,OF,RFG,BSN193708152,1,0,,,,No RF in game at end,Y
1937N0005,bracg101,1937,BRO,D,OF,RFG,BRO193708251,1,0,1937N0002,DUP,,,Y
1937N0007,buchj101,1937,BRO,D,3B,ERR,,11,10,,ADD,,Addition error on page 1 of Official sheet,
1937N0008,butcm101,1937,BRO,O,,SO,PHI193704250,1,0,1937N0016,SWAP,,,
1937N0009,cisag101,1937,BRO,D,OF,CFG,,1,0,,,,Official sheets show 1 CFG,Y
1937N0010,cisag101,1937,BRO,D,OF,RFG,,3,4,,,,Official sheets show 3 RFG,Y
1937N0011,englw101,1937,BRO,D,2B,G,NY1193704280,1,0,1937N0012,DUP,,,
1937N0012,englw101,1937,BRO,D,2B,ERR,NY1193704280,1,0,1937N0013,,,,
1937N0013,englw101,1937,BRO,D,SS,G,NY1193704280,0,1,1937N0014,DUP,,,
1937N0014,englw101,1937,BRO,D,SS,ERR,NY1193704280,0,1,1937N0011,,,,
1937N0015,hensr101,1937,BRO,O,,SO,BRO193709010,1,0,,OPP,,,
1937N0016,hudsj101,1937,BRO,O,,SO,PHI193704250,0,1,1937N0008,SWAP;IMP,,Officially Hudson 1-1 with SO,
1937N0017,lavac101,1937,BRO,D,2B,DP,BSN193706290,0,1,,,,,
1937N0018,manuh101,1937,BRO,O,,BB,PIT193706202,2,1,1937N0195,PAA,,,
1937N0019,roseg101,1937,BRO,D,OF,LFG,PHI193709270,0,1,1937N0021,DUP,,,Y
1937N0020,roseg101,1937,BRO,D,OF,LFG,BSN193709301,0,1,1937N0022,DUP,,,Y
