Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"20230330","0","Thu","BAL","AL",1,"BOS","AL",1,"d","",""
"20230330","0","Thu","MIL","NL",1,"CHN","NL",1,"d","",""
"20230330","0","Thu","PIT","NL",1,"CIN","NL",1,"d","",""
"20230330","0","Thu","CHA","AL",1,"HOU","AL",1,"n","",""
"20230330","0","Thu","MIN","AL",1,"KCA","AL",1,"d","",""
"20230330","0","Thu","ARI","NL",1,"LAN","NL",1,"n","",""
"20230330","0","Thu","NYN","NL",1,"MIA","NL",1,"d","",""
"20230330","0","Thu","SFN","NL",1,"NYA","AL",1,"d","",""
"20230330","0","Thu","ANA","AL",1,"OAK","AL",1,"n","",""
"20230330","0","Thu","COL","NL",1,"SDN","NL",1,"d","",""
"20230330","0","Thu","CLE","AL",1,"SEA","AL",1,"n","",""
"20230330","0","Thu","TOR","AL",1,"SLN","NL",1,"d","",""
"20230330","0","Thu","DET","AL",1,"TBA","AL",1,"d","",""
"20230330","0","Thu","PHI","NL",1,"TEX","AL",1,"d","",""
"20230330","0","Thu","ATL","NL",1,"WAS","NL",1,"d","",""
"20230331","0","Fri","CHA","AL",2,"HOU","AL",2,"n","",""
"20230331","0","Fri","ARI","NL",2,"LAN","NL",2,"n","",""
"20230331","0","Fri","NYN","NL",2,"MIA","NL",2,"n","",""
"20230331","0","Fri","COL","NL",2,"SDN","NL",2,"n","",""
"20230331","0","Fri","CLE","AL",2,"SEA","AL",2,"n","",""
"20230401","0","Sat","BAL","AL",2,"BOS","AL",2,"d","",""
"20230401","0","Sat","MIL","NL",2,"CHN","NL",2,"d","",""
"20230401","0","Sat","PIT","NL",2,"CIN","NL",2,"d","",""
"20230401","0","Sat","CHA","AL",3,"HOU","AL",3,"d","",""
"20230401","0","Sat","MIN","AL",2,"KCA","AL",2,"d","",""
"20230401","0","Sat","ARI","NL",3,"LAN","NL",3,"n","",""
"20230401","0","Sat","NYN","NL",3,"MIA","NL",3,"d","",""
"20230401","0","Sat","SFN","NL",2,"NYA","AL",2,"d","",""
"20230401","0","Sat","ANA","AL",2,"OAK","AL",2,"d","",""
"20230401","0","Sat","COL","NL",3,"SDN","NL",3,"d","",""
"20230401","0","Sat","CLE","AL",3,"SEA","AL",3,"n","",""
"20230401","0","Sat","TOR","AL",2,"SLN","NL",2,"d","",""
"20230401","0","Sat","DET","AL",2,"TBA","AL",2,"d","",""
"20230401","0","Sat","PHI","NL",2,"TEX","AL",2,"d","",""
"20230401","0","Sat","ATL","NL",2,"WAS","NL",2,"d","",""
"20230402","0","Sun","BAL","AL",3,"BOS","AL",3,"d","",""
"20230402","0","Sun","MIL","NL",3,"CHN","NL",3,"d","",""
"20230402","0","Sun","PIT","NL",3,"CIN","NL",3,"d","",""
"20230402","0","Sun","CHA","AL",4,"HOU","AL",4,"d","",""
"20230402","0","Sun","MIN","AL",3,"KCA","AL",3,"d","",""
"20230402","0","Sun","ARI","NL",4,"LAN","NL",4,"d","",""
"20230402","0","Sun","NYN","NL",4,"MIA","NL",4,"d","",""
"20230402","0","Sun","SFN","NL",3,"NYA","AL",3,"d","",""
"20230402","0","Sun","ANA","AL",3,"OAK","AL",3,"d","",""
"20230402","0","Sun","COL","NL",4,"SDN","NL",4,"d","",""
"20230402","0","Sun","CLE","AL",4,"SEA","AL",4,"d","",""
