 ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1930A0001,berrc103,1930,BOS,O,,AB,SLA193007272,4,5,,PAA,,,
1930A0002,berrc103,1930,BOS,O,,R,,32,31,,COPY,,Official sheets show 32 R,
1930A0003,berrc103,1930,BOS,O,,RBI,CHA193006170,1,0,1930A0010,,,,
1930A0004,conne101,1930,BOS,D,C,G,NYA193005302,1,0,,,,No C in game at end,
1930A0005,dursc101,1930,BOS,O,,G,,101,102,,,,5/6 included in the BOS games by mistake,
1930A0006,dursc101,1930,BOS,D,OF,RFG,CHA193006160,1,0,,,,No RF in game at end,Y
1930A0007,hevij102,1930,BOS,O,,SO,,13,14,,ADD,,Official sheets show 13 SO,
1930A0008,millo102,1930,BOS,O,,AB,SLA193009120,4,3,1930A0031,PAA,,,
1930A0009,millo102,1930,BOS,O,,RBI,NYA193005301,0,1,,,,Officially Red Sox had 5 R and 6 RBI,
1930A0010,millo102,1930,BOS,O,,RBI,CHA193006170,1,0,1930A0016,,,,
1930A0512,millo102,1930,BOS,O,,RBI,BOS193007020,0,2,1930A0011,COL,,Officially Red Sox had 5 R and 7 RBI,
1930A0011,millo102,1930,BOS,O,,BB,BOS193007020,2,0,1930A0512,COL;OPP;PAA,,,
1930A0012,millo102,1930,BOS,D,2B,G,BOS193007310,1,0,1930A0013,DUP,,,
1930A0013,millo102,1930,BOS,D,3B,G,BOS193007310,0,1,1930A0012,DUP,,,
1930A0014,narlb101,1930,BOS,D,3B,G,,15,14,,,,Official sheets show 15 G at 3B,
1930A0015,rhynh101,1930,BOS,O,,G,BOS193008010,1,0,1930A0017,,,,
1930A0016,rhynh101,1930,BOS,O,,RBI,CHA193006170,1,0,1930A0021,,,,
1930A0017,rhynh101,1930,BOS,D,SS,G,BOS193008010,1,0,1930A0015,,,No SS in game at end,
1930A0018,rhynh101,1930,BOS,D,SS,ERR,BOS193004300,0,1,,,,,
1930A0019,rothj101,1930,BOS,O,,AB,DET193007190,1,0,,PAA,,,
1930A0020,russj103,1930,BOS,O,,R,,11,12,,COPY,,Official sheets show 11 R,
1930A0021,scarr103,1930,BOS,O,,RBI,CHA193006170,3,0,1930A0023,,,,
1930A0022,smitg102,1930,BOS,O,,AB,PHA193008040,0,1,,PAA,,,
1930A0023,sweeb101,1930,BOS,O,,RBI,CHA193006170,1,0,1930A0003,,,,
1930A0024,todtp101,1930,BOS,O,,H,DET193007180,2,0,1930A0025,OPP,,,
1930A0025,todtp101,1930,BOS,O,,3B,DET193007180,1,0,1930A0026,,,,
1930A0026,todtp101,1930,BOS,O,,RBI,DET193007180,1,0,1930A0027,,,,
1930A0027,todtp101,1930,BOS,O,,SO,DET193007180,0,2,1930A0028,OPP,,,
1930A0028,todtp101,1930,BOS,O,,BB,DET193007180,1,0,1930A0024,OPP;PAA,,,
1930A0029,warsr101,1930,BOS,D,SS,ERR,BOS193008171,1,0,,,,,
1930A0030,warsr101,1930,BOS,D,SS,ERR,BOS193008310,1,0,,,,,
1930A0031,webbe101,1930,BOS,O,,AB,SLA193009120,5,6,1930A0008,PAA,,,
1930A0032,webbe101,1930,BOS,O,,RBI,BOS193006200,1,0,,,,,
1930A0033,barnr104,1930,CHA,O,,AB,CHA193007141,4,5,1930A0035,SWAP,,,
1930A0034,barnr104,1930,CHA,O,,CS,,3,2,,COPY,,Official sheets show 3 CS,
1930A0035,carap101,1930,CHA,O,,AB,CHA193007141,1,0,1930A0033,SWAP;PAA,,,
1930A0036,cissb101,1930,CHA,D,2B,G,CHA193009062,1,0,,,,No 2B in game at end,
1930A0037,cissb101,1930,CHA,D,3B,G,,27,24,,,,Official sheets 27 G at 3B,
1930A0038,cissb101,1930,CHA,D,SS,G,,11,10,,,,Official sheets show 11 G at SS,
1930A0039,clanb101,1930,CHA,O,,RBI,DET193004280,1,2,1930A0054,,,,
1930A0040,croub101,1930,CHA,O,,G,CHA193007142,1,0,1930A0041,,,,
1930A0041,croub101,1930,CHA,O,,AB,CHA193007142,1,0,1930A0043,,,,
1930A0042,croub101,1930,CHA,O,,SB,,0,1,,COPY,,Official sheets show 0 SB,
1930A0043,croub101,1930,CHA,D,C,G,CHA193007142,1,0,1930A0080,,,,
1930A0044,fothb101,1930,CHA,O,,BB,DET193008040,1,0,,,,8/4 game not shown on official sheet,
1930A0045,fothb101,1930,CHA,D,OF,ERR,,5,7,,COPY,,Official sheets show 4 ERR in OF,
1930A0046,fothb101,1930,CHA,D,OF,LFG,WS1193008120,1,0,1930A0047,DUP,,,Y
1930A0047,fothb101,1930,CHA,D,OF,RFG,WS1193008120,0,1,1930A0046,DUP,,,Y
1930A0526,fothb101,1930,CHA,D,OF,RFG,DET193008040,1,0,1930A0044,,,8/4 game not shown on official sheet,Y
1930A0048,harrd101,1930,CHA,O,,BB,CHA193006100,1,0,1930A0473,PAA,,,
1930A0049,harrd101,1930,CHA,D,2B,G,CHA193006110,0,1,,,,,
1930A0050,harrd101,1930,CHA,D,OF,G,CHA193006110,1,0,,,,,
1930A0051,harrd101,1930,CHA,D,OF,LFG,CHA193006110,1,0,,,,,Y
1930A0052,jeffi101,1930,CHA,D,3B,G,CHA193006040,1,0,1930A0053,DUP,,No 3B in game at end,
1930A0053,jeffi101,1930,CHA,D,SS,G,CHA193006040,0,1,1930A0052,DUP,,,
1930A0054,jolls101,1930,CHA,O,,RBI,DET193004280,3,2,1930A0039,,,,
1930A0055,kammw101,1930,CHA,O,,G,,111,112,,,,Official sheets show 111 G,
1930A0056,kammw101,1930,CHA,O,,AB,CHA193009161,3,4,1930A0084,,,,
1930A0057,kammw101,1930,CHA,D,3B,G,,105,106,,,,Official sheets show 105 G at 3B,
1930A0058,kammw101,1930,CHA,D,3B,ERR,CHA193007090,0,1,,,,,
1930A0059,kerrj102,1930,CHA,D,2B,ERR,CLE193008280,1,0,,,,,
1930A0060,lyont102,1930,CHA,O,,G,DET193009280,0,1,,,,,
1930A0061,lyont102,1930,CHA,O,,AB,DET193009280,0,1,,,,,
1930A0062,lyont102,1930,CHA,O,,H,DET193009280,0,1,,,,,
1930A0063,lyont102,1930,CHA,D,P,ERR,SLA193005302,1,0,,,,,
1930A0064,mckah101,1930,CHA,D,P,ERR,,3,2,,COPY,,Official sheets show 3 ERR,
1930A0065,metza101,1930,CHA,O,,G,,57,56,,,,Official sheets show 57 G,
1930A0066,metza101,1930,CHA,O,,SO,NYA193006300,1,0,,OPP,,,
1930A0067,metza101,1930,CHA,O,,SH,,4,3,,COPY,,Official sheets show 4 SH,Y
1930A0068,metza101,1930,CHA,D,OF,G,,28,27,,,,Official sheets show 28 G in OF,
1930A0069,metza101,1930,CHA,D,OF,ERR,CHA193005201,1,0,,,,,
1930A0070,metza101,1930,CHA,D,OF,LFG,,22,21,,,,Official sheets show 22 LFG,Y
1930A0071,metza101,1930,CHA,D,OF,RFG,CHA193005172,1,0,,,,No RF in game at end,Y
1930A0072,mullg101,1930,CHA,D,SS,G,CHA193009100,0,1,1930A0073,,,,
1930A0073,mullg101,1930,CHA,D,2B,G,CHA193009100,1,0,1930A0072,,,No 2B in game at end,
1930A0074,reync102,1930,CHA,O,,RBI,,105,104,,COPY,,Official sheets show 104 RBI,
1930A0075,reync102,1930,CHA,D,OF,LFG,CHA193009011,0,1,1930A0076,DUP,,,Y
1930A0076,reync102,1930,CHA,D,OF,RFG,CHA193009011,1,0,1930A0075,DUP,,,Y
1930A0077,ryanb101,1930,CHA,O,,G,DET193009280,1,0,1930A0078,,,,
1930A0078,ryanb101,1930,CHA,O,,AB,DET193009280,1,0,1930A0079,,,,
1930A0079,ryanb101,1930,CHA,O,,H,DET193009280,1,0,1930A0060,,,,
1930A0080,tateb101,1930,CHA,O,,AB,CHA193007142,3,4,1930A0040,,,,
1930A0081,watwj101,1930,CHA,D,OF,CFG,,38,36,,,,Official sheets show 38 CFG,Y
1930A0082,watwj101,1930,CHA,D,OF,RFG,BOS193005060,1,0,,,,No RF in game at end,Y
1930A0083,wehdb101,1930,CHA,O,,SO,,1,0,,COPY,,Official sheets show 1 SO,
1930A0084,willh102,1930,CHA,O,,G,CHA193009161,1,0,1930A0085,,,,
1930A0085,willh102,1930,CHA,O,,AB,CHA193009161,1,0,1930A0056,,,,
1930A0086,avere101,1930,CLE,O,,BB,PHA193006210,1,0,1930A0090,SWAP;PAA,,,
1930A0087,burnj108,1930,CLE,D,3B,ERR,,3,2,,COPY,,Official sheets show 2 ER at 3B,
1930A0088,falkb101,1930,CLE,O,,SO,DET193008060,1,0,,OPP,,,
1930A0089,ferrw101,1930,CLE,O,,SO,CLE193007180,1,0,,OPP,,,
1930A0090,hodaj101,1930,CLE,O,,BB,PHA193006210,0,1,1930A0086,SWAP;PAA,,,
1930A0091,hodaj101,1930,CLE,D,2B,DP,,103,106,,COPY,,Official sheets show 103 DP at 2B,
1930A0092,jamic101,1930,CLE,D,OF,LFG,CLE193004250,0,1,1930A0093,DUP,,,Y
1930A0093,jamic101,1930,CLE,D,OF,CFG,CLE193004250,1,0,1930A0092,DUP,,,Y
1930A0094,lindc104,1930,CLE,O,,SH,CLE193006130,0,1,1930A0098,SWAP;PAA,,,
1930A0096,morge102,1930,CLE,D,1B,ERR,CLE193007221,0,1,,,,,
1930A0097,morge102,1930,CLE,D,1B,DP,CLE193007150,2,3,,,,,
1930A0098,myatg101,1930,CLE,O,,SH,CLE193006130,1,0,1930A0094,SWAP,,,
1930A0099,portd101,1930,CLE,O,,AB,CLE193007280,4,5,,PAA,,,
1930A0100,portd101,1930,CLE,O,,HBP,CLE193007240,1,0,1930A0485,PAA,,,
1930A0101,seedb101,1930,CLE,D,OF,CFG,NYA193005060,0,1,1930A0103,DUP,,,Y
1930A0102,seedb101,1930,CLE,D,OF,CFG,NYA193005070,0,1,1930A0104,DUP,,,Y
1930A0103,seedb101,1930,CLE,D,OF,RFG,NYA193005060,1,0,1930A0101,DUP,,,Y
1930A0104,seedb101,1930,CLE,D,OF,RFG,NYA193005070,1,0,1930A0102,DUP,,,Y
1930A0105,seedb101,1930,CLE,D,OF,RFG,PHA193005090,1,0,,,,No RF in game at start,Y
1930A0106,vosmj101,1930,CLE,O,,SH,CLE193009270,1,0,,OPP,,,Y
1930A0107,akerb101,1930,DET,D,SS,ERR,CHA193007072,3,0,1930A0108,COL,,,
1930A0108,akerb101,1930,DET,D,SS,DP,CHA193007072,0,3,1930A0107,COL,,,
1930A0109,alexd101,1930,DET,O,,RBI,SLA193004240,0,1,1930A0131,SWAP,,,
1930A0110,alexd101,1930,DET,D,1B,ERR,DET193009120,1,0,1930A0111,COL,,,
1930A0111,alexd101,1930,DET,D,1B,DP,DET193009120,0,1,1930A0110,COL,,,
1930A0112,doljf101,1930,DET,D,OF,CFG,DET193009190,1,0,1930A0115,,,,Y
1930A0113,doljf101,1930,DET,D,OF,CFG,DET193009200,1,0,1930A0116,,,,Y
1930A0114,doljf101,1930,DET,D,OF,CFG,DET193009210,1,0,1930A0117,,,,Y
1930A0115,doljf101,1930,DET,D,OF,RFG,DET193009190,0,1,1930A0139,DUP,,,Y
1930A0116,doljf101,1930,DET,D,OF,RFG,DET193009200,0,1,1930A0140,DUP,,,Y
1930A0117,doljf101,1930,DET,D,OF,RFG,DET193009210,0,1,1930A0141,DUP,,,Y
1930A0118,eastp101,1930,DET,D,OF,LFG,DET193008060,0,1,1930A0123,,,,Y
1930A0119,eastp101,1930,DET,D,OF,LFG,WS1193008160,1,0,1930A0124,,,,Y
1930A0120,eastp101,1930,DET,D,OF,LFG,WS1193008170,1,0,1930A0125,,,,Y
1930A0121,eastp101,1930,DET,D,OF,LFG,WS1193008180,1,0,1930A0126,,,,Y
1930A0122,eastp101,1930,DET,D,OF,LFG,WS1193008190,1,0,1930A0127,DUP,,,Y
1930A0123,eastp101,1930,DET,D,OF,RFG,DET193008060,1,0,1930A0118,,,No RF in game at end,Y
1930A0124,eastp101,1930,DET,D,OF,RFG,WS1193008160,0,1,1930A0206,,,,Y
1930A0125,eastp101,1930,DET,D,OF,RFG,WS1193008170,0,1,1930A0207,,,,Y
1930A0126,eastp101,1930,DET,D,OF,RFG,WS1193008180,0,1,1930A0208,,,,Y
1930A0127,eastp101,1930,DET,D,OF,RFG,WS1193008190,0,1,1930A0122,DUP,,,Y
1930A0128,funkl101,1930,DET,D,OF,CFG,,127,128,,,,Official sheets show 127 CFG,Y
1930A0129,funkl101,1930,DET,D,OF,RFG,,2,1,,,,Official sheets show 2 RFG,Y
1930A0130,gehrc101,1930,DET,O,,AB,,611,610,,ADD,,Official sheets show 611 AB,
1930A0131,gehrc101,1930,DET,O,,RBI,SLA193004240,1,0,1930A0109,SWAP;IMP,,Officially Gehringer had HR and 0 RBI,
1930A0132,gehrc101,1930,DET,O,,BB,DET193006290,1,0,1930A0487,PAA,,,
1930A0133,gehrc101,1930,DET,O,,SH,SLA193004240,0,1,,OPP;PAA,,,
1930A0134,hargp101,1930,DET,O,,AB,DET193004280,1,0,1930A0135,PAA,,,
1930A0135,hargp101,1930,DET,D,C,G,DET193004280,1,0,1930A0134,,,No C in game at end,
1930A0136,haywr101,1930,DET,O,,BB,DET193007122,1,0,1930A0137,SWAP;PAA,,,
1930A0137,hogsc101,1930,DET,O,,BB,DET193007122,0,1,1930A0136,SWAP;PAA,,,
1930A0138,hught104,1930,DET,D,OF,LFG,DET193009180,1,0,1930A0142,DUP,,,Y
