ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1981A0201,bumba001,1981,BAL,D,OF,CFG,NYA198106040,0,1,,10.21,,,
1981A0202,bumba001,1981,BAL,D,OF,G,NYA198106040,0,1,,10.21,,,
1981A0001,bumba001,1981,BAL,D,OF,LFG,,3,0,,ADD,,,
1981A0002,bumba001,1981,BAL,D,OF,CFG,,101,100,,ADD,,,
1981A0003,bumba001,1981,BAL,D,OF,G,,101,100,,ADD,,,
1981A0004,dauer001,1981,BAL,D,3B,DP,BAL198104100,1,0,1981A0005,SWAP,,,
1981A0005,dauer001,1981,BAL,D,2B,DP,BAL198104100,0,1,1981A0004,SWAP,,,
1981A0006,dauer001,1981,BAL,D,2B,G,OAK198108210,0,1,,10.21,,,
1981A0007,dauer001,1981,BAL,D,2B,G,,95,94,,ADD,,,
1981A0008,lowej001,1981,BAL,D,OF,RFG,DET198110010,0,1,,,,,
1981A0009,lowej001,1981,BAL,D,OF,LFG,BAL198108121,1,0,,,,,
1981A0010,lowej001,1981,BAL,D,OF,G,BAL198108121,1,0,,,,,
1981A0011,roeng001,1981,BAL,D,OF,RFG,MIN198105160,1,0,,,,,
1981A0012,roeng001,1981,BAL,D,OF,LFG,DET198105230,1,0,,,,,
1981A0013,roeng001,1981,BAL,D,OF,LFG,DET198105241,1,0,,,,,
1981A0014,roeng001,1981,BAL,D,OF,G,DET198105241,1,0,,,,,
1981A0015,roeng001,1981,BAL,D,OF,CFG,BAL198105270,0,1,,,,,
1981A0016,roeng001,1981,BAL,D,OF,CFG,BAL198108150,1,0,,,,,
1981A0017,roeng001,1981,BAL,D,OF,RFG,BAL198108150,0,1,,,,,
1981A0018,roeng001,1981,BAL,D,OF,RFG,BAL198108160,1,0,,,,,
1981A0019,roeng001,1981,BAL,D,OF,RFG,SEA198108250,1,0,,,,,
1981A0020,roeng001,1981,BAL,D,OF,RFG,DET198109280,1,0,,,,,
1981A0021,roeng001,1981,BAL,D,OF,RFG,BAL198110020,0,1,,,,,
1981A0022,sakal001,1981,BAL,D,SS,G,BAL198104120,1,0,,,,,
1981A0023,sakal001,1981,BAL,D,2B,G,BAL198104120,0,1,,,,,
1981A0024,sakal001,1981,BAL,D,SS,DP,BAL198104120,1,0,,,,,
1981A0025,sakal001,1981,BAL,D,2B,DP,BAL198104120,0,1,,,,,
1981A0026,sakal001,1981,BAL,D,2B,G,BAL198108121,1,0,,,,,
1981A0027,singk001,1981,BAL,D,OF,RFG,NYA198109260,0,1,,10.21,,,
1981A0028,singk001,1981,BAL,D,OF,G,NYA198109260,0,1,,10.21,,,
1981A0029,singk001,1981,BAL,D,OF,CFG,OAK198108210,0,1,,,,,
1981A0030,evand002,1981,BOS,D,OF,RFG,BOS198105290,1,0,,,,,
1981A0031,evand002,1981,BOS,D,OF,LFG,BOS198105290,0,1,,,,,
