ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1975N0003","flynd001",1975,"CIN","O",,"G","CIN197508090",1,0,,,,
"1975N0005","blanl101",1975,"ATL","O",,"GDP","ATL197507252",1,0,,,,
"1975N0006","offir101",1975,"ATL","O",,"GDP","ATL197507252",0,1,,,,
"1975N0007","konid101",1975,"HOU","O",,"GDP","PHI197505300",1,0,,,,
"1975N0008","hahnd102",1975,"SDN","O",,"GDP","SDN197507060",0,1,,,,
"1975N0009","evand001",1975,"ATL","O",,"SB","HOU197506270",1,0,,,,
"1975N0010","gastc101",1975,"ATL","O",,"SB","ATL197509210",1,0,,,,
"1975N0014","offir101",1975,"ATL","O",,"SB","ATL197506221",1,0,,,,
"1975N0015","sangm101",1975,"PIT","O",,"SB","LAN197505170",1,0,,,,
"1975N0016","dalcb101",1975,"ATL","P",,"BB","ATL197507130",1,2,,,,
"1975N0017","sosae101",1975,"ATL","P",,"BB","ATL197507130",1,0,,,,
"1975N0018","hougc001",1975,"LAN","P",,"BB","ATL197509060",1,2,,,,
"1975N0019","selld101",1975,"LAN","P",,"BB","ATL197509060",2,1,,,,
"1975N0024","hilgt101",1975,"PHI","P",,"H","ATL197505110",2,1,,,,
"1975N0025","twitw101",1975,"PHI","P",,"H","ATL197505110",5,6,,,,
"1975N0026","garmm101",1975,"SLN","P",,"SF","SLN197509150",0,1,,,,
"1975N0027","hraba101",1975,"SLN","P",,"SF","SLN197509150",1,0,,,,
"1975N0028","granw101",1975,"HOU","P",,"SH","HOU197506250",1,0,,,,
"1975N0029","konid101",1975,"HOU","P",,"SH","HOU197506250",0,1,,,,
"1975N0030","apodb101",1975,"NYN","P",,"SH","NYN197505090",1,0,,,,
"1975N0031","hallt101",1975,"NYN","P",,"SH","NYN197505090",0,1,,,,
"1975N0032","barrj101",1975,"SFN","P",,"SH","SFN197509010",0,1,,,,
"1975N0033","willc101",1975,"SFN","P",,"SH","SFN197509010",1,0,,,,
"1975N0034","houst101",1975,"ATL","P",,"WP","ATL197508152",0,1,,,,
"1975N0035","niekp001",1975,"ATL","P",,"WP","ATL197506240",1,2,,,,
"1975N0037","dierl101",1975,"HOU","P",,"WP","SDN197504300",0,1,,,,
"1975N0038","hootb001",1975,"LAN","P",,"WP","CHN197506010",1,0,,,,
"1975N0039","marsm101",1975,"LAN","P",,"WP","SFN197506280",1,0,,,,
"1975N0040","rau-d101",1975,"LAN","P",,"WP","SFN197506280",0,1,,,,
"1975N0041","blaid101",1975,"MON","P",,"WP","MON197509070",2,1,,,,
"1975N0042","demod101",1975,"MON","P",,"WP","MON197504180",1,0,,,,
"1975N0043","roges001",1975,"MON","P",,"WP","ATL197507130",2,1,,,,
"1975N0044","barrj101",1975,"SFN","P",,"WP","SFN197504300",0,1,,,,
"1975N0045","heavd101",1975,"SFN","P",,"WP","SFN197509010",0,1,,,,
"1975N0046","evand001",1975,"ATL","D","3B","DP","ATL197504150",1,0,,,,
