ID,last,first
bigew901,Bigelow,W.J.
bolec901,Boles,Charles
bradu901,Brady,
bredg901,Bredberg,A.C.
brocj901,Brockway,John
buncj101,Bunce,Josh
burtl901,Burtis,Warren
chanm901,Chandler,Moses
conef101,Cone,Fred
cranr901,Crandall,Robert
devid901,Devinney,Dan
drapj901,Draper,Doc
duchu901,Ducharme,Ed
furlb901,Furlong,Bill
gleab102,Gleason,Bill
gleaj102,Gleason,Jack
hasts101,Hastings,Scott
hodga902,Hodges,Amory
kellw901,Kelley,W.W.
kennj102,Kenney,John
mcelh901,McElwee,Harvey
meagj901,Meagher,James
medaw901,Medart,William
milla901,Mills,A.G.
montu901,Maguire,
sewag101,Seward,George
snodc901,Snoddy,Carey
stamc901,Stambaugh,Calvin
summj901,Sumner,James
walkw901,Walker,William
washf901,Wash,Frank
whitg901,White,Gideon
wrigh101,Wright,Harry
