Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"18770428","0","Sat","BSN","NL",1,"HAR","NL",1,"D","Unknown reason; Site change","18770626"
"18770430","0","Mon","BSN","NL",2,"HAR","NL",2,"D","",""
"18770503","0","Thu","LS1","NL",1,"CN1","NL",1,"D","Rain","18770514"
"18770505","0","Sat","LS1","NL",2,"CN1","NL",2,"D","Unknown reason","18770616"
"18770508","0","Tue","HAR","NL",3,"CHN","NL",1,"D","",""
"18770508","0","Tue","BSN","NL",3,"SL3","NL",1,"D","",""
"18770510","0","Thu","HAR","NL",4,"CHN","NL",2,"D","",""
"18770510","0","Thu","CN1","NL",3,"LS1","NL",3,"D","",""
"18770510","0","Thu","BSN","NL",4,"SL3","NL",2,"D","",""
"18770512","0","Sat","BSN","NL",5,"CHN","NL",3,"D","",""
"18770512","0","Sat","CN1","NL",4,"LS1","NL",4,"D","",""
"18770512","0","Sat","HAR","NL",5,"SL3","NL",3,"D","Rain","18770716"
"18770515","0","Tue","BSN","NL",6,"CHN","NL",4,"D","Rain","18770516"
"18770515","0","Tue","HAR","NL",6,"SL3","NL",4,"D","",""
"18770517","0","Thu","SL3","NL",5,"CHN","NL",5,"D","",""
"18770517","0","Thu","BSN","NL",7,"CN1","NL",5,"D","",""
"18770517","0","Thu","HAR","NL",7,"LS1","NL",5,"D","Unknown reason","18770518"
"18770519","0","Sat","SL3","NL",6,"CHN","NL",6,"D","",""
"18770519","0","Sat","BSN","NL",8,"CN1","NL",6,"D","",""
"18770519","0","Sat","HAR","NL",8,"LS1","NL",6,"D","",""
"18770521","0","Mon","BSN","NL",9,"LS1","NL",7,"D","",""
"18770522","0","Tue","HAR","NL",9,"CN1","NL",7,"D","",""
"18770522","0","Tue","BSN","NL",10,"LS1","NL",8,"D","",""
"18770522","0","Tue","CHN","NL",7,"SL3","NL",7,"D","",""
"18770524","0","Thu","HAR","NL",10,"CN1","NL",8,"D","Unknown reason","18770523"
"18770524","0","Thu","CHN","NL",8,"SL3","NL",8,"D","",""
"18770526","0","Sat","CHN","NL",9,"CN1","NL",9,"D","",""
"18770529","0","Tue","SL3","NL",9,"LS1","NL",9,"D","",""
"18770530","0","Wed","CHN","NL",10,"CN1","NL",10,"D","",""
"18770530","0","Wed","SL3","NL",10,"LS1","NL",10,"D","",""
"18770531","0","Thu","SL3","NL",11,"CN1","NL",11,"D","",""
"18770531","0","Thu","CHN","NL",11,"LS1","NL",11,"D","",""
"18770602","0","Sat","HAR","NL",11,"BSN","NL",11,"D","",""
"18770602","0","Sat","SL3","NL",12,"CN1","NL",12,"D","",""
"18770602","0","Sat","CHN","NL",12,"LS1","NL",12,"D","",""
"18770605","0","Tue","HAR","NL",12,"BSN","NL",12,"D","Unknown reason","18770604"
"18770605","0","Tue","CN1","NL",13,"CHN","NL",13,"D","",""
"18770605","0","Tue","LS1","NL",13,"SL3","NL",13,"D","",""
"18770607","0","Thu","CN1","NL",14,"CHN","NL",14,"D","",""
"18770607","0","Thu","LS1","NL",14,"SL3","NL",14,"D","",""
"18770609","0","Sat","LS1","NL",15,"CHN","NL",15,"D","Wet grounds","18770611"
"18770609","0","Sat","BSN","NL",13,"HAR","NL",13,"D","",""
"18770609","0","Sat","CN1","NL",15,"SL3","NL",15,"D","",""
"18770612","0","Tue","LS1","NL",16,"CHN","NL",16,"D","",""
"18770612","0","Tue","BSN","NL",14,"HAR","NL",14,"D","",""
"18770612","0","Tue","CN1","NL",16,"SL3","NL",16,"D","Unknown reason","18770611"
"18770614","0","Thu","CN1","NL",17,"LS1","NL",17,"D","",""
"18770616","0","Sat","CHN","NL",17,"BSN","NL",15,"D","",""
"18770616","0","Sat","SL3","NL",17,"HAR","NL",15,"D","",""
"18770616","0","Sat","CN1","NL",18,"LS1","NL",18,"D","Unknown reason; Site change","18770907"
"18770618","0","Mon","CHN","NL",18,"BSN","NL",16,"D","",""
"18770618","0","Mon","SL3","NL",18,"HAR","NL",16,"D","",""
"18770619","0","Tue","SL3","NL",19,"BSN","NL",17,"D","",""
"18770619","0","Tue","CHN","NL",19,"HAR","NL",17,"D","",""
"18770621","0","Thu","SL3","NL",20,"BSN","NL",18,"D","",""
"18770621","0","Thu","CHN","NL",20,"HAR","NL",18,"D","",""
"18770623","0","Sat","CN1","NL",19,"BSN","NL",19,"D","Unknown reason","18770824"
"18770623","0","Sat","LS1","NL",19,"HAR","NL",19,"D","",""
"18770626","0","Tue","CN1","NL",20,"BSN","NL",20,"D","Unknown reason","18770903"
"18770626","0","Tue","SL3","NL",21,"CHN","NL",21,"D","",""
"18770626","0","Tue","LS1","NL",20,"HAR","NL",20,"D","Unknown reason","18770625"
"18770628","0","Thu","LS1","NL",21,"BSN","NL",21,"D","",""
"18770628","0","Thu","SL3","NL",22,"CHN","NL",22,"D","",""
"18770628","0","Thu","CN1","NL",21,"HAR","NL",21,"D","Unknown reason","18770827"
"18770630","0","Sat","LS1","NL",22,"BSN","NL",22,"D","",""
"18770630","0","Sat","CN1","NL",22,"HAR","NL",22,"D","Unknown reason; No makeup played",""
"18770630","0","Sat","CHN","NL",23,"SL3","NL",23,"D","Rain","18770703"
"18770702","0","Mon","CHN","NL",24,"SL3","NL",24,"D","",""
"18770703","0","Tue","LS1","NL",23,"CN1","NL",23,"D","",""
"18770704","0","Wed","BSN","NL",23,"CHN","NL",25,"D","",""
"18770704","0","Wed","LS1","NL",24,"CN1","NL",24,"D","",""
"18770704","0","Wed","HAR","NL",23,"SL3","NL",25,"D","",""
"18770705","0","Thu","BSN","NL",24,"CHN","NL",26,"D","Rain","18770716"
"18770705","0","Thu","HAR","NL",24,"SL3","NL",26,"D","",""
"18770706","0","Fri","BSN","NL",25,"CN1","NL",25,"D","",""
"18770706","0","Fri","HAR","NL",25,"LS1","NL",25,"D","Unknown reason","18770719"
"18770707","0","Sat","BSN","NL",26,"CN1","NL",26,"D","",""
"18770707","0","Sat","HAR","NL",26,"LS1","NL",26,"D","",""
"18770710","0","Tue","HAR","NL",27,"CN1","NL",27,"D","Rain","18770711"
"18770710","0","Tue","BSN","NL",27,"LS1","NL",27,"D","Rain","18770711"
"18770712","0","Thu","HAR","NL",28,"CN1","NL",28,"D","",""
"18770712","0","Thu","BSN","NL",28,"LS1","NL",28,"D","",""
"18770713","0","Fri","HAR","NL",29,"CHN","NL",27,"D","",""
"18770713","0","Fri","BSN","NL",29,"SL3","NL",27,"D","",""
"18770714","0","Sat","HAR","NL",30,"CHN","NL",28,"D","",""
"18770714","0","Sat","BSN","NL",30,"SL3","NL",28,"D","",""
"18770717","0","Tue","BSN","NL",31,"CHN","NL",29,"D","",""
"18770717","0","Tue","HAR","NL",31,"SL3","NL",29,"D","",""
"18770718","0","Wed","BSN","NL",32,"CHN","NL",30,"D","",""
"18770718","0","Wed","HAR","NL",32,"SL3","NL",30,"D","",""
"18770720","0","Fri","BSN","NL",33,"CN1","NL",29,"D","",""
"18770720","0","Fri","HAR","NL",33,"LS1","NL",29,"D","",""
"18770721","0","Sat","BSN","NL",34,"CN1","NL",30,"D","",""
"18770721","0","Sat","HAR","NL",34,"LS1","NL",30,"D","",""
"18770724","0","Tue","HAR","NL",35,"CN1","NL",31,"D","",""
"18770724","0","Tue","BSN","NL",35,"LS1","NL",31,"D","",""
"18770725","0","Wed","HAR","NL",36,"CN1","NL",32,"D","",""
"18770725","0","Wed","BSN","NL",36,"LS1","NL",32,"D","Unknown reason","18770723"
"18770726","0","Thu","HAR","NL",37,"CHN","NL",31,"D","",""
"18770726","0","Thu","BSN","NL",37,"SL3","NL",31,"D","Unknown reason","18770727"
"18770728","0","Sat","HAR","NL",38,"CHN","NL",32,"D","Rain; Site change; Played at NEW; HAR home team","18770922"
"18770728","0","Sat","BSN","NL",38,"SL3","NL",32,"D","",""
"18770731","0","Tue","CHN","NL",33,"CN1","NL",33,"D","",""
"18770731","0","Tue","SL3","NL",33,"LS1","NL",33,"D","",""
"18770802","0","Thu","CHN","NL",34,"CN1","NL",34,"D","",""
"18770802","0","Thu","SL3","NL",34,"LS1","NL",34,"D","Unknown reason","18770801"
"18770804","0","Sat","SL3","NL",35,"CN1","NL",35,"D","",""
"18770804","0","Sat","CHN","NL",35,"LS1","NL",35,"D","",""
"18770806","0","Mon","SL3","NL",36,"CN1","NL",36,"D","",""
"18770806","0","Mon","CHN","NL",36,"LS1","NL",36,"D","",""
"18770807","0","Tue","CN1","NL",37,"CHN","NL",37,"D","",""
