Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"19600412","0","Tue","PHI","NL",1,"CIN","NL",1,"D","",""
"19600412","0","Tue","CHN","NL",1,"LAN","NL",1,"N","",""
"19600412","0","Tue","PIT","NL",1,"MLN","NL",1,"D","",""
"19600412","0","Tue","SLN","NL",1,"SFN","NL",1,"D","",""
"19600413","0","Wed","CHN","NL",2,"LAN","NL",2,"N","",""
"19600413","0","Wed","SLN","NL",2,"SFN","NL",2,"D","",""
"19600414","0","Thu","SLN","NL",3,"LAN","NL",3,"N","",""
"19600414","0","Thu","MLN","NL",2,"PHI","NL",2,"N","",""
"19600414","0","Thu","CIN","NL",2,"PIT","NL",2,"D","",""
"19600414","0","Thu","CHN","NL",3,"SFN","NL",3,"N","",""
"19600416","0","Sat","SLN","NL",4,"LAN","NL",4,"N","",""
"19600416","0","Sat","MLN","NL",3,"PHI","NL",3,"D","",""
"19600416","0","Sat","CIN","NL",3,"PIT","NL",3,"D","",""
"19600416","0","Sat","CHN","NL",4,"SFN","NL",4,"D","",""
"19600417","0","Sun","SLN","NL",5,"LAN","NL",5,"D","",""
"19600417","0","Sun","MLN","NL",4,"PHI","NL",4,"D","",""
"19600417","1","Sun","CIN","NL",4,"PIT","NL",4,"D","",""
"19600417","2","Sun","CIN","NL",5,"PIT","NL",5,"D","",""
"19600417","0","Sun","CHN","NL",5,"SFN","NL",5,"D","",""
"19600418","0","Mon","BOS","AL",1,"WS1","AL",1,"D","",""
"19600419","0","Tue","WS1","AL",2,"BAL","AL",1,"D","",""
"19600419","0","Tue","NYA","AL",1,"BOS","AL",2,"D","",""
"19600419","0","Tue","KC1","AL",1,"CHA","AL",1,"D","",""
"19600419","0","Tue","DET","AL",1,"CLE","AL",1,"D","",""
"19600419","0","Tue","PHI","NL",5,"PIT","NL",6,"N","",""
"19600419","0","Tue","LAN","NL",6,"SFN","NL",6,"D","",""
"19600419","0","Tue","CHN","NL",6,"SLN","NL",6,"N","",""
"19600420","0","Wed","WS1","AL",3,"BAL","AL",2,"N","",""
"19600420","0","Wed","NYA","AL",2,"BOS","AL",3,"D","",""
