ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1960A0001","branj101",1960,"BAL","O",,"SO","BAL196004190",0,1,"1960A0004","SWAP",,
"1960A0002","branj101",1960,"BAL","O",,"GDP","BAL196004290",1,0,,,,
"1960A0003","breem101",1960,"BAL","O",,"R","KC1196007200",0,1,"1960A0013","SWAP",,
"1960A0004","breem101",1960,"BAL","O",,"SO","BAL196004190",1,0,"1960A0001","SWAP",,
"1960A0005","breem101",1960,"BAL","O",,"SO","NYA196009160",1,0,"1960A0303",,,
"1960A0006","breem101",1960,"BAL","O",,"CS","CLE196008050",1,0,,,,
"1960A0007","busbj101",1960,"BAL","O",,"R","BOS196009270",2,1,"1960A0008","SWAP",,
"1960A0008","gentj101",1960,"BAL","O",,"R","BOS196009270",0,1,"1960A0007","SWAP",,
"1960A0009","hansr102",1960,"BAL","O",,"BB","BAL196006270",1,0,"1960A0022","SWAP",,
"1960A0010","hansr102",1960,"BAL","O",,"BB","BAL196007090",1,0,"1960A0020","SWAP",,
"1960A0011","hansr102",1960,"BAL","O",,"SO","BAL196007020",1,0,,,,
"1960A0012","hansr102",1960,"BAL","O",,"CS","BAL196005291",1,0,,,,
"1960A0013","pappm101",1960,"BAL","O",,"R","KC1196007200",1,0,"1960A0003","SWAP",,
"1960A0014","robib104",1960,"BAL","O",,"SO","CHA196006220",2,0,"1960A0021","SWAP",,
"1960A0015","robib104",1960,"BAL","O",,"SO",,48,49,,"ADD",,
"1960A0016","robib104",1960,"BAL","O",,"GDP","NYA196009160",1,0,,,,
"1960A0017","stepg101",1960,"BAL","O",,"BB","CLE196009080",0,1,,,,
"1960A0018","tasbw101",1960,"BAL","O",,"BB","BAL196006060",1,0,,,,
"1960A0019","tasbw101",1960,"BAL","O",,"SO","BAL196006070",1,0,,,,
"1960A0020","triag101",1960,"BAL","O",,"BB","BAL196007090",0,1,"1960A0010","SWAP",,
"1960A0021","triag101",1960,"BAL","O",,"SO","CHA196006220",0,2,"1960A0014","SWAP",,
"1960A0022","woodg101",1960,"BAL","O",,"BB","BAL196006270",0,1,"1960A0009","SWAP",,
"1960A0023","boonr101",1960,"BOS","O",,"AB","BOS196006090",0,1,"1960A0047","SWAP",,
"1960A0024","brewt101",1960,"BOS","O",,"CS","NYA196006051",1,0,,,,
"1960A0025","buddd101",1960,"BOS","O",,"BB",,61,62,,"ADD",,
"1960A0026","buddd101",1960,"BOS","O",,"SB","BOS196005152",0,1,,,,
"1960A0027","buddd101",1960,"BOS","O",,"CS","CHA196005170",1,0,,,,
"1960A0028","buddd101",1960,"BOS","O",,"CS","KC1196007160",1,0,,,,
"1960A0029","clinl101",1960,"BOS","O",,"AB","BOS196004300",2,3,"1960A0032","SWAP",,
"1960A0030","clinl101",1960,"BOS","O",,"BB","NYA196010020",1,0,"1960A0031","SWAP",,
"1960A0031","cougm101",1960,"BOS","O",,"BB","NYA196010020",1,2,"1960A0030","SWAP",,
"1960A0032","geigg101",1960,"BOS","O",,"AB","BOS196004300",2,1,"1960A0029","SWAP",,
"1960A0033","giled101",1960,"BOS","O",,"RBI","BOS196009270",2,1,"1960A0037","SWAP",,
"1960A0034","greep102",1960,"BOS","O",,"BB","BOS196008180",3,0,,,,
"1960A0035","malzf101",1960,"BOS","O",,"SO","DET196006160",1,2,"1960A0048","SWAP",,
"1960A0036","malzf101",1960,"BOS","O",,"CS","BOS196007260",1,0,,,,
"1960A0037","nixor101",1960,"BOS","O",,"RBI","BOS196009270",0,1,"1960A0033","SWAP",,
"1960A0038","nixor101",1960,"BOS","O",,"SO","CLE196009130",1,0,"1960A0247",,,
"1960A0039","runnp101",1960,"BOS","O",,"CS","BOS196009030",1,0,,,,
"1960A0040","sadoe101",1960,"BOS","O",,"GDP","BOS196004210",0,1,"1960A0046","SWAP",,
"1960A0041","stepg101",1960,"BOS","O",,"BB","NYA196006040",0,1,,,,
"1960A0042","stepg101",1960,"BOS","O",,"CS","BOS196005100",1,0,,,,
"1960A0043","tasbw101",1960,"BOS","O",,"BB",,50,51,,"ADD",,
"1960A0044","tasbw101",1960,"BOS","O",,"SO","CHA196009111",0,1,"1960A0045","COL",,
"1960A0045","tasbw101",1960,"BOS","O",,"GDP","CHA196009111",1,0,"1960A0044","COL",,
"1960A0046","thomb105",1960,"BOS","O",,"GDP","BOS196004210",1,0,"1960A0040","SWAP",,
"1960A0047","wertv101",1960,"BOS","O",,"AB","BOS196006090",4,3,"1960A0023","SWAP",,
"1960A0048","wertv101",1960,"BOS","O",,"SO","DET196006160",1,0,"1960A0035","SWAP",,
"1960A0049","aparl101",1960,"CHA","O",,"SB",,50,51,,"ADD",,
"1960A0051","aparl101",1960,"CHA","O",,"CS","CHA196009210",1,0,,,,
"1960A0053","freeg102",1960,"CHA","O",,"BB","CHA196007160",0,1,"1960A0064","SWAP",,
"1960A0054","landj103",1960,"CHA","O",,"BB","CLE196007060",0,1,"1960A0068","SWAP",,
"1960A0055","landj103",1960,"CHA","O",,"CS","CHA196004210",1,0,,,,
"1960A0056","landj103",1960,"CHA","O",,"CS","NYA196008230",1,0,,,,
"1960A0057","landj103",1960,"CHA","O",,"GDP","CHA196010020",1,0,,,,
"1960A0058","minom101",1960,"CHA","O",,"CS","CHA196005170",1,0,,,,
"1960A0059","minom101",1960,"CHA","O",,"CS","CHA196006261",1,0,,,,
"1960A0060","rivej101",1960,"CHA","O",,"CS","CHA196008040",1,0,,,,
"1960A0061","shawb103",1960,"CHA","O",,"GDP","WS1196007312",1,0,,,,
"1960A0062","sievr101",1960,"CHA","O",,"SO","CHA196006250",0,1,,,,
"1960A0063","sievr101",1960,"CHA","O",,"SO","BAL196007020",0,1,,,,
"1960A0064","smita102",1960,"CHA","O",,"BB","CHA196007160",1,0,"1960A0053","SWAP",,
"1960A0065","smita102",1960,"CHA","O",,"CS","CHA196005012",1,0,,,,
"1960A0066","smita102",1960,"CHA","O",,"CS","CHA196008040",1,0,,,,
"1960A0067","torge101",1960,"CHA","O",,"SO","BAL196008020",1,0,,,,
"1960A0068","wynne101",1960,"CHA","O",,"BB","CLE196007060",1,0,"1960A0054","SWAP",,
"1960A0069","asprk101",1960,"CLE","O",,"BB","CLE196009130",0,1,"1960A0072","SWAP",,
"1960A0070","bridr101",1960,"CLE","O",,"SO","CLE196008072",1,0,"1960A0092","SWAP",,
"1960A0071","delam101",1960,"CLE","O",,"GDP","NYA196008271",1,0,"1960A0080","SWAP",,
"1960A0072","frant101",1960,"CLE","O",,"BB","CLE196009130",1,0,"1960A0069","SWAP",,
"1960A0073","frant101",1960,"CLE","O",,"CS","BAL196006280",1,0,,,,
"1960A0074","frant101",1960,"CLE","O",,"CS","DET196009060",1,0,,,,
"1960A0075","frant101",1960,"CLE","O",,"GDP","NYA196007281",1,0,,,,
"1960A0076","granj101",1960,"CLE","O",,"SO","CLE196007171",1,0,"1960A0093","SWAP",,
"1960A0077","haleb101",1960,"CLE","O",,"RBI","CLE196006262",0,1,,,,
"1960A0078","heldw101",1960,"CLE","O",,"GDP","CLE196006220",1,0,,,,
"1960A0079","keoum101",1960,"CLE","O",,"SO","BOS196008250",1,0,,,,
"1960A0080","morgj101",1960,"CLE","O",,"GDP","NYA196008271",0,1,"1960A0071","SWAP",,
"1960A0081","pierj102",1960,"CLE","O",,"BB","CLE196006151",1,0,,,,
"1960A0082","pierj102",1960,"CLE","O",,"SO","BOS196007241",1,0,,,,
"1960A0083","pierj102",1960,"CLE","O",,"CS","BOS196006081",1,0,,,,
"1960A0084","pierj102",1960,"CLE","O",,"CS","CLE196006262",1,0,,,,
"1960A0085","pierj102",1960,"CLE","O",,"CS","CLE196007060",1,0,,,,
"1960A0086","pierj102",1960,"CLE","O",,"GDP","CLE196008110",1,0,,,,
"1960A0087","powev101",1960,"CLE","O",,"RBI","CHA196007102",1,2,,,,
"1960A0088","powev101",1960,"CLE","O",,"BB","BOS196006070",0,1,,,,
"1960A0089","powev101",1960,"CLE","O",,"GDP","CLE196006180",1,0,,,,
"1960A0090","powev101",1960,"CLE","O",,"GDP","WS1196008290",1,0,,,,
"1960A0091","romaj101",1960,"CLE","O",,"G","CLE196007171",1,0,"1960A0331",,,
"1960A0092","stigd101",1960,"CLE","O",,"SO","CLE196008072",0,1,"1960A0070","SWAP",,
"1960A0093","tannc101",1960,"CLE","O",,"SO","CLE196007171",0,1,"1960A0076","SWAP",,
"1960A0094","amors101",1960,"DET","O",,"BB","CLE196006030",0,1,"1960A0097","SWAP",,
"1960A0095","berbl101",1960,"DET","O",,"CS","DET196007171",1,0,,,,
"1960A0096","berbl101",1960,"DET","O",,"CS","DET196009182",1,0,,,,
"1960A0097","bollf101",1960,"DET","O",,"BB","CLE196006030",1,0,"1960A0094","SWAP",,
"1960A0098","bollf101",1960,"DET","O",,"SO","BOS196008301",1,2,"1960A0216",,,
"1960A0099","chrin101",1960,"DET","O",,"CS","DET196005291",1,0,,,,
"1960A0100","colar101",1960,"DET","O",,"SO","DET196009170",1,0,,,,
"1960A0101","colar101",1960,"DET","O",,"GDP","KC1196010010",1,0,,,,
"1960A0102","fernc102",1960,"DET","O",,"SO","CHA196009030",0,1,,,,
"1960A0103","fernc102",1960,"DET","O",,"CS","DET196005210",1,0,,,,
"1960A0104","fernc102",1960,"DET","O",,"CS","BOS196006280",1,0,,,,
"1960A0105","foilh101",1960,"DET","O",,"SO","CLE196008130",1,0,"1960A0248",,,
"1960A0106","yoste101",1960,"DET","O",,"GDP","CHA196009020",1,0,,,,
"1960A0107","baueh101",1960,"KC1","O",,"SO","DET196008180",1,2,"1960A0261",,,
"1960A0108","baueh101",1960,"KC1","O",,"CS","KC1196004220",1,0,,,,
"1960A0109","baueh101",1960,"KC1","O",,"CS","KC1196007080",1,0,,,,
"1960A0110","daleb102",1960,"KC1","O",,"SO","CHA196006030",0,1,"1960A0129","SWAP",,
"1960A0111","dalep101",1960,"KC1","O",,"BB","CLE196007042",0,2,"1960A0123","SWAP",,
"1960A0112","hamlk101",1960,"KC1","O",,"CS","KC1196006260",1,0,,,,
"1960A0113","herbr101",1960,"KC1","O",,"RBI","KC1196009050",1,0,,,,
"1960A0114","herzw101",1960,"KC1","O",,"SO","CLE196007042",0,1,,,,
"1960A0115","herzw101",1960,"KC1","O",,"CS","KC1196005180",1,0,,,,
"1960A0116","kuckj101",1960,"KC1","O",,"SO","KC1196008091",2,1,,,,
"1960A0117","kutym101",1960,"KC1","O",,"RBI","KC1196005302",0,1,,,,
"1960A0118","lumpj101",1960,"KC1","O",,"CS","KC1196004220",1,0,,,,
"1960A0119","lumpj101",1960,"KC1","O",,"CS","KC1196009010",1,0,,,,
"1960A0120","lumpj101",1960,"KC1","O",,"GDP","DET196005151",1,0,,,,
"1960A0121","lumpj101",1960,"KC1","O",,"GDP","KC1196007080",1,0,,,,
"1960A0122","lumpj101",1960,"KC1","O",,"GDP","WS1196007230",1,0,,,,,
"1960A0123","siebn101",1960,"KC1","O",,"BB","CLE196007042",2,0,,,,,,
"1960A0124","siebn101",1960,"KC1","O",,"GDP","KC1196007080",1,0,,,,
"1960A0125","snydr102",1960,"KC1","O",,"CS","KC1196007180",1,0,,,,
"1960A0126","snydr102",1960,"KC1","O",,"CS","KC1196007200",1,0,,,,
"1960A0127","throm101",1960,"KC1","O",,"SO","KC1196008072",0,1,,,,
"1960A0128","trowb101",1960,"KC1","O",,"SO","KC1196005301",2,1,,,,
"1960A0129","trowb101",1960,"KC1","O",,"SO","CHA196006030",1,0,"1960A0110","SWAP",,
"1960A0130","tuttb101",1960,"KC1","O",,"CS","BOS196008042",1,0,,,,
"1960A0131","tuttb101",1960,"KC1","O",,"GDP","KC1196005160",1,0,,,,
"1960A0132","willd104",1960,"KC1","O",,"GDP","CLE196005012",1,0,,,,
"1960A0133","berry101",1960,"NYA","O",,"SO","NYA196008282",1,0,"1960A0140","SWAP",,
"1960A0134","berry101",1960,"NYA","O",,"CS","CLE196006262",1,0,,,,
