ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1960A0135","boyec102",1960,"NYA","O",,"GDP","CLE196006250",1,0,,,,
"1960A0136","demaj101",1960,"NYA","O",,"AB","BAL196007070",1,0,"1960A0144","SWAP",,
"1960A0137","demaj101",1960,"NYA","O",,"SO","BAL196007070",1,0,"1960A0136","SWAP",,
"1960A0138","howae101",1960,"NYA","O",,"GDP","BOS196004190",1,0,"1960A0151","SWAP",,
"1960A0139","kubet101",1960,"NYA","O",,"SO","CHA196008100",1,0,,,,
"1960A0140","longd101",1960,"NYA","O",,"SO","NYA196008282",0,1,,,,,,
"1960A0141","lopeh101",1960,"NYA","O",,"GDP","WS1196008200",1,0,,,,
"1960A0142","maasd101",1960,"NYA","O",,"AB","NYA196008262",1,0,"1960A0145","SWAP",,
"1960A0143","mantm101",1960,"NYA","O",,"AB","BAL196007070",4,5,"1960A0137","SWAP",,
"1960A0144","mantm101",1960,"NYA","O",,"SO","BAL196007070",0,1,"1960A0143","SWAP",,
"1960A0145","mcdog101",1960,"NYA","O",,"AB","NYA196008262",1,2,"1960A0142","SWAP",,
"1960A0146","mcdog101",1960,"NYA","O",,"BB","NYA196008262",1,0,"1960A0241",,,
"1960A0147","richb102",1960,"NYA","O",,"CS","NYA196006100",1,0,,,,
"1960A0148","shorb101",1960,"NYA","O",,"SO","DET196005240",1,0,,,,
"1960A0149","skowb101",1960,"NYA","O",,"CS","NYA196005030",1,0,,,,
"1960A0150","skowb101",1960,"NYA","O",,"CS","CHA196005200",1,0,,,,
"1960A0151","skowb101",1960,"NYA","O",,"GDP","BOS196004190",0,1,"1960A0138","SWAP",,
"1960A0152","terrr101",1960,"NYA","O",,"SO","CLE196009111",0,1,,,,
"1960A0153","allib103",1960,"WS1","O",,"G","CHA196008050",1,0,"1960A0337",,,
"1960A0154","allib103",1960,"WS1","O",,"BB","WS1196007050",1,0,,,,
"1960A0155","allib103",1960,"WS1","O",,"SO","BOS196006022",2,3,"1960A0177","SWAP",,
"1960A0156","allib103",1960,"WS1","O",,"CS","WS1196007270",1,0,,,,
"1960A0157","batte101",1960,"WS1","O",,"SO","WS1196009240",0,1,,,,
"1960A0158","becqj101",1960,"WS1","O",,"BB","WS1196004240",0,1,,,,
"1960A0159","becqj101",1960,"WS1","O",,"BB","BAL196007090",0,1,"1960A0176","SWAP",,
"1960A0160","consb101",1960,"WS1","O",,"G","WS1196007270",1,0,"1960A0338",,,
"1960A0161","consb101",1960,"WS1","O",,"SO","KC1196008092",1,0,,,,
"1960A0162","consb101",1960,"WS1","O",,"GDP","WS1196005090",1,0,,,,
"1960A0163","dobbd101",1960,"WS1","O",,"RBI","DET196007210",1,0,,,,
"1960A0164","dobbd101",1960,"WS1","O",,"BB","WS1196004220",2,3,"1960A0180","SWAP",,
"1960A0165","dobbd101",1960,"WS1","O",,"IBB","WS1196004220",2,3,"1960A0164","SWAP",,
"1960A0166","dobbd101",1960,"WS1","O",,"SO","CLE196006230",1,0,,,,
"1960A0167","gardb101",1960,"WS1","O",,"SO","BOS196006022",0,1,,,,
"1960A0168","greel101",1960,"WS1","O",,"SO","NYA196009200",0,2,"1960A0178","SWAP",,
"1960A0169","greel101",1960,"WS1","O",,"CS","CLE196007172",1,0,,,,
"1960A0172","greel101",1960,"WS1","O",,"CS","KC1196009070",1,0,,,,
"1960A0173","greel101",1960,"WS1","O",,"CS","NYA196009200",1,0,,,,
"1960A0174","kaatj101",1960,"WS1","O",,"R","BOS196006022",1,0,"1960A0175","SWAP",,
"1960A0175","killh102",1960,"WS1","O",,"R","BOS196006022",1,2,"1960A0174","SWAP",,
"1960A0176","killh102",1960,"WS1","O",,"BB","BAL196007090",1,0,"1960A0159","SWAP",,
"1960A0177","killh102",1960,"WS1","O",,"SO","BOS196006022",2,1,"1960A0155","SWAP",,
"1960A0178","killh102",1960,"WS1","O",,"SO","NYA196009200",2,0,"1960A0168","SWAP",,
"1960A0179","lemoj101",1960,"WS1","O",,"BB","WS1196004220",1,0,"1960A0165","SWAP",,
"1960A0180","lemoj101",1960,"WS1","O",,"IBB","WS1196004220",1,0,"1960A0179","SWAP",,
"1960A0181","lemoj101",1960,"WS1","O",,"CS","NYA196008141",1,0,,,,"K+24 DP"
"1960A0182","narah101",1960,"WS1","O",,"GDP","WS1196007050",1,0,,,,
"1960A0183","schaj102",1960,"WS1","O",,"CS","WS1196009270",1,0,,,,
"1960A0185","whisp101",1960,"WS1","O",,"CS","NYA196008130",1,0,,,DP K+26 is probably CS,
"1960A0186","andej102",1960,"BAL","P",,"BFP",,25,26,,,,
"1960A0187","andej102",1960,"BAL","P",,"SF","NYA196004220",0,1,"1960A0200","SWAP",started inning gave up 0 R so impossible,
"1960A0188","barbs102",1960,"BAL","P",,"BFP",,783,784,,,,
"1960A0189","barbs102",1960,"BAL","P",,"BB","BAL196008120",2,1,"1960A0202","SWAP",,
"1960A0191","coler101",1960,"BAL","P",,"BFP",,25,24,,,,
"1960A0192","fishj101",1960,"BAL","P",,"H","WS1196009240",8,7,"1960A0204","SWAP",,
"1960A0193","fishj101",1960,"BAL","P",,"SO","CHA196006220",2,3,,,,
"1960A0194","hoefb101",1960,"BAL","P",,"SO","BAL196007020",0,1,"1960A0195","SWAP",,
"1960A0195","joneg101",1960,"BAL","P",,"SO","BAL196007020",1,0,"1960A0194","SWAP",,
"1960A0196","joneg101",1960,"BAL","P",,"IBB","BAL196005050",1,0,"1960A0197","SWAP",,
"1960A0197","pappm101",1960,"BAL","P",,"IBB","BAL196005050",1,2,"1960A0196","SWAP",,
"1960A0198","pappm101",1960,"BAL","P",,"BK","KC1196005170",1,0,,,,
"1960A0199","porta101",1960,"BAL","P",,"BFP",,171,170,,,,
"1960A0200","porta101",1960,"BAL","P",,"SF","NYA196004220",1,0,,,,,,
"1960A0201","stocw101",1960,"BAL","P",,"BFP",,138,137,,,,
"1960A0202","stocw101",1960,"BAL","P",,"BB","BAL196008120",1,2,"1960A0189","SWAP",,
"1960A0203","wilhh101",1960,"BAL","P",,"BFP",,601,599,,,,
"1960A0204","wilhh101",1960,"BAL","P",,"H","WS1196009240",7,8,"1960A0192","SWAP",,
"1960A0205","borlt101",1960,"BOS","P",,"ER","KC1196006200",5,6,,,,
"1960A0206","brewt101",1960,"BOS","P",,"BFP",,828,831,,,,
"1960A0207","brewt101",1960,"BOS","P",,"IBB","BOS196005310",0,1,,,,
"1960A0208","casaj101",1960,"BOS","P",,"BFP",,470,469,,,,
"1960A0209","casaj101",1960,"BOS","P",,"IP","BOS196006112",2.0,2.1,"1960A0215","SWAP",,
"1960A0210","casaj101",1960,"BOS","P",,"SF","NYA196010020",1,0,"1960A0220","SWAP",,
"1960A0211","deloi101",1960,"BOS","P",,"ER","KC1196009100",4,3,,,,
"1960A0212","deloi101",1960,"BOS","P",,"WP","CLE196008110",1,0,"1960A0213","SWAP",,
"1960A0213","fornm101",1960,"BOS","P",,"WP","CLE196008110",0,1,"1960A0212","SWAP",,
"1960A0215","hilld102",1960,"BOS","P",,"IP","BOS196006112",5.0,4.2,,,,
"1960A0216","monbb101",1960,"BOS","P",,"SO","BOS196008301",4,5,"1960A0098",,,
"1960A0217","sullf101",1960,"BOS","P",,"SO","KC1196006220",2,3,,,,
"1960A0218","sullf101",1960,"BOS","P",,"WP","KC1196006220",1,0,,,,
"1960A0219","wilse102",1960,"BOS","P",,"BFP",,300,301,,,,
"1960A0220","wilse102",1960,"BOS","P",,"SF","NYA196010020",0,1,"1960A0210","SWAP",,
"1960A0221","baumf102",1960,"CHA","P",,"BFP",,747,748,,,,
"1960A0222","baumf102",1960,"CHA","P",,"SH","CHA196009042",1,0,"1960A0230","SWAP",,
"1960A0224","kemmr101",1960,"CHA","P",,"BFP",,508,507,,,,
"1960A0225","lownt101",1960,"CHA","P",,"BFP",,291,292,,,,
"1960A0226","pierb101",1960,"CHA","P",,"BFP",,814,813,,,,
"1960A0229","worta101",1960,"CHA","P",,"BFP",,23,24,,,,
"1960A0230","worta101",1960,"CHA","P",,"SH","CHA196009042",0,1,"1960A0222","SWAP",,
"1960A0231","wynne101",1960,"CHA","P",,"BFP",,1025,1024,,,,
"1960A0232","wynne101",1960,"CHA","P",,"ER","CHA196004190",4,5,,,,
"1960A0236","bellg102",1960,"CLE","P",,"BFP",,673,674,,,,
"1960A0237","bellg102",1960,"CLE","P",,"H","CLE196005220",5,6,"1960A0257","SWAP",,
"1960A0238","bellg102",1960,"CLE","P",,"IBB","CHA196005310",0,1,"1960A0258","SWAP",,
"1960A0239","funkf101",1960,"CLE","P",,"BFP",,120,122,,,,
"1960A0240","granj101",1960,"CLE","P",,"BFP",,698,697,,,,
"1960A0241","granj101",1960,"CLE","P",,"BB","NYA196008262",5,4,"1960A0146",,,
"1960A0242","harsj101",1960,"CLE","P",,"BB","CLE196008060",2,3,"1960A0245",,,
"1960A0243","klipj101",1960,"CLE","P",,"BFP",,302,303,,,,
"1960A0244","latmb101",1960,"CLE","P",,"BFP",,658,656,,,,
"1960A0245","latmb101",1960,"CLE","P",,"BB","CLE196008060",1,0,"1960A0242",,,
"1960A0246","newcd101",1960,"CLE","P",,"BFP",,222,223,,,,
"1960A0247","newcd101",1960,"CLE","P",,"SO","CLE196009130",3,2,"1960A0038",,,
"1960A0248","perrj102",1960,"CLE","P",,"SO","CLE196008130",5,4,"1960A0105",,,
"1960A0249","perrj102",1960,"CLE","P",,"IBB","NYA196005100",0,1,"1960A0254","SWAP",,
"1960A0250","perrj102",1960,"CLE","P",,"ER","CLE196009200",8,7,,"10.18",,
"1960A0251","perrj102",1960,"CLE","P",,"WP","CLE196008090",0,1,,,,
"1960A0252","perrj102",1960,"CLE","P",,"R","CLE196009200",8,7,"1960A0255","10.18",,
"1960A0253","stigd101",1960,"CLE","P",,"BFP",,598,597,,,,
"1960A0254","stigd101",1960,"CLE","P",,"IBB","NYA196005100",1,0,"1960A0249","SWAP",,
"1960A0255","stigd101",1960,"CLE","P",,"R","CLE196009200",0,1,"1960A0252","10.18",,
"1960A0256","thomc102",1960,"CLE","P",,"BFP",,45,47,,,,
"1960A0257","tiefb101",1960,"CLE","P",,"H","CLE196005220",2,1,"1960A0237","SWAP",,
"1960A0258","tiefb101",1960,"CLE","P",,"IBB","CHA196005310",1,0,"1960A0238","SWAP",,
"1960A0259","bunnj101",1960,"DET","P",,"BFP",,1027,1024,,,,
"1960A0260","burnp102",1960,"DET","P",,"BFP",,507,506,,,,
"1960A0261","burnp102",1960,"DET","P",,"SO","DET196008180",1,2,"1960A0107",,,
"1960A0262","fiscb101",1960,"DET","P",,"BFP",,230,228,,,,
"1960A0263","labic101",1960,"DET","P",,"SO","WS1196007260",1,0,,,,
"1960A0264","laryf101",1960,"DET","P",,"BFP",,1147,1148,,,,
"1960A0265","laryf101",1960,"DET","P",,"ER","DET196007060",4,5,,,,
"1960A0266","morgt101",1960,"DET","P",,"SO","NYA196005040",1,2,,,,
"1960A0267","mossd101",1960,"DET","P",,"IBB","CLE196004200",0,1,,,,
"1960A0269","daleb102",1960,"KC1","P",,"ER","NYA196006280",4,5,,,,
"1960A0270","davib102",1960,"KC1","P",,"BFP",,145,146,,,,
"1960A0271","davib102",1960,"KC1","P",,"IP","WS1196007230",1.1,1.0,"1960A0291","SWAP",,
"1960A0272","garvn102",1960,"KC1","P",,"BFP",,507,510,,,,
"1960A0273","garvn102",1960,"KC1","P",,"BB","CHA196006052",0,1,"1960A0288","SWAP",,
"1960A0275","garvn102",1960,"KC1","P",,"IBB","KC1196005301",1,0,,,,
"1960A0276","garvn102",1960,"KC1","P",,"IBB","WS1196007242",1,0,,,,
"1960A0277","giggb101",1960,"KC1","P",,"H","KC1196006230",5,6,"1960A0285","SWAP",,
"1960A0278","halld101",1960,"KC1","P",,"SO","KC1196008060",1,0,,,,
"1960A0279","halld101",1960,"KC1","P",,"WP","KC1196007170",1,0,,,,
"1960A0280","herbr101",1960,"KC1","P",,"BFP",,1064,1063,,,,
"1960A0281","herbr101",1960,"KC1","P",,"WP","KC1196005230",1,0,,,,
"1960A0282","herbr101",1960,"KC1","P",,"IBB","BAL196006110",1,0,,,,
"1960A0283","johnk102",1960,"KC1","P",,"BFP",,526,525,,,,
"1960A0284","kuckj101",1960,"KC1","P",,"BFP",,513,518,,,,
"1960A0285","kutym101",1960,"KC1","P",,"H","KC1196006230",2,1,"1960A0277","SWAP",,
"1960A0286","kutym101",1960,"KC1","P",,"ER","KC1196008060",1,0,,,,
"1960A0287","trowb101",1960,"KC1","P",,"BFP",,300,298,,,,
"1960A0288","trowb101",1960,"KC1","P",,"BB","CHA196006052",1,0,"1960A0273","SWAP",,
"1960A0289","trowb101",1960,"KC1","P",,"WP","KC1196006260",0,1,,,,
"1960A0290","tsitj101",1960,"KC1","P",,"BFP",,163,165,,,,
"1960A0291","tsitj101",1960,"KC1","P",,"IP","WS1196007230",1.2,2.0,"1960A0271","SWAP",,
"1960A0292","ditma101",1960,"NYA","P",,"BFP",,824,825,,,,
"1960A0294","grbae101",1960,"NYA","P",,"BFP",,345,346,,,,
"1960A0295","grbae101",1960,"NYA","P",,"H","CLE196009112",1,2,"1960A0302","SWAP",,
"1960A0296","jamej101",1960,"NYA","P",,"IBB","NYA196005290",0,1,"1960A0304","SWAP",,
"1960A0297","jamej101",1960,"NYA","P",,"SH","CLE196006240",0,1,"1960A0298","COL",,
"1960A0298","jamej101",1960,"NYA","P",,"SF","CLE196006240",1,0,"1960A0297","COL",,
"1960A0299","maasd101",1960,"NYA","P",,"BFP",,314,313,,,,
"1960A0300","maasd101",1960,"NYA","P",,"SO","KC1196008060",4,3,,,,
"1960A0301","shanb102",1960,"NYA","P",,"BFP",,281,280,,,,
"1960A0302","shanb102",1960,"NYA","P",,"H","CLE196009112",2,1,"1960A0295","SWAP",,
"1960A0303","shanb102",1960,"NYA","P",,"SO","NYA196009160",1,0,"1960A0005",,,
"1960A0304","shanb102",1960,"NYA","P",,"IBB","NYA196005290",1,0,"1960A0296","SWAP",,
"1960A0305","shanb102",1960,"NYA","P",,"SF","CLE196006240",0,1,"1960A0306","COL",,
"1960A0306","shanb102",1960,"NYA","P",,"SH","CLE196006240",1,0,"1960A0305","COL",,
"1960A0307","terrr101",1960,"NYA","P",,"BFP",,688,687,,,,
"1960A0309","clevt101",1960,"WS1","P",,"H","KC1196006180",2,1,"1960A0318","SWAP",,
"1960A0310","hernr101",1960,"WS1","P",,"BFP",,159,158,,,,
"1960A0311","hernr101",1960,"WS1","P",,"WP","BAL196008180",1,2,,,,
"1960A0312","kralj101",1960,"WS1","P",,"IBB","DET196006240",0,1,,,,
"1960A0313","lee-d102",1960,"WS1","P",,"BFP",,707,698,,,,
"1960A0314","moorr101",1960,"WS1","P",,"IBB","WS1196008290",1,0,,,,
"1960A0315","pascc102",1960,"WS1","P",,"BFP",,638,639,,,,
"1960A0316","pascc102",1960,"WS1","P",,"IBB","BOS196004300",0,1,,,,
"1960A0317","ramop101",1960,"WS1","P",,"IBB","WS1196010020",0,1,,,,
"1960A0318","stobc101",1960,"WS1","P",,"H","KC1196006180",0,1,"1960A0309","SWAP",,
"1960A0319","woodh101",1960,"WS1","P",,"BFP",,528,527,,,,
"1960A0321","busbj101",1960,"BAL","D","C","G","CHA196007172",1,0,"1960A0345",,,
"1960A0322","busbj101",1960,"BAL","D","OF","G","CHA196007172",0,1,"1960A0321",,,
"1960A0323","courc101",1960,"BAL","D","C","G","BAL196005110",1,0,,,,
"1960A0324","paglj101",1960,"BOS","D","C","G","BAL196009200",0,1,,,,
"1960A0325","klust101",1960,"CHA","D","1B","G","CHA196009130",0,1,,,,
"1960A0326","asprk101",1960,"CLE","D","3B","G","CLE196008142",0,1,"1960A0327",,,
