Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Postponed,Makeup
"18960416","0","Thu","BRO","NL",1,"BLN","NL",1,"D","",""
"18960416","0","Thu","PIT","NL",1,"CIN","NL",1,"D","",""
"18960416","0","Thu","CHN","NL",1,"LS3","NL",1,"D","",""
"18960416","0","Thu","BSN","NL",1,"PHI","NL",1,"D","",""
"18960416","0","Thu","CL4","NL",1,"SLN","NL",1,"D","",""
"18960416","0","Thu","NY1","NL",1,"WSN","NL",1,"D","",""
"18960417","0","Fri","BRO","NL",2,"BLN","NL",2,"D","",""
"18960417","0","Fri","PIT","NL",2,"CIN","NL",2,"D","",""
"18960417","0","Fri","CHN","NL",2,"LS3","NL",2,"D","",""
"18960417","0","Fri","BSN","NL",2,"PHI","NL",2,"D","",""
"18960417","0","Fri","CL4","NL",2,"SLN","NL",2,"D","",""
"18960417","0","Fri","NY1","NL",2,"WSN","NL",2,"D","",""
"18960418","0","Sat","BRO","NL",3,"BLN","NL",3,"D","",""
"18960418","0","Sat","PIT","NL",3,"CIN","NL",3,"D","",""
"18960418","0","Sat","CHN","NL",3,"LS3","NL",3,"D","",""
"18960418","0","Sat","BSN","NL",3,"PHI","NL",3,"D","",""
"18960418","0","Sat","CL4","NL",3,"SLN","NL",3,"D","",""
"18960418","0","Sat","NY1","NL",3,"WSN","NL",3,"D","",""
"18960419","0","Sun","LS3","NL",4,"CIN","NL",4,"D","",""
"18960419","0","Sun","CHN","NL",4,"SLN","NL",4,"D","",""
"18960420","0","Mon","BLN","NL",4,"BSN","NL",4,"D","",""
"18960421","0","Tue","BSN","NL",5,"BLN","NL",5,"D","",""
"18960421","0","Tue","CL4","NL",4,"CIN","NL",5,"D","",""
"18960421","0","Tue","PHI","NL",4,"NY1","NL",4,"D","",""
"18960421","0","Tue","LS3","NL",5,"PIT","NL",4,"D","",""
"18960421","0","Tue","CHN","NL",5,"SLN","NL",5,"D","",""
"18960421","0","Tue","BRO","NL",4,"WSN","NL",4,"D","",""
"18960422","0","Wed","BSN","NL",6,"BLN","NL",6,"D","",""
"18960422","0","Wed","CL4","NL",5,"CIN","NL",6,"D","",""
"18960422","0","Wed","PHI","NL",5,"NY1","NL",5,"D","",""
"18960422","0","Wed","LS3","NL",6,"PIT","NL",5,"D","",""
"18960422","0","Wed","CHN","NL",6,"SLN","NL",6,"D","",""
"18960422","0","Wed","BRO","NL",5,"WSN","NL",5,"D","",""
"18960423","0","Thu","BSN","NL",7,"BLN","NL",7,"D","",""
"18960423","0","Thu","CL4","NL",6,"CIN","NL",7,"D","Rain","18960424"
"18960423","0","Thu","PHI","NL",6,"NY1","NL",6,"D","",""
"18960423","0","Thu","LS3","NL",7,"PIT","NL",6,"D","",""
"18960423","0","Thu","BRO","NL",6,"WSN","NL",6,"D","",""
"18960425","0","Sat","WSN","NL",7,"BLN","NL",8,"D","",""
"18960425","0","Sat","CHN","NL",7,"CIN","NL",8,"D","",""
"18960425","0","Sat","BSN","NL",8,"NY1","NL",7,"D","",""
"18960425","0","Sat","BRO","NL",7,"PHI","NL",7,"D","",""
"18960425","0","Sat","CL4","NL",7,"PIT","NL",7,"D","",""
"18960425","0","Sat","LS3","NL",8,"SLN","NL",7,"D","",""
"18960426","0","Sun","CHN","NL",8,"CIN","NL",9,"D","",""
"18960426","0","Sun","LS3","NL",9,"SLN","NL",8,"D","",""
"18960427","0","Mon","CHN","NL",9,"CIN","NL",10,"D","",""
"18960427","0","Mon","BSN","NL",9,"NY1","NL",8,"D","",""
"18960427","0","Mon","BRO","NL",8,"PHI","NL",8,"D","",""
"18960427","0","Mon","CL4","NL",8,"PIT","NL",8,"D","Rain","18960429"
"18960427","0","Mon","LS3","NL",10,"SLN","NL",9,"D","",""
"18960427","0","Mon","BLN","NL",9,"WSN","NL",8,"D","",""
"18960428","0","Tue","WSN","NL",9,"BLN","NL",10,"D","",""
"18960428","0","Tue","BSN","NL",10,"NY1","NL",9,"D","",""
"18960428","0","Tue","BRO","NL",9,"PHI","NL",9,"D","",""
"18960428","0","Tue","CL4","NL",9,"PIT","NL",9,"D","",""
"18960429","0","Wed","WSN","NL",10,"BRO","NL",10,"D","",""
"18960429","0","Wed","NY1","NL",10,"PHI","NL",10,"D","",""
"18960430","0","Thu","WSN","NL",11,"BRO","NL",11,"D","",""
"18960430","0","Thu","BLN","NL",11,"BSN","NL",11,"D","",""
"18960430","0","Thu","SLN","NL",10,"CHN","NL",10,"D","",""
"18960430","0","Thu","CIN","NL",11,"CL4","NL",10,"D","Rain; Site change","18960726"
"18960430","0","Thu","PIT","NL",10,"LS3","NL",11,"D","",""
"18960430","0","Thu","NY1","NL",11,"PHI","NL",11,"D","",""
"18960501","0","Fri","CIN","NL",12,"CL4","NL",11,"D","Rain; No makeup played",""
"18960501","0","Fri","PIT","NL",11,"LS3","NL",12,"D","Rain; Site change","18960917"
"18960502","0","Sat","WSN","NL",12,"BRO","NL",12,"D","",""
"18960502","0","Sat","BLN","NL",12,"BSN","NL",12,"D","",""
"18960502","0","Sat","SLN","NL",11,"CHN","NL",11,"D","",""
"18960502","0","Sat","CIN","NL",13,"CL4","NL",12,"D","",""
"18960502","0","Sat","PIT","NL",12,"LS3","NL",13,"D","",""
