ID,last,first
barng901,Barnum,George
battj102,Battin,Joe
behlf901,Behle,Frank
bettw901,Betts,William
campd901,Campbell,Dan
carsk102,Carsey,Kid
clarb103,Clarke,Boileryard
clard102,Clarkson,Dad
conau901,Conahan,Ed
cunnb103,Cunningham,Bert
dextc101,Dexter,Charlie
donat101,Donahue,Tim
donnj101,Donnelly,Jim
dwyef101,Dwyer,Frank
ehrer101,Ehret,Red
emslb101,Emslie,Bob
foreb101,Foreman,Brownie
grimj101,Grim,John
gumba101,Gumbert,Ad
hartb106,Hart,Bill
hemmg101,Hemming,George
hendh102,Henderson,Hardie
heydj901,Heydler,John
hoffb102,Hoffer,Bill
hornm101,Hornung,Joe
hurst801,Hurst,Tim
keeft101,Keefe,Tim
killf101,Killen,Frank
lallb901,Lally,Bud
lynct901,Lynch,Tom
mccap101,McCauley,Pat
mccat103,McCarthy,Tommy
mcfae101,McFarland,Ed
mcfah901,McFarlan,Horace
mcgud101,McGuire,Deacon
meekj101,Meekin,Jouett
mercw101,Mercer,Win
milld103,Miller,Doggie
morrj107,Morrill,John
murpm101,Murphy,Morgan
odayh101,O'Day,Hank
phelu901,Phelan,Tommy
quinj103,Quinn,Joe
rhinb101,Rhines,Billy
sherj901,Sheridan,Jack
steie101,Stein,Ed
sullj109,Sullivan,Jim
terra101,Terry,Adonis
tindu901,Tindill,Charles
warnj103,Warner,Jack
wieds101,Weidman,Stump
wilsp102,Wilson,Parke
wilsz101,Wilson,Zeke
wolfc102,Wolf,Chicken
younc102,Young,Cy
