ID,last,first
adleu901,Adler,
bakec901,Baker,Charles
barnb101,Barnie,Billy
becab101,Becannon,Buck
blakb101,Blakiston,Bob
bondt101,Bond,Tommy
bradg103,Bradley,George
brenj901,Brennan,Jack
burlf901,Burlingame,Frank
burnj901,Burns,John
calle101,Callahan,Ed
carrp101,Carroll,Pat
caske101,Caskin,Ed
cassj103,Cassidy,John
colej103,Coleman,John
connj902,Connolly,Red
connt103,Connell,Terry
crawa901,Crawford,Alexander
critm101,Critchley,Morrie
currw101,Curry,Wes
cuthn101,Cuthbert,Ned
dailj101,Dailey,John
danic901,Daniels,Charles
decks901,Decker,Stewart
devid901,Devinney,Dan
donot901,Donovan,Timothy
duttp901,Dutton,Patrick
dylej101,Dyler,John
falca101,Falch,Anton
fergb101,Ferguson,Bob
furlb901,Furlong,Bill
gaffj801,Gaffney,John
greeb102,Greenwood,Bill
grife901,Griffith,E.A.
gunnt101,Gunning,Tom
hengm101,Hengel,Moxie
hinem101,Hines,Mike
hollj901,Holland,Jack
hoopm101,Hooper,Mike
howac901,Howard,C.F.
hudsv901,Hudson,Vincent
jenna101,Jennings,Alamazoo
jordb901,Jordan,Bill
keeft101,Keefe,Tim
kellj103,Kelly,John
kellk102,Kelly,Kick
kennd101,Kennedy,Doc
lathj101,Latham,Jumbo
lawlj901,Lawler,John
lee-t102,Lee,Tom
litth101,Little,Harry
lyncj101,Lynch,Jack
magnj102,Magner,John
malof101,Malone,Fergy
maplb901,Mapledoram,Blake
mccah101,McCaffery,Harry
mcgep102,McGee,Pat
mcgub101,McGunnigle,Bill
mclaj104,McLaughlin,William
mcleb901,McLean,Billy
mcmid901,McMinimum,Dennis
mcsot101,McSorley,Trick
merre101,Merrill,Ed
millc105,Miller,Cyclone
millc901,Miller,Charles
montu902,Montgomery,
morgb101,Morgan,Bill
mortc101,Morton,Charlie
mounf101,Mountain,Frank
oberh101,Oberbeck,Henry
odayh101,O'Day,Hank
pierg101,Pierce,Gracie
powec902,Power,Charles
quinb901,Quinn,Billy
reedi101,Reeder,Icicle
rossr901,Ross,Robert
serab101,Serad,Billy
sewag101,Seward,George
steab101,Stearns,Bill
sulld901,Sullivan,Dave
terra101,Terry,Adonis
timbu901,Timblin,
trafb101,Traffley,Bill
valej101,Valentine,John
vance901,Van Court,Eugene
wheeh101,Wheeler,Harry
whitj102,Whitney,Jim
wrigu901,Wright,Parry
