ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1929N0001,bancd101,1929,BRO,O,,SO,CIN192909120,0,2,,OPP,,,
1929N0003,culln102,1929,BRO,D,OF,G,,12,11,,,,Official sheets show 12 G in OF,
1929N0004,debeh101,1929,BRO,O,,G,BRO192905040,1,0,,,,,
1929N0005,debeh101,1929,BRO,D,C,G,BRO192905040,1,0,,,,,
1929N0006,debeh101,1929,BRO,D,C,PB,BRO192908102,1,0,,,,,
1929N0007,hendh101,1929,BRO,D,1B,DP,,27,28,,COPY,,Official sheets show 27 DP at 1B,
1929N0008,hendh101,1929,BRO,D,OF,RFG,SLN192907300,1,0,,,,No RF in game at end,Y
1929N0009,henlb101,1929,BRO,D,C,G,BRO192907180,0,1,,,,,
1929N0011,hermb102,1929,BRO,O,,H,BRO192905130,1,0,,OPP,,,
1929N0014,moore102,1929,BRO,D,2B,G,BRO192908202,1,0,1929N0015,DUP,,,
1929N0015,moore102,1929,BRO,D,2B,DP,BRO192908202,1,0,1929N0016,,,,
1929N0016,moore102,1929,BRO,D,SS,G,BRO192908202,0,1,1929N0019,DUP,,,
1929N0017,moore102,1929,BRO,D,SS,G,PIT192909062,1,0,,,,No SS in game at end,
1929N0018,moore102,1929,BRO,D,SS,G,PIT192909070,0,1,,,,,
1929N0019,moore102,1929,BRO,D,SS,DP,BRO192908202,0,1,1929N0014,,,,
1929N0020,moorc101,1929,BRO,D,P,DP,BSN192910052,0,1,,,,,
1929N0021,mossr101,1929,BRO,O,,SO,BRO192907180,2,0,,OPP,,,
1929N0022,rhieb101,1929,BRO,D,2B,G,BSN192906210,1,0,1929N0024,DUP,,,
1929N0023,rhieb101,1929,BRO,D,2B,G,BSN192906221,1,0,1929N0025,DUP,,,
1929N0024,rhieb101,1929,BRO,D,2B,ERR,BSN192906210,1,0,1929N0026,,,,
1929N0025,rhieb101,1929,BRO,D,2B,DP,BSN192906221,1,0,1929N0027,,,,
1929N0026,rhieb101,1929,BRO,D,3B,G,BSN192906210,0,1,1929N0028,DUP,,,
1929N0027,rhieb101,1929,BRO,D,3B,G,BSN192906221,0,1,1929N0029,DUP,,,
